Record,strat_depth,SH20_age,Group,Guano_Zone,Guano_Sum,cln_P2O5_TiO2,cln_CaO_TiO2,cln_Cu_TiO2,cln_Zn_TiO2,cln_Sr_TiO2,cln_P_Ti,cln_Ca_Ti,cln_Cu_Ti,cln_Zn_Ti,cln_Sr_Ti,cln_P_Ti_CS,cln_Ca_Ti_CS,cln_Cu_Ti_CS,cln_Zn_Ti_CS,cln_Sr_Ti_CS,Plot_order
,cm,cal a BP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YAN,103,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.568505472,-0.396420707,-1.359955752,-1.284941919,-0.710055176,-2.568505472,-0.396420707,-1.359955752,-1.284941919,-0.710055176,,-0.493792018,-2.214845371,-1.587760717,-1.372184377,1
YAN,105,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.573373466,-0.369645194,-1.340776586,-1.2682912,-0.704658149,-2.573373466,-0.369645194,-1.340776586,-1.2682912,-0.704658149,-2.410384246,-0.51597696,-2.128226076,-1.672540123,-1.374911019,1
YAN,107,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.575577183,-0.363679335,-1.396014999,-1.253792417,-0.69988508,-2.575577183,-0.363679335,-1.396014999,-1.253792417,-0.69988508,,-0.484906,-1.88638027,-1.525585366,-1.288446879,1
YAN,109,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.587073941,-0.348210083,-1.444333391,-1.308283667,-0.686133478,-2.587073941,-0.348210083,-1.444333391,-1.308283667,-0.686133478,-2.592827096,-0.418473068,-1.889082977,-1.485658798,-1.309088395,1
YAN,111,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.582269137,-0.295295193,-1.466605758,-1.28623141,-0.663244872,-2.582269137,-0.295295193,-1.466605758,-1.28623141,-0.663244872,-3.080587042,-0.348774591,-2.048642393,-1.425441746,-1.247848388,1
YAN,113,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.591674034,-0.274524033,-1.47937925,-1.309321868,-0.646300385,-2.591674034,-0.274524033,-1.47937925,-1.309321868,-0.646300385,-3.068424511,-0.327540888,-1.921980901,-1.46215691,-1.066276077,1
YAN,115,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.586829353,-0.251860983,-1.454287937,-1.286985669,-0.639937928,-2.586829353,-0.251860983,-1.454287937,-1.286985669,-0.639937928,,-0.333326534,-1.901552403,-1.521889533,-1.165526393,1
YAN,117,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.585839333,-0.255117255,-1.457544208,-1.277169859,-0.640465685,-2.585839333,-0.255117255,-1.457544208,-1.277169859,-0.640465685,-1.922930541,-0.362581236,-1.902874449,-1.49227497,-1.312615121,1
YAN,119,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.579006829,-0.236707286,-1.470940381,-1.31430602,-0.637861517,-2.579006829,-0.236707286,-1.470940381,-1.31430602,-0.637861517,,-0.339894395,-2.157376647,-1.518391792,-1.217817481,1
YAN,121,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.576158905,-0.268390246,-1.433418355,-1.271393145,-0.647592375,-2.576158905,-0.268390246,-1.433418355,-1.271393145,-0.647592375,,-0.241712632,-2.035632834,-1.62800973,-1.217681567,1
YAN,123,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.592034309,-0.281881109,-1.508283057,-1.305435853,-0.65889826,-2.592034309,-0.281881109,-1.508283057,-1.305435853,-0.65889826,,-0.360762682,-1.750278632,-1.545894008,-1.36159528,1
YAN,125,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.579688491,-0.280151567,-1.448276755,-1.270747358,-0.668986049,-2.579688491,-0.280151567,-1.448276755,-1.270747358,-0.668986049,-1.970668814,-0.460029425,-2.062676385,-1.615689844,-1.500035849,1
YAN,127,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.588481079,-0.269050938,-1.451675264,-1.311041244,-0.631875651,-2.588481079,-0.269050938,-1.451675264,-1.311041244,-0.631875651,,-0.390440261,-2.031688493,-1.532124541,-1.377442007,1
YAN,129,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.608332685,-0.238728818,-1.489945936,-1.300521751,-0.618642453,-2.608332685,-0.238728818,-1.489945936,-1.300521751,-0.618642453,-2.471642283,-0.417156057,-2.050031673,-1.671262486,-1.270304346,1
YAN,131,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.601035803,-0.2024444,-1.482649054,-1.306830522,-0.614059277,-2.601035803,-0.2024444,-1.482649054,-1.306830522,-0.614059277,-2.63885082,-0.345114751,-1.943742772,-1.465694132,-1.294121173,1
YAN,133,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.589488271,-0.227757401,-1.448399794,-1.294342754,-0.612427322,-2.589488271,-0.227757401,-1.448399794,-1.294342754,-0.612427322,,-0.338542064,-1.81393493,-1.493414075,-1.234414209,1
YAN,135,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.594164236,-0.234702022,-1.476715878,-1.277152749,-0.627376493,-2.594164236,-0.234702022,-1.476715878,-1.277152749,-0.627376493,-3.041480509,-0.387321794,-1.879882651,-1.544017529,-1.313586774,1
YAN,137,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.595307746,-0.197546889,-1.464787307,-1.291892425,-0.591220627,-2.595307746,-0.197546889,-1.464787307,-1.291892425,-0.591220627,-1.008868692,-0.406168,-1.801643356,-1.603508914,-1.317809157,1
YAN,139,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.587554826,-0.195773822,-1.470106469,-1.283788566,-0.623495598,-2.587554826,-0.195773822,-1.470106469,-1.283788566,-0.623495598,,-0.45134952,-2.158167574,-1.547584017,-1.38283488,1
YAN,141,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.590931372,-0.220343317,-1.498123727,-1.291892425,-0.607306764,-2.590931372,-0.220343317,-1.498123727,-1.291892425,-0.607306764,-1.272609467,-0.624263267,-2.368476267,-1.630013458,-1.537527794,1
YAN,143,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.579282591,-0.211062286,-1.411224232,-1.288419735,-0.633606233,-2.579282591,-0.211062286,-1.411224232,-1.288419735,-0.633606233,-1.630358007,-0.271341715,-1.928055404,-1.54251658,-1.357429392,1
YAN,145,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.592966024,-0.284549703,-1.464670898,-1.310613858,-0.65305687,-2.592966024,-0.284549703,-1.464670898,-1.310613858,-0.65305687,-2.278307399,-0.456966398,-1.93950993,-1.601320479,-1.387372355,1
YAN,147,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.589085036,-0.290744366,-1.493050772,-1.254773131,-0.646439902,-2.589085036,-0.290744366,-1.493050772,-1.254773131,-0.646439902,-2.101122131,-0.386427218,-2.085228169,-1.593064785,-1.332667216,1
YAN,149,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.592397533,-0.283017728,-1.471592059,-1.288289451,-0.641241709,-2.592397533,-0.283017728,-1.471592059,-1.288289451,-0.641241709,,-0.232425666,-2.059935647,-1.548077811,-1.173793274,1
YAN,151,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.592397533,-0.245838725,-1.555675176,-1.301534677,-0.624981189,-2.592397533,-0.245838725,-1.555675176,-1.301534677,-0.624981189,,-0.516137137,-1.867612112,-1.535297765,-1.450349985,1
YAN,153,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.594164236,-0.225016717,-1.49324518,-1.251177262,-0.613844487,-2.594164236,-0.225016717,-1.49324518,-1.251177262,-0.613844487,-1.579209945,-0.494682786,-1.896021737,-1.586953461,-1.446421272,1
YAN,155,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.555784908,-0.339417923,-1.517379757,-1.279102116,-0.706934163,-2.555784908,-0.339417923,-1.517379757,-1.279102116,-0.706934163,-1.417777793,-0.49995186,-1.580896677,-1.276077196,-1.168624037,1
YAN,157,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.547928351,-0.352661853,-1.497064966,-1.291048187,-0.718880234,-2.547928351,-0.352661853,-1.497064966,-1.291048187,-0.718880234,,-0.53477397,-1.397749305,-1.330243696,-1.289989179,1
YAN,159,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.517037864,-0.353961398,-1.497064966,-1.266046884,-0.738909516,-2.517037864,-0.353961398,-1.497064966,-1.266046884,-0.738909516,,-0.464337383,-1.646539929,-1.342974834,-1.290769958,1
YAN,161,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.513242793,-0.350067818,-1.513065307,-1.278469404,-0.713230502,-2.513242793,-0.350067818,-1.513065307,-1.278469404,-0.713230502,-1.49117806,-0.38499342,-1.565084954,-1.343617398,-1.219013481,1
YAN,163,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.5101129,-0.352132742,-1.478186716,-1.250646899,-0.738673981,-2.5101129,-0.352132742,-1.478186716,-1.250646899,-0.738673981,,-0.43176716,-1.607626555,-1.281954427,-1.125942936,1
YAN,165,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.524590379,-0.347355004,-1.533068814,-1.282212391,-0.719794364,-2.524590379,-0.347355004,-1.533068814,-1.282212391,-0.719794364,,-0.33646143,-1.345969865,-1.281291512,-1.086971053,1
YAN,167,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.530065476,-0.318235711,-1.48701463,-1.306640281,-0.691975567,-2.530065476,-0.318235711,-1.48701463,-1.306640281,-0.691975567,,,,,,1
YAN,169,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.53380377,-0.281009586,-1.588888962,-1.30380366,-0.654027404,-2.53380377,-0.281009586,-1.588888962,-1.30380366,-0.654027404,,,,,,1
YAN,171,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.540282802,-0.229707539,-1.575327243,-1.303487167,-0.637744595,-2.540282802,-0.229707539,-1.575327243,-1.303487167,-0.637744595,-2.32059012,-0.478581208,-1.50091935,-1.24886467,-1.113233966,1
YAN,173,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.539777848,-0.216817361,-1.535674169,-1.312348433,-0.622371924,-2.539777848,-0.216817361,-1.535674169,-1.312348433,-0.622371924,-2.082473027,-0.314884729,-1.754296424,-1.31841007,-1.274384209,1
YAN,174,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.552443557,-0.204220326,-1.510710843,-1.331878514,-0.603807742,-2.552443557,-0.204220326,-1.510710843,-1.331878514,-0.603807742,-1.59429414,-0.362876433,-1.632487366,-1.248941518,-1.102056806,1
YAN,175,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.533759621,-0.208949243,-1.551104486,-1.337785982,-0.609715209,-2.533759621,-0.208949243,-1.551104486,-1.337785982,-0.609715209,,-0.422627228,-1.669092958,-1.387373469,-1.407698369,1
YAN,176,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.542077093,-0.243940609,-1.47937925,-1.322744888,-0.632768379,-2.542077093,-0.243940609,-1.47937925,-1.322744888,-0.632768379,,-0.418667992,-1.617856825,-1.316134473,-1.307116116,1
YAN,177,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.547287777,-0.197384085,-1.552412531,-1.325300704,-0.605718202,-2.547287777,-0.197384085,-1.552412531,-1.325300704,-0.605718202,-1.445077455,-0.339993758,-1.723087441,-1.353145058,-1.298535929,1
YAN,178,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.537271771,-0.247167459,-1.515395923,-1.235587677,-0.633310664,-2.537271771,-0.247167459,-1.515395923,-1.235587677,-0.633310664,-1.758738111,-0.402786315,-1.632214521,-1.228814213,-1.142281972,1
YAN,179,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.52625773,-0.225368413,-1.521189,-1.32856335,-0.619619245,-2.52625773,-0.225368413,-1.521189,-1.32856335,-0.619619245,-0.755892164,-0.328238026,-1.506714417,-1.240232661,-1.15763023,1
YAN,180,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.547111691,-0.221263415,-1.472243313,-1.22522489,-0.609632101,-2.547111691,-0.221263415,-1.472243313,-1.22522489,-0.609632101,,-0.314664917,-1.627600326,-1.371612288,-1.286740059,1
YAN,181,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.516079234,-0.259632404,-1.50528925,-1.279750635,-0.637055916,-2.516079234,-0.259632404,-1.50528925,-1.279750635,-0.637055916,-1.167578814,-0.297046482,-1.567263827,-1.255090274,-1.182068182,1
YAN,182,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.534044921,-0.237934585,-1.512169072,-1.322744888,-0.614126028,-2.534044921,-0.237934585,-1.512169072,-1.322744888,-0.614126028,-1.228531203,-0.323322708,-1.548403702,-1.416041236,-1.104382713,1
YAN,183,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.514843075,-0.250867836,-1.500154451,-1.300591322,-0.629250888,-2.514843075,-0.250867836,-1.500154451,-1.300591322,-0.629250888,-1.608320604,-0.241618528,-1.58038425,-1.196652946,-0.974235197,1
YAN,184,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.577062306,-0.311349448,-1.606479752,-1.15896786,-0.675785764,-2.577062306,-0.311349448,-1.606479752,-1.15896786,-0.675785764,-1.691080116,-0.345591705,-1.398487717,-1.274631572,-1.065604056,1
YAN,186,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.590534468,-0.326635913,-1.436864846,-0.793427898,-0.69454153,-2.590534468,-0.326635913,-1.436864846,-0.793427898,-0.69454153,-2.82838568,-0.256435464,-1.932838875,-1.375452099,-1.058639554,1
YAN,188,5412.96,Freshwater,YAN GZ 0,Non Guano,-2.563580812,-0.288933814,-1.537696942,-0.431982026,-0.666393459,-2.563580812,-0.288933814,-1.537696942,-0.431982026,-0.666393459,-2.970900716,-0.237454324,-1.592901988,-1.226497602,-1.18697479,1
YAN,190,5446.9,Freshwater,YAN GZ 0,Non Guano,-2.534056782,-0.467109838,-0.96974997,-0.789375621,-0.574066582,-2.534056782,-0.467109838,-0.96974997,-0.789375621,-0.574066582,-1.056298019,-1.054484602,-0.403599437,-1.848043534,-1.765389694,1
YAN,192,5514.79,Freshwater,YAN GZ 0,Non Guano,-2.463313091,-1.067142351,-0.058492105,-0.765504742,-0.415854039,-2.463313091,-1.067142351,-0.058492105,-0.765504742,-0.415854039,-1.086051952,-1.132895859,-0.700289651,-1.899065577,-1.808470172,1
YAN,194,5582.68,Freshwater,YAN GZ 0,Non Guano,-2.523811745,-0.995417285,-0.259644228,-0.826484281,-0.418388152,-2.523811745,-0.995417285,-0.259644228,-0.826484281,-0.418388152,-1.291915397,-1.03290883,-0.901514944,-1.907196296,-1.762684396,1
YAN,196,5630.5,Freshwater,YAN GZ 0,Non Guano,-2.439437943,-1.073450799,-0.142637554,-0.789831696,-0.429485703,-2.439437943,-1.073450799,-0.142637554,-0.789831696,-0.429485703,-1.014364757,-1.111743733,-0.322609761,-1.935126862,-1.822485707,1
YAN,198,5678.32,Freshwater,YAN GZ 0,Non Guano,-2.341233595,-1.12761301,0.107758609,-0.695297077,-0.43383146,-2.341233595,-1.12761301,0.107758609,-0.695297077,-0.43383146,-1.142411549,-1.277241495,-1.052295476,-1.76113319,-1.894691684,1
YAN,200,5726.8,Freshwater,YAN GZ 0,Non Guano,-2.429361647,-0.886254676,-0.170287347,-0.851573762,-0.4725506,-2.429361647,-0.886254676,-0.170287347,-0.851573762,-0.4725506,-0.959133442,-0.973615876,-0.371327412,-2.287444593,-1.993712491,1
YAN,202,5775.94,Freshwater,YAN GZ 0,Non Guano,-2.48927919,-0.821188192,-0.738628983,-0.834637151,-0.446007398,-2.48927919,-0.821188192,-0.738628983,-0.834637151,-0.446007398,-2.018097548,-1.095740871,-1.45932519,-1.999295,-2.128958988,1
YAN,204,5825.08,Freshwater,YAN GZ 0,Non Guano,-2.449296689,-0.620753388,-0.93528735,-1.188205992,-0.735732553,-2.449296689,-0.620753388,-0.93528735,-1.188205992,-0.735732553,-1.698034563,-1.263847792,-1.027790491,-1.755870255,-1.899574618,1
YAN,206,5871.97,Freshwater,YAN GZ 0,Non Guano,-2.449448182,-1.178926961,-0.411752006,-0.725595544,-0.385988788,-2.449448182,-1.178926961,-0.411752006,-0.725595544,-0.385988788,-1.286157571,-1.382496547,-0.874524267,-1.752486858,-1.889191372,1
YAN,208,5918.87,Freshwater,YAN GZ 0,Non Guano,-2.392946734,-1.24652637,-0.228133972,-0.768623693,-0.537705242,-2.392946734,-1.24652637,-0.228133972,-0.768623693,-0.537705242,-1.503154715,-1.17398636,-0.791370169,-1.726562266,-1.932531568,1
YAN,210,5966.34,Freshwater,YAN GZ 0,Non Guano,-2.087727266,-0.43726147,-0.059238047,-0.308375967,-0.006655582,-2.087727266,-0.43726147,-0.059238047,-0.308375967,-0.006655582,-1.919954416,-0.222564079,-0.921885753,-1.165855372,-1.355802247,1
YAN,214,6062.44,Freshwater,YAN GZ 0,Non Guano,-2.205875853,0.156416839,-0.367258543,-0.66593457,-0.096358018,-2.205875853,0.156416839,-0.367258543,-0.66593457,-0.096358018,-2.548772189,0.235882902,-1.31933691,-1.652009251,-1.428056311,1
YAN,216,6110.1,Freshwater,YAN GZ 0,Non Guano,-2.202960306,0.211652456,-0.387691862,-0.682931255,-0.066434716,-2.202960306,0.211652456,-0.387691862,-0.682931255,-0.066434716,-2.352548396,0.275982638,-1.305321221,-1.598378388,-1.281231296,1
YAN,218,6157.76,Freshwater,YAN GZ 0,Non Guano,-2.239775007,0.164371115,-0.422686358,-0.676076587,-0.061377054,-2.239775007,0.164371115,-0.422686358,-0.676076587,-0.061377054,,,,,,1
YAN,220,6204.78,Freshwater,YAN GZ 0,Non Guano,-2.201811541,0.103967169,-0.42576381,-0.644511095,-0.041188399,-2.201811541,0.103967169,-0.42576381,-0.644511095,-0.041188399,-2.661857744,0.087631222,-1.274690428,-1.722387924,-1.538918066,1
YAN,222,6251.17,Freshwater,YAN GZ 0,Non Guano,-2.212686322,0.060394202,-0.43177733,-0.5345947,-0.083963507,-2.212686322,0.060394202,-0.43177733,-0.5345947,-0.083963507,-1.884298049,0.059115941,-1.002850509,-1.494795557,-1.473831759,1
YAN,224,6297.55,Freshwater,YAN GZ 0,Non Guano,-2.198496188,0.178955869,-0.458482629,-0.627624604,-0.041564162,-2.198496188,0.178955869,-0.458482629,-0.627624604,-0.041564162,-2.411054228,0.174235497,-1.528279953,-1.673349514,-1.506493007,1
YAN,226,6343.1,Freshwater,YAN GZ 0,Non Guano,-2.205358014,0.088754319,-0.469921862,-0.576292817,-0.060192295,-2.205358014,0.088754319,-0.469921862,-0.576292817,-0.060192295,-2.732465902,0.145174862,-1.405939593,-1.623043838,-1.446682985,1
YAN,228,6388.65,Freshwater,YAN GZ 0,Non Guano,-2.275275627,0.094209184,-0.385899211,-0.680632404,0.037591616,-2.275275627,0.094209184,-0.385899211,-0.680632404,0.037591616,-2.420927998,-0.14196791,-1.259963898,-1.696316813,-1.545845962,1
YAN,230,6435.12,Freshwater,YAN GZ 0,Non Guano,-2.217822525,-0.016991182,-0.344194466,-0.639902792,-0.002766731,-2.217822525,-0.016991182,-0.344194466,-0.639902792,-0.002766731,-2.32538463,-0.167067329,-1.322300898,-1.709273664,-1.509579544,1
YAN,232,6482.53,Freshwater,YAN GZ 0,Non Guano,-2.246101006,0.023520307,-0.304356604,-0.648702667,-0.019969085,-2.246101006,0.023520307,-0.304356604,-0.648702667,-0.019969085,-2.13024182,-0.23052078,-1.067674042,-1.611383202,-1.47090073,1
YAN,234,6529.94,Freshwater,YAN GZ 0,Non Guano,-2.233464189,-0.102510376,-0.203617197,-0.600863481,0.008686993,-2.233464189,-0.102510376,-0.203617197,-0.600863481,0.008686993,-2.039943206,-0.390331876,-0.823063127,-1.589004431,-1.482795864,1
YAN,238,6624.91,Freshwater,YAN GZ 0,Non Guano,-2.256550935,-0.131730658,-0.061217826,-0.452373752,-0.024657277,-2.256550935,-0.131730658,-0.061217826,-0.452373752,-0.024657277,-1.657457318,-0.406354305,-0.757699607,-1.608449831,-1.654759342,1
YAN,239,6648.65,Freshwater,YAN GZ 0,Non Guano,-2.147379026,0.423953606,-0.511582044,-0.650937751,-0.773839963,-2.147379026,0.423953606,-0.511582044,-0.650937751,-0.773839963,-1.992059841,-0.431410219,-0.854182371,-1.494507329,-1.629072259,1
YAN,242,6718.95,Freshwater,YAN GZ 0,Non Guano,-2.187646681,-0.26413063,-0.237013331,-0.349968509,-0.131897426,-2.187646681,-0.26413063,-0.237013331,-0.349968509,-0.131897426,-0.847127873,-0.412297169,-0.716473552,-1.368284971,-1.503080393,1
YAN,243,6742.39,Freshwater,YAN GZ 0,Non Guano,-2.208809172,-0.387984543,-0.149021555,0.097996868,-0.139900174,-2.208809172,-0.387984543,-0.149021555,0.097996868,-0.139900174,-1.198361623,-0.457090736,-0.772888236,-1.498274258,-1.58419273,1
YAN,244,6765.82,Freshwater,YAN GZ 0,Non Guano,-2.254179526,-0.454892476,-0.171121591,-0.35988246,-0.229879404,-2.254179526,-0.454892476,-0.171121591,-0.35988246,-0.229879404,-1.076316275,-0.704232941,-0.835142943,-1.667114002,-1.731598567,1
YAN,245,6787.39,Freshwater,YAN GZ 0,Non Guano,-2.310561531,-0.725100565,-0.221914,-0.227611547,-0.356132382,-2.310561531,-0.725100565,-0.221914,-0.227611547,-0.356132382,-1.337834295,-0.92882967,-0.912872717,-1.767770251,-1.6863117,1
YAN,247,6830.54,Freshwater,YAN GZ 0,Non Guano,,,,,,,,,,,-1.544599203,-0.915478883,-1.669242766,-2.05039602,-2.167406776,1
YAN,249,6873.69,Freshwater,YAN GZ 0,Non Guano,-2.542486568,-0.701723429,-1.770018569,-1.028174864,-0.899877201,-2.542486568,-0.701723429,-1.770018569,-1.028174864,-0.899877201,-1.943997093,-0.699228885,-2.284887145,-1.015660237,-1.472668761,1
YAN,250,6890.27,Freshwater,YAN GZ 0,Non Guano,-2.567860103,-0.708990712,-1.547362614,-1.139465602,-0.849171749,-2.567860103,-0.708990712,-1.547362614,-1.139465602,-0.849171749,-1.922174718,-0.703112717,-2.239768771,-0.993834573,-1.452419196,1
YAN,251,6906.86,Freshwater,YAN GZ 0,Non Guano,-2.498986984,-0.689079359,-1.939946275,-0.961713792,-0.922320919,-2.498986984,-0.689079359,-1.939946275,-0.961713792,-0.922320919,-1.592858375,-0.713118883,-1.976377324,-0.958138849,-1.371033036,1
YAN,252,6923.44,Freshwater,YAN GZ 0,Non Guano,-2.500720268,-0.615411945,-1.888949908,-1.106098179,-0.858726324,-2.500720268,-0.615411945,-1.888949908,-1.106098179,-0.858726324,-1.421378549,-0.720519885,-1.797092661,-0.910554102,-1.256108968,1
YAN,253,6923.44,Freshwater,YAN GZ 0,Non Guano,-2.501988363,-0.657440157,-1.963441599,-1.143433121,-0.928430125,-2.501988363,-0.657440157,-1.963441599,-1.143433121,-0.928430125,-1.466423182,-0.732867585,-1.634059703,-0.859983065,-1.150594388,1
YAN,255,6923.44,Freshwater,YAN GZ 0,Non Guano,-2.526470142,-0.539060206,-2.00899935,0.625705283,-0.843934748,-2.526470142,-0.539060206,-2.00899935,0.625705283,-0.843934748,-1.630658062,-0.811210435,-1.362201959,-1.120346488,-1.000275742,1
YAN,257,6940.02,Freshwater,YAN GZ 0,Non Guano,-2.502597042,-0.60311586,-2.050808281,-0.921199045,-0.903443257,-2.502597042,-0.60311586,-2.050808281,-0.921199045,-0.903443257,-1.483056791,-0.919246256,-0.980170219,-0.999054415,-0.834609396,1
YAN,259,6978.51,Freshwater,YAN GZ 0,Non Guano,-2.48848631,-0.683538104,-1.740599207,-0.629493442,-0.907411357,-2.48848631,-0.683538104,-1.740599207,-0.629493442,-0.907411357,-1.36753545,-1.005581314,-0.664957346,-0.904310204,-0.663454137,1
YAN,261,7022.31,Freshwater,YAN GZ 0,Non Guano,-2.393465123,-0.874603624,-0.117426725,-0.55727292,-0.077384965,-2.393465123,-0.874603624,-0.117426725,-0.55727292,-0.077384965,-1.688949465,-1.038060315,-0.60798804,-0.857914674,-0.622199197,1
YAN,263,7066.11,Freshwater,YAN GZ 0,Non Guano,-2.356900364,-0.73369907,-0.694001453,-0.627286423,-0.006604564,-2.356900364,-0.73369907,-0.694001453,-0.627286423,-0.006604564,-0.99176959,-1.08299161,-0.559341124,-0.857175774,-0.632616251,1
YAN,265,7126.3,Freshwater,YAN GZ 0,Non Guano,-2.33909464,-0.843490003,-0.253367189,-0.35992388,-0.116570552,-2.33909464,-0.843490003,-0.253367189,-0.35992388,-0.116570552,-0.385447812,-1.089848677,-0.480772505,-0.823587842,-0.586408119,1
YAN,267,7186.49,Freshwater,YAN GZ 0,Non Guano,-2.414373307,-0.894776243,-0.138473853,-0.56030603,-0.19123724,-2.414373307,-0.894776243,-0.138473853,-0.56030603,-0.19123724,0.063887989,-1.085517793,-0.513197091,-0.801433691,-0.489255879,1
YAN,269,7246.37,Freshwater,YAN GZ 0,Non Guano,-2.394074305,-0.924112099,-0.15564687,-0.207691915,-0.245715468,-2.394074305,-0.924112099,-0.15564687,-0.207691915,-0.245715468,0.481272694,-0.995381895,-0.41191373,-0.60144539,-0.376515885,1
YAN,271,7305.93,Glaciomarine ,YAN GZ 0,Non Guano,-2.384251344,-0.913648009,-0.140053553,-0.289561631,-0.287831465,-2.384251344,-0.913648009,-0.140053553,-0.289561631,-0.287831465,0.660379577,-0.542495983,-0.368025774,-0.465315182,-0.189268157,1
YAN,273,7365.5,Glaciomarine ,YAN GZ 0,Non Guano,-2.379605575,-0.863633635,-0.197928141,0.203240962,-0.300397825,-2.379605575,-0.863633635,-0.197928141,0.203240962,-0.300397825,0.236731454,-0.390459037,-0.490782523,-0.592969272,-0.4482187,1
YAN,275,7424.94,Glaciomarine ,YAN GZ 0,Non Guano,-2.243616623,-0.215435116,-0.310699398,0.153161632,0.185897669,-2.243616623,-0.215435116,-0.310699398,0.153161632,0.185897669,-0.261476169,-0.350452354,-0.847747959,-0.753193027,-0.792479217,1
YAN,277,7484.38,Glaciomarine ,YAN GZ 0,Non Guano,-2.307883705,-0.218932421,-0.449909187,0.157755667,0.125071321,-2.307883705,-0.218932421,-0.449909187,0.157755667,0.125071321,-0.927905961,-0.425644309,-0.989239636,-0.886194944,-1.046787328,1
YAN,279,7544.41,Glaciomarine ,YAN GZ 0,Non Guano,-2.036516618,0.146664154,-0.535563844,-0.104853063,-0.43358211,-2.036516618,0.146664154,-0.535563844,-0.104853063,-0.43358211,-0.699993444,-0.392067714,-1.104917698,-0.934791177,-1.074955417,1
YAN,281,7605.01,Glaciomarine ,YAN GZ 0,Non Guano,-1.875719517,0.292210973,-0.307299962,-0.6211435,-0.520586868,-1.875719517,0.292210973,-0.307299962,-0.6211435,-0.520586868,-0.608597163,-0.45603663,-1.197916999,-1.009989493,-1.223501083,1
YAN,283,7665.62,Glaciomarine ,YAN GZ 0,Non Guano,-2.09091688,0.328491672,-0.312699559,-0.125909791,-0.547156668,-2.09091688,0.328491672,-0.312699559,-0.125909791,-0.547156668,-0.440450969,-0.543367697,-1.302274236,-1.022480977,-1.253337204,1
YAN,285,7727.12,Glaciomarine ,YAN GZ 0,Non Guano,-2.121100701,0.267092556,-0.411346784,-0.460353237,-0.677600225,-2.121100701,0.267092556,-0.411346784,-0.460353237,-0.677600225,-0.402767295,-0.649199268,-0.974810953,-1.009072549,-1.295862952,1
YAN,287,7788.62,Glaciomarine ,YAN GZ 0,Non Guano,-2.171658503,0.382148885,-0.251810503,-0.720497002,-0.713392406,-2.171658503,0.382148885,-0.251810503,-0.720497002,-0.713392406,-0.248576896,-0.745090109,-0.95378665,-0.994265928,-1.376157047,1
