Record,Section,Section_depth,strat_depth,SH20_age,Type,Group,Guano_Zone,Guano_Sum,P2O5_TiO2,CaO_TiO2,Cu_TiO2,Zn_TiO2,Sr_TiO2,P_Ti,Ca_Ti,Cu_Ti,Zn_Ti,Sr_Ti,P_Ti_CS,Ca_Ti_CS,Cu_Ti_CS,Zn_Ti_CS,Sr_Ti_CS,Plot_order
ARD,ARD-1D,59,248,4999,Freshwater,Unit A6,ARD GZ 0,Non Guano,3.201581028,8.743083004,0.016507005,0.017549407,0.053517787,2.331267403,10.42646545,0.027542252,0.02928152,0.089295445,0.012511171,3.35746202,0.286565386,0.389931486,4.226094727,2
ARD,ARD-1D,61,250,5018,Freshwater,Unit A6,ARD GZ 0,Non Guano,2.949760766,8.341307815,0.019237015,0.01953748,0.05414673,2.147901633,9.947332965,0.032097325,0.032598657,0.09034485,0.013069307,4.355643564,0.584554455,0.821386139,7.284356436,2
ARD,ARD-1D,64,253,5044,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.689855072,7.086956522,0.011676759,0.012246377,0.040797101,1.230487066,8.451470416,0.019482894,0.020433313,0.06807074,0.032073674,4.828834551,0.555414417,0.66846618,5.301047952,2
ARD,ARD-1D,65,254,5052,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.781226903,7.176644494,0.013248745,0.012786401,0.041685144,1.297020497,8.5584268,0.022105783,0.021334353,0.069552456,0.014775017,4.367024849,0.497313633,0.720282069,5.895231699,2
ARD,ARD-1D,67,256,5069,Freshwater,Unit A6,ARD GZ 0,Non Guano,2.091591592,7.237237237,0.014245036,0.01478979,0.045045045,1.523016052,8.630685996,0.023768113,0.024677046,0.075158514,0.004998334,4.549150283,0.487170943,0.599133622,5.95868044,2
ARD,ARD-1D,69,258,5084,Freshwater,Unit A6,ARD GZ 0,Non Guano,3.098039216,8.472222222,0.017215734,0.020098039,0.05629085,2.255872262,10.10345347,0.02872478,0.033533961,0.093922353,0.007956104,3.536625514,0.350617284,0.460082305,3.889163237,2
ARD,ARD-1D,71,260,5100,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.120448179,6.246498599,0.00847989,0.010014006,0.034453782,0.815867003,7.449191759,0.014148857,0.016708559,0.05748679,0.01143545,3.676497141,0.380078243,0.536563346,4.303641288,2
ARD,ARD-1D,73,262,5115,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.705202312,6.86416185,0.011918585,0.012716763,0.040679191,1.241662332,8.185779132,0.019886386,0.021218161,0.067874004,0.003793405,3.622702072,0.348117887,0.508608112,4.60723665,2
ARD,ARD-1D,75,264,5131,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.129695252,6.428065202,0.008582057,0.009638554,0.035435861,0.822600363,7.665716972,0.014319326,0.016082111,0.059125408,0.014139827,3.089159466,0.372348782,0.534956795,5.685781618,2
ARD,ARD-1D,77,266,5146,Freshwater,Unit A6,ARD GZ 0,Non Guano,0.772570641,6.16815989,0.006702664,0.007856651,0.03149552,0.562556042,7.35576981,0.011183522,0.013108971,0.052550875,0.005932518,3.008157212,0.262884687,0.407119021,4.68928439,2
ARD,ARD-1D,79,268,5162,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.559037901,6.741982507,0.010980388,0.012099125,0.038411079,1.135231064,8.040075529,0.018320985,0.020187621,0.064089615,0.006784661,2.58879056,0.132743363,0.226548673,3.319764012,2
ARD,ARD-1D,81,270,5177,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.486021505,6.745519713,0.011551202,0.01218638,0.038351254,1.082063351,8.044293784,0.019273401,0.020333207,0.063989798,0.004914005,2.416052416,0.188370188,0.368140868,5.092956593,2
ARD,ARD-1D,83,272,5192,Freshwater,Unit A6,ARD GZ 0,Non Guano,2.064306358,7.160404624,0.014054285,0.015101156,0.043786127,1.503148001,8.539060126,0.023449843,0.025196566,0.073057986,0.008560311,2.624902724,0.221400778,0.393385214,5.062256809,2
ARD,ARD-1D,85,274,5207,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.893478261,6.862318841,0.013542277,0.014492754,0.041449275,1.378757592,8.183581272,0.022595546,0.024181435,0.069158904,0.020580475,3.985224274,0.680738786,1,9.265435356,2
ARD,ARD-1D,87,276,5223,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.13,6.033333333,0.008644947,0.009933333,0.033333333,0.822822269,7.194983914,0.014424259,0.016573956,0.055617301,0.014826375,3.208739758,0.395239953,0.6234881,6.047990636,2
ARD,ARD-1D,89,278,5238,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.126272912,6.1167685,0.009774373,0.009843856,0.035166327,0.820108348,7.294483585,0.016308727,0.016424661,0.058675686,0.008455285,2.874471545,0.289430894,0.461788618,4.617235772,2
ARD,ARD-1D,91,280,5253,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.108254398,6.143437077,0.008515579,0.009878214,0.034032476,0.806987963,7.326286898,0.014208406,0.016481988,0.056783834,0.014812263,2.702376852,0.289011368,0.439889769,4.566655184,2
ARD,ARD-1D,93,282,5276,Freshwater,Unit A6,ARD GZ 0,Non Guano,1.170797053,6.215673141,0.00919639,0.009310114,0.033556597,0.852529104,7.412431205,0.015344352,0.015534102,0.055989821,0.005357143,2.818928571,0.313571429,0.485,5.400357143,2
ARD,ARD-1D,95,284,5300,Freshwater,Unit A5,ARD GZ 2,Guano,,,,,,,,,,,0.015848473,2.659064554,0.300347893,0.48241206,5.25976034,2
ARD,ARD-1E,11,286,5324,Freshwater,Unit A5,ARD GZ 2,Guano,10.94034537,13.10832025,0.084571437,0.068288854,0.137519623,7.966336105,15.63218011,0.141109051,0.113941252,0.229454107,0.042792793,4.326576577,1.583333333,1.614114114,11.003003,2
ARD,ARD-1E,13,288,5351,Freshwater,Unit A5,ARD GZ 2,Guano,18.57490637,23.53932584,0.109811684,0.115543071,0.209550562,13.52552797,28.0715587,0.183222884,0.192785812,0.349639098,0.042596349,6.880324544,2.860040568,3.535496957,25.77180527,2
ARD,ARD-1E,15,290,5377,Freshwater,Unit A5,ARD GZ 2,Guano,,,,,,,,,,,0.055833333,8.2625,1.571666667,2.508333333,19.13166667,2
ARD,ARD-1E,17,292,5420,Freshwater,Unit A5,ARD GZ 2,Guano,,,,,,,,,,,0.039084843,4.949475691,2.710200191,2.775023832,20.4099142,2
ARD,ARD-1E,19,294,5463,Freshwater,Unit A5,ARD GZ 2,Guano,8.69189907,12.15139442,0.064452163,0.058300133,0.117928287,6.329104526,14.49100896,0.107539661,0.097274881,0.19676559,0.009608785,4.367879204,1.378860673,1.725463281,11.11942347,2
ARD,ARD-1E,21,296,5507,Freshwater,Unit A5,ARD GZ 2,Guano,,,,,,,,,,,0.032690696,7.893545683,2.741827326,3.227996647,21.66387259,6
ARD,ARD-1E,23,298,5552,Freshwater,Unit A5,ARD GZ 2,Guano,,,,,,,,,,,0.017911975,3.800921187,1.07011259,1.493858751,14.23643808,6
ARD,ARD-1E,25,300,5597,Freshwater,Unit A5,ARD GZ 2,Guano,1.461181155,5.560716656,0.011768318,0.010948905,0.035700066,1.063975569,6.631370203,0.019635662,0.018268456,0.05956624,0.016057092,3.376449599,1.720785013,1.833184657,19.21498662,6
ARD,ARD-1E,27,302,5643,Freshwater,Unit A5,ARD GZ 2,Guano,6.325980392,9.889705882,0.049076527,0.042647059,0.089705882,4.606334105,11.79385769,0.081885119,0.071157429,0.149675971,0.032377919,3.552547771,1.163481953,1.238322718,8.328556263,6
ARD,ARD-1E,29,304,5689,Freshwater,Unit A5,ARD GZ 2,Guano,10.77433628,14.46902655,0.070316137,0.066076696,0.13820059,7.845454714,17.25487513,0.117323812,0.110250224,0.230590313,0.016018307,6.774599542,3.04805492,3.850114416,27.42334096,6
ARD,ARD-1E,31,306,5744,Freshwater,Unit A5,ARD GZ 2,Guano,,,,,,,,,,,0.080835604,14.41961853,2.783832879,4.247956403,27.04722979,6
ARD,ARD-1E,33,308,5807,Freshwater,Unit A5,ARD GZ 2,Guano,,,,,,,,,,,0.050266565,9.163747144,2.44478294,2.368621478,14.01675552,6
ARD,ARD-1E,35,310,5870,Freshwater,Unit A5,ARD GZ 2,Guano,0.257585539,5.21626856,0.004001074,0.00522918,0.024790187,0.187563821,6.220602495,0.006675869,0.008724986,0.041362899,0.003458498,2.183547431,0.085474308,0.165266798,2.330039526,6
ARD,ARD-1E,37,312,6000,Freshwater,Unit A4,ARD GZ 0,Non Guano,0.283343969,5.130823229,0.004320202,0.005360562,0.024633057,0.206320113,6.118705625,0.007208339,0.008944199,0.041100724,0.010134128,2.005663189,0.05752608,0.191356185,3.229210134,2
ARD,ARD-1E,39,314,6131,Freshwater,Unit A4,ARD GZ 0,Non Guano,0.325714286,4.907936508,0.004298258,0.005587302,0.024634921,0.237172538,5.852904568,0.007171725,0.009322519,0.041103834,0.01446384,3.734663342,1.08478803,1.303241895,9.468329177,2
ARD,ARD-1E,41,316,6266,Freshwater,Unit A4,ARD GZ 0,Non Guano,0.35554132,4.971172325,0.00476438,0.005829596,0.024919923,0.258891429,5.928315732,0.007949459,0.009726793,0.041579366,0.007198333,2.42280735,0.086948286,0.166508808,2.075203637,2
ARD,ARD-1E,43,318,6405,Freshwater,Unit A4,ARD GZ 0,Non Guano,0.773030708,5.193591455,0.007383476,0.008210948,0.028571429,0.562891045,6.193559168,0.01231947,0.013700123,0.047671972,0.009136213,2.6713732,0.27076412,0.339700997,3.133997785,2
ARD,ARD-1E,45,320,6544,Freshwater,Unit A4,ARD GZ 0,Non Guano,9.901903367,13.63103953,0.067009322,0.062079063,0.128257687,7.210182828,16.25554312,0.111806329,0.103580097,0.21400039,0.044576523,9.350668648,2.511887073,2.46359584,17.85438336,2
ARD,ARD-1E,47,322,6673,Freshwater,Unit A3,ARD GZ 1,Guano,15.43333333,21.2962963,0.087756102,0.076666667,0.173148148,11.23795606,25.396659,0.146422725,0.127919792,0.288900979,0.054030115,10.01682905,2.080602303,2.114260407,17.95659876,7
ARD,ARD-1E,49,324,6802,Freshwater,Unit A3,ARD GZ 1,Guano,5.766129032,10.0921659,0.047125097,0.036751152,0.078571429,4.198672012,12.03529911,0.078629121,0.061319996,0.131097923,0.050796813,8.730079681,2.876494024,1.803784861,15.87250996,7
ARD,ARD-1E,51,326,6933,Freshwater,Unit A3,ARD GZ 1,Guano,0.461591696,4.837370242,0.006334584,0.006712803,0.025743945,0.336113209,5.76875156,0.010569373,0.011200439,0.042954261,0.007610037,1.970588235,0.077745784,0.13554093,1.253805019,7
ARD,ARD-1E,53,328,7068,Freshwater,Unit A2,ARD GZ 0,Non Guano,0.287522604,3.471971067,0.002586311,0.005786618,0.019529837,0.209362833,4.140460107,0.00431531,0.009655083,0.032585905,0.008821454,1.448129852,0.042519407,0.123147495,1.330804517,2
ARD,ARD-1E,55,330,7202,Freshwater,Unit A2,ARD GZ 0,Non Guano,0.183685111,3.559612094,0.002066885,0.005248146,0.018311466,0.133752389,4.244975429,0.003448637,0.008756631,0.030553029,0.005081875,1.543007717,0.036702428,0.11895351,1.534349708,2
ARD,ARD-1E,57,332,7334,Freshwater,Unit A2,ARD GZ 0,Non Guano,0.198512586,3.68993135,0.002127345,0.00520595,0.018707094,0.144549183,4.400386195,0.003549515,0.008686226,0.031213142,0.006434435,1.458398047,0.021743954,0.169957843,1.809185711,2
ARD,ARD-1E,59,334,7465,Freshwater,Unit A2,ARD GZ 0,Non Guano,0.200432199,3.878984333,0.001596871,0.004970286,0.018422474,0.14594697,4.625839206,0.00266441,0.008293017,0.030738249,0.005438638,1.647197919,0.02719319,0.134310712,1.2889572,2
ARD,ARD-1E,61,336,7595,Freshwater,Unit A2,ARD GZ 0,Non Guano,0.187236287,3.866033755,0.001910997,0.004905063,0.01835443,0.136338218,4.610395141,0.003188534,0.008184191,0.030624716,0.006281992,1.629827827,0.003489995,0.132619823,1.903443462,2
ARD,ARD-1E,63,338,7725,Freshwater,Unit A2,ARD GZ 0,Non Guano,0.179229481,3.78559464,0.001703606,0.005248465,0.018146287,0.130507972,4.514468377,0.002842499,0.008757163,0.030277425,0.001940492,1.888098318,0.038163001,0.135187581,1.873436826,2
ARD,ARD-1E,65,340,7855,Freshwater,Unit A2,ARD GZ 0,Non Guano,0.179120879,4.098901099,0.001833628,0.00489011,0.018791209,0.130428892,4.888098476,0.003059444,0.008159241,0.031353489,0.004264871,1.850953984,0.040628507,0.108641975,1.745454545,2
ARD,ARD-1E,69,344,8117,Freshwater,Unit A2,ARD GZ 0,Non Guano,0.169739696,3.996746204,0.001758056,0.004718004,0.018546638,0.123597878,4.766274803,0.00293335,0.00787208,0.030945418,0.001141366,1.694929072,0.023968694,0.113647481,1.334257297,2
ARD,ARD-1E,71,346,8241,Freshwater,Unit A2,ARD GZ 0,Non Guano,0.278688525,3.87587822,0.012728044,0.012295082,0.039344262,0.202930198,4.622135047,0.021236984,0.020514578,0.06564665,0.006262231,1.412133072,0.274363992,0.287279843,2.803522505,2
ARD,ARD-1E,73,348,8358,Freshwater,Unit A1,ARD GZ 0,Non Guano,0.230360934,3.662420382,0.014778033,0.010191083,0.040658174,0.167739917,4.367578299,0.02465743,0.017004016,0.067838937,0.011064278,1.382244468,0.246311907,0.228398314,2.530821918,2
ARD,ARD-1E,75,350,8474,Freshwater,Unit A1,ARD GZ 0,Non Guano,0.201954397,4.136807818,0.013147972,0.008577633,0.041802389,0.147055377,4.933303708,0.021937642,0.014311944,0.069748081,0.009555662,1.514094601,0.210224558,0.164357382,2.949354993,2
ARD,ARD-1E,77,352,8575,Freshwater,Unit A1,ARD GZ 0,Non Guano,0.188644689,4.285714286,0.009866668,0.007692308,0.036263736,0.137363762,5.110880444,0.016462723,0.012834762,0.060506734,0.002514669,2.09891031,0.164710813,0.168063705,2.864626991,2
ARD,ARD-1E,81,356,8777,Freshwater,Unit A1,ARD GZ 0,Non Guano,0.203073546,4.34687157,0.015071581,0.008891328,0.044456641,0.147870297,5.183812877,0.025147219,0.01483535,0.074176751,0.017923824,1.662434653,0.215459298,0.236743839,3.464899178,2
YAN,YAN 8A-I,3,3,413,Freshwater,Unit Y8,YAN GZ 0,Non Guano,0.172615565,3.873610298,0.003452311,0.004973669,0.020538327,0.125691974,4.619430462,0.005760247,0.008298661,0.034268588,0.001387995,1.670988379,0.051450455,0.067645834,0.767681165,1
YAN,YAN 8A-I,5,5,725.64,Freshwater,Unit Y8,YAN GZ 0,Non Guano,0.183894917,3.986293547,0.003426613,0.004511708,0.019874358,0.133905162,4.753809604,0.00571737,0.00752787,0.033160744,0.003228695,1.29895132,0.095362733,0.076412446,0.871196597,1
YAN,YAN 8A-I,7,7,961.52,Freshwater,Unit Y8,YAN GZ 0,Non Guano,0.186117468,2.738367658,0.007856598,0.006788711,0.023417239,0.135523537,3.2656096,0.013108883,0.011327093,0.039072108,0.002450142,1.005762108,0.122799145,0.085947293,0.812250712,1
YAN,YAN 8A-I,9,9,1197.4,Freshwater,Unit Y8,YAN GZ 0,Non Guano,0.204099061,2.348420154,0.009906063,0.007685739,0.02587532,0.148617037,2.800582082,0.016528455,0.012823801,0.043173464,0.005572298,0.91250177,0.223680751,0.095416759,1.017819219,1
YAN,YAN 8A-I,13,13,2153.18,Freshwater,Unit Y8,YAN GZ 0,Non Guano,0.246136234,2.770463652,0.005037207,0.00520893,0.019862622,0.17922688,3.303885317,0.008404675,0.008691198,0.033141162,0.004127711,0.957534996,0.129847711,0.095903054,0.994752765,1
YAN,YAN 8A-I,15,15,2711.74,Freshwater,Unit Y8,YAN GZ 0,Non Guano,0.204707561,2.667617689,0.007132668,0.006419401,0.023109843,0.149060123,3.181237519,0.011900992,0.010710892,0.038559213,0.002282056,1.052873714,0.105273519,0.085668249,0.876273176,1
YAN,YAN 8A-I,17,17,3040.18,Freshwater,Unit Y8,YAN GZ 0,Non Guano,0.211489899,2.796717172,0.005744949,0.005618687,0.021401515,0.15399876,3.335193657,0.009585558,0.009374886,0.035708835,0.003199943,1.130875873,0.142504715,0.087453185,0.951285787,1
YAN,YAN 8A-I,19,19,3368.62,Freshwater,Unit Y7,YAN GZ 0,Non Guano,0.206309148,3.375394322,0.00555205,0.004858044,0.021577287,0.150226338,4.025288594,0.009263702,0.008105739,0.036002114,0.003069417,1.298460856,0.111261921,0.077995121,0.904386782,1
YAN,YAN 8A-I,21,21,3660.84,Freshwater,Unit Y7,YAN GZ 0,Non Guano,0.192153723,2.746196958,0.010728583,0.006164932,0.022097678,0.139918905,3.274946343,0.017900845,0.010286306,0.036870396,0.003565696,0.908212957,0.173706865,0.102064639,0.940030641,1
YAN,YAN 8A-I,23,23,3916.86,Freshwater,Unit Y7,YAN GZ 0,Non Guano,0.201353638,2.58037225,0.012098139,0.006937394,0.023350254,0.146617927,3.077193951,0.020185975,0.011575174,0.038960343,0.003741238,1.165263702,0.186181626,0.084794067,0.936486977,1
YAN,YAN 8A-I,25,25,4172.88,Freshwater,Unit Y7,YAN GZ 0,Non Guano,0.183943882,3.219017927,0.009586906,0.006235386,0.023850351,0.133940816,3.83880368,0.015995935,0.01040386,0.039794764,0.003236035,1.170129628,0.142655973,0.081880071,0.94854052,1
YAN,YAN 8A-I,27,27,4328.62,Freshwater,Unit Y7,YAN GZ 0,Non Guano,0.181975737,3.188908146,0.009792028,0.006239168,0.024090121,0.132507689,3.802896599,0.016338185,0.010410171,0.040194826,0.003944792,1.287487347,0.139013707,0.077202509,0.953882829,1
YAN,YAN 8A-I,29,29,4484.36,Freshwater,Unit Y7,YAN GZ 0,Non Guano,,,,,,,,,,,0.004211393,1.344972807,0.153804124,0.08190782,0.836024646,1
YAN,YAN 8A-I,31,31,4654.93,Freshwater,Unit Y7,YAN GZ 0,Non Guano,0.18203125,3.609375,0.00828125,0.00578125,0.02359375,0.132548112,4.304319624,0.013817423,0.009646126,0.039366621,0.002778345,1.51047871,0.141384912,0.075157336,0.893437603,1
YAN,YAN 8A-I,33,33,4840.35,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.165020337,3.939570017,0.006507844,0.005520046,0.022312609,0.120161423,4.698089984,0.010858462,0.009210303,0.037229012,0.001249143,1.622392244,0.08285755,0.07785419,0.794271594,1
YAN,YAN 8A-I,35,35,5025.76,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152631579,4.118421053,0.005460526,0.005131579,0.023289474,0.111140409,4.911376778,0.009110992,0.008562137,0.03885893,0.001268643,1.843437094,0.063326939,0.077207748,0.750609567,1
YAN,YAN 8A-I,37,37,5180.64,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.150848523,4.311753614,0.004399749,0.004965431,0.023444375,0.109842057,5.141933353,0.007341064,0.008284915,0.039117385,0.000861838,1.986284165,0.045472461,0.067291674,0.690211308,1
YAN,YAN 8A-I,39,39,5335.52,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.151890887,4.401735896,0.004153751,0.00483571,0.022876627,0.110601065,5.249240713,0.006930612,0.008068474,0.038170088,0.001214228,2.12257222,0.046205404,0.067009169,0.743204373,1
YAN,YAN 8A-I,41,41,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.148657089,4.640849469,0.004059963,0.004871955,0.023422861,0.108246339,5.534392919,0.006774125,0.00812895,0.039081489,0.001900048,1.954879722,0.069738802,0.144485756,1.798125755,1
YAN,YAN 8A-I,43,43,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.151119403,4.539800995,0.004042289,0.004850746,0.023196517,0.110039301,5.413888696,0.006744635,0.008093562,0.038703831,0.001423982,1.961776094,0.071693361,0.146858414,1.798571311,1
YAN,YAN 8A-I,45,45,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.151307597,4.595267746,0.003985056,0.004669988,0.023225405,0.110176336,5.480034947,0.006649142,0.007791963,0.03875203,0.002015603,1.978836167,0.071328638,0.149700031,1.798226269,1
YAN,YAN 8A-I,47,47,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.153893317,4.543225015,0.00441447,0.00472103,0.022930717,0.112059158,5.417971973,0.007365627,0.007877128,0.038260338,0.001968698,2.033455557,0.073641599,0.151220593,1.879638744,1
YAN,YAN 8A-I,49,49,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.152427781,4.474492932,0.004118009,0.0047941,0.022802704,0.110992011,5.336006299,0.006870976,0.007999046,0.038046746,0.001325685,2.093550032,0.075462078,0.153422562,1.956188655,1
YAN,YAN 8A-I,51,51,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.151813153,4.462200369,0.004118009,0.005224339,0.022802704,0.110544463,5.321346941,0.006870976,0.008716909,0.038046746,0.00174216,2.116050764,0.074226201,0.152954043,1.920801648,1
YAN,YAN 8A-I,53,53,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.154366544,4.477244772,0.00399754,0.004920049,0.022755228,0.112403743,5.339287976,0.006669971,0.008209196,0.03796753,0.001644822,2.168484173,0.073369424,0.15449671,1.952222452,1
YAN,YAN 8A-I,55,55,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.155446756,4.388004896,0.004161567,0.004895961,0.021787026,0.113190312,5.232865963,0.006943653,0.008169004,0.036352067,0.001092637,2.214775614,0.071613812,0.153377302,1.97467188,1
YAN,YAN 8A-I,59,59,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.154182272,4.68164794,0.003932584,0.004993758,0.023220974,0.112269564,5.583046678,0.006561592,0.00833218,0.038744636,0.001037998,2.166153846,0.070905159,0.152981155,1.773259191,1
YAN,YAN 8A-I,61,61,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.156730178,4.505224339,0.004056546,0.004917025,0.02249539,0.11412485,5.372654694,0.006768424,0.00820415,0.037533987,0.000707582,2.183536918,0.067903074,0.154290183,1.780339143,1
YAN,YAN 8A-I,63,63,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.155666252,4.694894147,0.00392279,0.004919054,0.022851806,0.11335014,5.598843293,0.006545249,0.008207534,0.038128673,0.000946772,2.149909626,0.066470755,0.14972519,1.73625644,1
YAN,YAN 8A-I,65,65,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.155,4.78125,0.004125,0.0049375,0.023,0.112865001,5.701825996,0.006882641,0.008238313,0.038375937,0.000939288,2.121985435,0.068433829,0.149968894,1.707442331,1
YAN,YAN 8A-I,67,67,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.165259349,4.125452352,0.004583836,0.005126659,0.019963812,0.120335462,4.919761875,0.007648217,0.008553927,0.03331,0.001191656,2.135898948,0.06954253,0.151265037,1.751295142,1
YAN,YAN 8A-I,69,69,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.157697121,4.837296621,0.004317897,0.004881101,0.022778473,0.114828941,5.768663764,0.007204494,0.00814421,0.038006316,0.001240504,2.156457017,0.069660076,0.150254495,1.799971865,1
YAN,YAN 8A-I,71,71,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.157795867,4.865372574,0.004132749,0.00482154,0.022604884,0.114900844,5.802145426,0.00689557,0.008044832,0.037716679,0.001851516,2.145454075,0.074216019,0.148444985,1.813204029,1
YAN,YAN 8A-I,73,73,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.159275453,4.809494066,0.003997502,0.004934416,0.022548407,0.115978221,5.73550814,0.006669907,0.008233167,0.037622446,0.001790337,2.11675833,0.073043187,0.148469197,1.7871817,1
YAN,YAN 8A-I,75,75,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.157331655,4.864694777,0.004090623,0.004908748,0.022844556,0.114562823,5.801337127,0.006825282,0.008190339,0.038116577,0.002393526,2.011980295,0.069640211,0.1451186,1.70434254,1
YAN,YAN 8A-I,77,77,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.153405474,4.926798218,0.004201146,0.004837683,0.023551878,0.11170393,5.875397888,0.007009692,0.008071766,0.039296756,0.002323245,2.027125455,0.067562476,0.142270501,1.657076479,1
YAN,YAN 8A-I,79,79,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.153307888,4.917302799,0.00413486,0.004898219,0.023664122,0.111632871,5.864074233,0.006899093,0.008172771,0.039484038,0.002375999,2.017595233,0.067349927,0.142495698,1.66366135,1
YAN,YAN 8A-I,81,81,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.154664997,4.765184721,0.004257984,0.004884158,0.022792736,0.112621065,5.682667528,0.007104527,0.00814931,0.038030114,0.002015404,2.044890886,0.06593068,0.143658537,1.677496791,1
YAN,YAN 8A-I,83,83,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.161863887,4.451256898,0.00441447,0.004966278,0.021030043,0.117863018,5.308296427,0.007365627,0.00828633,0.035089027,0.001988655,2.128501835,0.066639973,0.146279613,1.767781114,1
YAN,YAN 8A-I,85,85,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.160561661,4.377289377,0.004395604,0.005006105,0.021306471,0.116914787,5.220087291,0.00733415,0.008352781,0.035550253,0.001270546,2.1714301,0.07050862,0.147075738,1.806154793,1
YAN,YAN 8A-I,87,87,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.15896488,4.744300678,0.004066543,0.004929144,0.021503389,0.115752074,5.657762496,0.006785105,0.00822437,0.035878813,0.001500703,2.110806423,0.071624442,0.147805564,1.828374193,1
YAN,YAN 8A-I,89,89,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.155860349,4.912718204,0.004052369,0.004925187,0.022630923,0.113491474,5.858606927,0.006761455,0.008217768,0.037760125,0.001545851,2.06914923,0.079625131,0.155220008,1.839507536,1
YAN,YAN 8A-I,91,91,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.154285714,5.161904762,0.004,0.004888889,0.023301587,0.112344886,6.155771557,0.006674076,0.008157204,0.038879142,0.00113301,1.980934663,0.089018198,0.160943336,1.810983201,1
YAN,YAN 8A-I,93,93,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.157186544,4.379204893,0.004342508,0.005137615,0.020917431,0.114457158,5.222371618,0.007245557,0.008572208,0.034901132,0.00101513,1.902533652,0.097160418,0.169206808,1.775559017,1
YAN,YAN 8A-I,95,95,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.158993247,4.358502149,0.004665439,0.005033763,0.02111725,0.11577273,5.197682793,0.007784374,0.008398929,0.035234533,0.001358735,1.940946147,0.108596558,0.180010519,1.86551442,1
YAN,YAN 8A-I,97,97,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.157310302,4.392350401,0.004565083,0.005058606,0.02152992,0.114547274,5.238048146,0.007616928,0.00844038,0.035923081,0.000699698,1.954956925,0.11536275,0.189268378,1.911765135,1
YAN,YAN 8A-I,99,99,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.157331655,4.531151668,0.004594084,0.005412209,0.022026432,0.114562823,5.403574038,0.007665317,0.009030374,0.03675152,0.003092429,1.889932425,0.076852594,0.132516321,1.785133433,1
YAN,YAN 8A-II,1,101,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.157591288,4.503523382,0.004548366,0.005188981,0.022037156,0.114751877,5.370626237,0.007589036,0.008657914,0.036769413,,2.009251764,0.089395166,0.14559963,1.826066844,1
YAN,YAN 8A-II,3,103,5412.96,Freshwater,Unit Y6,YAN GZ 0,Non Guano,0.156129032,4.606451613,0.004516129,0.004967742,0.022258065,0.113687119,5.493372142,0.007535247,0.008288772,0.037138004,,1.903939185,0.057705598,0.144667127,1.700184289,1
