Record,Section,Section_depth,strat_depth,SH20_age,Type,Group,Guano_Zone,Guano_Sum,P2O5_TiO2,CaO_TiO2,Cu_TiO2,Zn_TiO2,Sr_TiO2,P_Ti,Ca_Ti,Cu_Ti,Zn_Ti,Sr_Ti,P_Ti_CS,Ca_Ti_CS,Cu_Ti_CS,Zn_Ti_CS,Sr_Ti_CS,Plot_order
YAN,YAN 8B-I,67,285,7727.12,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.244224422,8.943894389,0.011661166,0.011331133,0.022992299,0.177834773,10.66594082,0.019456877,0.018906211,0.038363089,0.010837777,1.629898503,0.199415104,0.258042319,1.835024944,1
YAN,YAN 8B-I,69,287,7788.62,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.232183908,10.03448276,0.013678161,0.008735632,0.022183908,0.169067336,11.96650973,0.022822272,0.014575568,0.037014273,0.012644576,1.480865782,0.203652051,0.26189148,1.693443416,1
YAN,YAN 8B-I,71,289,7850.23,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.232718894,8.870967742,0.013709677,0.012096774,0.022926267,0.169456892,10.57897296,0.022874858,0.020183698,0.038252913,0.007449889,1.569171516,0.196536504,0.246408591,1.31494757,1
YAN,YAN 8B-I,73,291,7911.95,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.292410714,9.53125,0.013392857,0.01484375,0.024553571,0.212922166,11.36638515,0.022346237,0.024767079,0.040968101,0.006063221,1.993777818,0.171178127,0.250090835,1.205581797,1
YAN,YAN 8B-I,75,293,7973.67,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.231162197,6.079182631,0.014176245,0.009706258,0.019029374,0.168323366,7.249660979,0.023653335,0.016195076,0.031750873,0.004064355,1.858384372,0.152272855,0.242344215,1.078458916,1
YAN,YAN 8B-I,77,295,8033.68,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.239766082,9.929824561,0.016140351,0.010994152,0.020116959,0.174588382,11.84170077,0.026930482,0.018343952,0.033565529,0.00441349,1.835080728,0.121752733,0.240153448,1.084005289,1
YAN,YAN 8B-I,79,297,8093.68,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.261904762,6.689342404,0.014399093,0.012585034,0.019160998,0.190708912,7.977300165,0.024025161,0.020998369,0.031970489,0.005572036,1.858374088,0.112763569,0.246632727,1.098853524,1
YAN,YAN 8B-I,81,299,8160.98,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.241975309,12.03703704,0.011111111,0.012469136,0.022469136,0.176197055,14.35463335,0.0185391,0.02080499,0.03749018,0.005327289,1.742449778,0.093799035,0.243292458,1.102845741,1
YAN,YAN 8B-I,83,301,8235.56,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.232480534,7.474972191,0.014571746,0.010122358,0.016573971,0.169283328,8.914194146,0.024313236,0.016889347,0.027653986,0.006817313,1.344030073,0.088030412,0.237098076,1.128870577,1
YAN,YAN 8B-I,85,303,8310.14,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.245989305,7.818181818,0.013796791,0.00855615,0.015828877,0.179119892,9.323484932,0.023020209,0.014276099,0.026410782,0.009004417,1.323042571,0.087253046,0.240279598,1.179602932,1
YAN,YAN 8B-I,87,305,8405.64,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.286652079,9.846827133,0.017067834,0.008533917,0.019256018,0.20872895,11.74272312,0.028478005,0.014239003,0.032129031,0.00770016,1.263869164,0.10724747,0.221107758,1.095086987,1
YAN,YAN 8B-I,89,307,8501.15,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.255913978,7.376344086,0.013010753,0.009784946,0.017419355,0.186346655,8.796576306,0.021708688,0.016326369,0.029064525,0.009561697,1.294272287,0.121975619,0.220035362,1.220407594,1
YAN,YAN 8B-I,91,309,8596.24,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.267175573,8.898582334,0.010796074,0.009269357,0.019193021,0.194546912,10.61190443,0.018013455,0.015466098,0.03202392,0.012533957,1.304580543,0.134914871,0.228005057,1.331961591,1
YAN,YAN 8B-I,93,311,8690.93,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.244198895,7.690607735,0.013922652,0.010497238,0.018453039,0.177816185,9.171347891,0.02323021,0.017514841,0.030789246,0.011117481,1.27591794,0.145973029,0.224692774,1.322157689,1
YAN,YAN 8B-I,95,313,8785.62,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.323798627,10.04576659,0.011670481,0.009954233,0.020594966,0.235777629,11.97996614,0.019472419,0.016608828,0.034363092,0.009262152,1.309936169,0.140092845,0.215863947,1.314667678,1
YAN,YAN 8B-I,97,315,8879.38,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.273942094,8.975501114,0.013697105,0.009465479,0.019821826,0.199474031,10.70363306,0.02285388,0.015793331,0.033073094,0.011625576,1.467152736,0.117207857,0.234240329,1.478602926,1
YAN,YAN 8B-II,1,319,9066.52,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.293607801,8.667388949,0.011700975,0.011592633,0.019609967,0.213793838,10.33619736,0.019523299,0.019342528,0.032719604,0.010183776,1.402060166,0.0850755,0.241905654,1.38567248,1
YAN,YAN 8B-II,3,321,9159.51,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.243087558,9.965437788,0.012211982,0.00875576,0.019930876,0.177006952,11.88417093,0.020375924,0.014609153,0.033255045,0.008599509,1.532784121,0.071421689,0.276822277,1.408729585,1
YAN,YAN 8B-II,5,323,9252.51,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.305845511,10.21920668,0.015031315,0.008663883,0.019624217,0.222704865,12.18680017,0.025080035,0.014455854,0.03274338,0.008331321,1.655976817,0.065298237,0.302052644,1.390557836,1
YAN,YAN 8B-II,7,325,9344.05,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.205949657,10.03432494,0.011670481,0.009954233,0.020938215,0.14996457,11.96632153,0.019472419,0.016608828,0.03493581,0.012141311,1.868172226,0.066736098,0.33091238,1.523885219,1
YAN,YAN 8B-II,9,327,9435.6,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.272827283,8.096809681,0.01210121,0.009350935,0.018371837,0.198662269,9.655759461,0.020191099,0.015602213,0.03065376,0.014854935,1.953281389,0.073007728,0.363518307,1.729158748,1
YAN,YAN 8B-II,11,329,9527.78,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.271238485,7.90174002,0.013408393,0.01381781,0.018935517,0.197505368,9.423131328,0.022372159,0.023055278,0.03159427,0.024036611,2.116633164,0.072879689,0.399384115,2.029938839,1
YAN,YAN 8B-II,13,331,9620.6,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.258029979,9.614561028,0.0124197,0.014561028,0.020556745,0.187887445,11.46573679,0.020722506,0.024295352,0.03429932,0.036074176,2.222825115,0.074831554,0.387216028,2.417029396,1
YAN,YAN 8B-II,15,333,9713.43,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.270676692,9.301825994,0.011922664,0.010955961,0.018689581,0.197096292,11.09278813,0.019893191,0.01828023,0.031183922,0.047640118,2.932890855,0.165117994,0.392846608,3.431342183,1
YAN,YAN 8B-II,17,335,9806.56,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.327272727,10.27807487,0.010909091,0.00973262,0.020106952,0.238307335,12.25700276,0.018202026,0.016239062,0.033548832,0.059559319,3.082459348,0.228422977,0.448859809,4.997402098,1
YAN,YAN 8B-II,19,337,9899.69,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.271929825,10.50438596,0.011348684,0.009265351,0.019517544,0.198008775,12.52688752,0.018935495,0.015459414,0.032565393,0.081279343,3.767018779,0.346830986,0.52068662,7.544160798,1
YAN,YAN 8B-II,21,339,9989.81,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.237179487,10.44871795,0.010470085,0.009401709,0.020726496,0.172704924,12.46050125,0.017469537,0.015686931,0.034582552,0.033157732,3.351409978,0.313603967,0.389138519,4.848775953,1
YAN,YAN 8B-II,23,341,10076.94,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.25087108,9.825783972,0.015795587,0.009756098,0.02253194,0.182674612,11.71762834,0.026355237,0.016278234,0.03759497,0.021255112,2.810975918,0.261978089,0.322108346,3.757762407,1
YAN,YAN 8B-II,25,343,10164.06,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.235224586,9.01891253,0.01465721,0.010283688,0.021276596,0.171281441,10.75540286,0.024455834,0.017158529,0.035500405,0.018309126,2.636514169,0.247054927,0.305057482,3.479396319,1
YAN,YAN 8B-II,27,345,10225.77,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.208549223,10.91968912,0.012046632,0.010621762,0.034196891,0.151857473,13.02215263,0.020100035,0.017722611,0.057058163,0.010720268,2.849815745,0.218358459,0.268710218,2.557956449,1
YAN,YAN 8B-II,29,347,10287.48,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.192513369,10.60160428,0.013502674,0.011764706,0.033823529,0.140180785,12.64282413,0.022529468,0.019629636,0.056435202,0.008314437,2.823713324,0.214079571,0.260805332,2.312341098,1
YAN,YAN 8B-II,31,349,10342.61,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.241254524,10.47044632,0.01544029,0.009167672,0.026779252,0.175672207,12.48641318,0.025762417,0.015296435,0.044681692,0.008070849,2.81406509,0.194267516,0.248276765,2.187112817,1
YAN,YAN 8B-II,33,351,10391.15,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.209248555,9.861271676,0.013410405,0.009132948,0.025202312,0.1523667,11.7599488,0.022375515,0.015238497,0.042050537,0.007691346,3.252938969,0.201788394,0.254377189,2.151575788,1
YAN,YAN 8B-II,35,353,10439.69,Glaciomarine ,Unit Y1,YAN GZ 0,Non Guano,0.228843862,9.499404052,0.012634088,0.00977354,0.028128725,0.166635244,11.32840763,0.021080216,0.016307337,0.046933312,0.00626194,3.291551688,0.185417109,0.242305243,1.930906389,1
