"Core","depth_cm","SH20_age","kcps","MSE","param","value"
"ARD1C",185.6,4363.53,19615.21484,1.05,"Zr",0.48852426476496
"ARD1C",185.6,4363.53,19615.21484,1.05,"Os",-1.5773116248591
"ARD1C",185.6,4363.53,19615.21484,1.05,"Mo_inc",4.00841750734086
"ARD1C",185.6,4363.53,19615.21484,1.05,"Mo_coh",2.52733999701689
"ARD1C",185.6,4363.53,19615.21484,1.05,"inc_coh",4.397681676
"ARD1C",185.6,4363.53,19615.21484,1.05,"coh_inc",0.227392539
"ARD1C",185.8,4366.13,19526.81641,1.24,"Si",-2.23959187856507
"ARD1C",185.8,4366.13,19526.81641,1.24,"P",-2.91534731641314
"ARD1C",185.8,4366.13,19526.81641,1.24,"K",-2.18829858417752
"ARD1C",185.8,4366.13,19526.81641,1.24,"Ca",0.906524592020705
"ARD1C",185.8,4366.13,19526.81641,1.24,"Ti",-0.729683561478
"ARD1C",185.8,4366.13,19526.81641,1.24,"V",NA
"ARD1C",185.8,4366.13,19526.81641,1.24,"Mn",-0.662242280682467
"ARD1C",185.8,4366.13,19526.81641,1.24,"Fe",3.01662343477097
"ARD1C",185.8,4366.13,19526.81641,1.24,"Co",-1.19504681116723
"ARD1C",185.8,4366.13,19526.81641,1.24,"Cu",0.284029283403624
"ARD1C",185.8,4366.13,19526.81641,1.24,"Zn",0.28121238013251
"ARD1C",185.8,4366.13,19526.81641,1.24,"Br",-0.637196248756379
"ARD1C",185.8,4366.13,19526.81641,1.24,"Sr",1.94259217770205
"ARD1C",185.8,4366.13,19526.81641,1.24,"Zr",0.668171622042967
"ARD1C",185.8,4366.13,19526.81641,1.24,"Os",-2.98680628039529
"ARD1C",185.8,4366.13,19526.81641,1.24,"Mo_inc",3.97568266440029
"ARD1C",185.8,4366.13,19526.81641,1.24,"Mo_coh",2.47937680716197
"ARD1C",185.8,4366.13,19526.81641,1.24,"inc_coh",4.465163614
"ARD1C",185.8,4366.13,19526.81641,1.24,"coh_inc",0.223955959
"ARD1C",186,4368.73,18374.97852,1.26,"Si",-2.72024318303258
"ARD1C",186,4368.73,18374.97852,1.26,"P",-3.17222830677564
"ARD1C",186,4368.73,18374.97852,1.26,"K",-2.51544877038657
"ARD1C",186,4368.73,18374.97852,1.26,"Ca",1.33233196631323
"ARD1C",186,4368.73,18374.97852,1.26,"Ti",-0.360247182825195
"ARD1C",186,4368.73,18374.97852,1.26,"V",-3.32637898660289
"ARD1C",186,4368.73,18374.97852,1.26,"Mn",-0.110842063000208
"ARD1C",186,4368.73,18374.97852,1.26,"Fe",3.44374125320769
"ARD1C",186,4368.73,18374.97852,1.26,"Co",-1.80395245115842
"ARD1C",186,4368.73,18374.97852,1.26,"Cu",0.738365105842915
"ARD1C",186,4368.73,18374.97852,1.26,"Zn",0.863275755423531
"ARD1C",186,4368.73,18374.97852,1.26,"Br",-0.364548264724585
"ARD1C",186,4368.73,18374.97852,1.26,"Sr",2.37378584114139
"ARD1C",186,4368.73,18374.97852,1.26,"Zr",0.884513280667596
"ARD1C",186,4368.73,18374.97852,1.26,"Os",-2.59240981152269
"ARD1C",186,4368.73,18374.97852,1.26,"Mo_inc",4.41007365976007
"ARD1C",186,4368.73,18374.97852,1.26,"Mo_coh",2.92021215767235
"ARD1C",186,4368.73,18374.97852,1.26,"inc_coh",4.436481033
"ARD1C",186,4368.73,18374.97852,1.26,"coh_inc",0.225403871
"ARD1C",186.2,4371.34,16870.65039,1.12,"Si",-2.72307283839785
"ARD1C",186.2,4371.34,16870.65039,1.12,"P",-3.82168512706596
"ARD1C",186.2,4371.34,16870.65039,1.12,"K",-1.72673939885016
"ARD1C",186.2,4371.34,16870.65039,1.12,"Ca",0.902378588862538
"ARD1C",186.2,4371.34,16870.65039,1.12,"Ti",-0.654102596585314
"ARD1C",186.2,4371.34,16870.65039,1.12,"V",NA
"ARD1C",186.2,4371.34,16870.65039,1.12,"Mn",-1.0728129314435
"ARD1C",186.2,4371.34,16870.65039,1.12,"Fe",3.08669495668502
"ARD1C",186.2,4371.34,16870.65039,1.12,"Co",-1.93083475519368
"ARD1C",186.2,4371.34,16870.65039,1.12,"Cu",0.373635352496139
"ARD1C",186.2,4371.34,16870.65039,1.12,"Zn",0.513970290425796
"ARD1C",186.2,4371.34,16870.65039,1.12,"Br",0.0390445839746318
"ARD1C",186.2,4371.34,16870.65039,1.12,"Sr",2.12045786470931
"ARD1C",186.2,4371.34,16870.65039,1.12,"Zr",0.780981928704009
"ARD1C",186.2,4371.34,16870.65039,1.12,"Os",-2.95668768957936
"ARD1C",186.2,4371.34,16870.65039,1.12,"Mo_inc",4.26722202845641
"ARD1C",186.2,4371.34,16870.65039,1.12,"Mo_coh",2.80154974280197
"ARD1C",186.2,4371.34,16870.65039,1.12,"inc_coh",4.330453564
"ARD1C",186.2,4371.34,16870.65039,1.12,"coh_inc",0.230922693
"ARD1C",186.4,4373.94,15358.92969,1.14,"Si",NA
"ARD1C",186.4,4373.94,15358.92969,1.14,"P",NA
"ARD1C",186.4,4373.94,15358.92969,1.14,"K",-2.50960034420919
"ARD1C",186.4,4373.94,15358.92969,1.14,"Ca",0.323612999847031
"ARD1C",186.4,4373.94,15358.92969,1.14,"Ti",-2.03959671496345
"ARD1C",186.4,4373.94,15358.92969,1.14,"V",-4.3421818079575
"ARD1C",186.4,4373.94,15358.92969,1.14,"Mn",-1.05564733461548
"ARD1C",186.4,4373.94,15358.92969,1.14,"Fe",2.87819202876645
"ARD1C",186.4,4373.94,15358.92969,1.14,"Co",-1.53882142705096
"ARD1C",186.4,4373.94,15358.92969,1.14,"Cu",0.20906003600504
"ARD1C",186.4,4373.94,15358.92969,1.14,"Zn",0.43273115261769
"ARD1C",186.4,4373.94,15358.92969,1.14,"Br",-0.243679235586732
"ARD1C",186.4,4373.94,15358.92969,1.14,"Sr",2.21459654820055
"ARD1C",186.4,4373.94,15358.92969,1.14,"Zr",0.963607573429242
"ARD1C",186.4,4373.94,15358.92969,1.14,"Os",-2.63743371571907
"ARD1C",186.4,4373.94,15358.92969,1.14,"Mo_inc",4.41355573134897
"ARD1C",186.4,4373.94,15358.92969,1.14,"Mo_coh",2.9316045098874
"ARD1C",186.4,4373.94,15358.92969,1.14,"inc_coh",4.401525659
"ARD1C",186.4,4373.94,15358.92969,1.14,"coh_inc",0.22719395
"ARD1C",186.6,4376.54,15095.84277,1.12,"Si",NA
"ARD1C",186.6,4376.54,15095.84277,1.12,"P",-3.19531900351292
"ARD1C",186.6,4376.54,15095.84277,1.12,"K",-2.76453608742046
"ARD1C",186.6,4376.54,15095.84277,1.12,"Ca",0.533150917872028
"ARD1C",186.6,4376.54,15095.84277,1.12,"Ti",-1.05978799518204
"ARD1C",186.6,4376.54,15095.84277,1.12,"V",-2.66922590761614
"ARD1C",186.6,4376.54,15095.84277,1.12,"Mn",-1.42953502068812
"ARD1C",186.6,4376.54,15095.84277,1.12,"Fe",2.57203999124466
"ARD1C",186.6,4376.54,15095.84277,1.12,"Co",NA
"ARD1C",186.6,4376.54,15095.84277,1.12,"Cu",0.150528283066074
"ARD1C",186.6,4376.54,15095.84277,1.12,"Zn",0.298854834607344
"ARD1C",186.6,4376.54,15095.84277,1.12,"Br",0.268010159256245
"ARD1C",186.6,4376.54,15095.84277,1.12,"Sr",2.25373663380501
"ARD1C",186.6,4376.54,15095.84277,1.12,"Zr",1.16434403507411
"ARD1C",186.6,4376.54,15095.84277,1.12,"Os",-3.36237308817608
"ARD1C",186.6,4376.54,15095.84277,1.12,"Mo_inc",4.34603757908129
"ARD1C",186.6,4376.54,15095.84277,1.12,"Mo_coh",2.89407466858902
"ARD1C",186.6,4376.54,15095.84277,1.12,"inc_coh",4.271490846
"ARD1C",186.6,4376.54,15095.84277,1.12,"coh_inc",0.234110299
"ARD1C",186.8,4379.14,17167.03516,1.05,"Si",-3.52770062101107
"ARD1C",186.8,4379.14,17167.03516,1.05,"P",NA
"ARD1C",186.8,4379.14,17167.03516,1.05,"K",-1.81004912393673
"ARD1C",186.8,4379.14,17167.03516,1.05,"Ca",1.02542410808692
"ARD1C",186.8,4379.14,17167.03516,1.05,"Ti",-1.08535358564186
"ARD1C",186.8,4379.14,17167.03516,1.05,"V",-2.14140625989118
"ARD1C",186.8,4379.14,17167.03516,1.05,"Mn",-0.661426414693962
"ARD1C",186.8,4379.14,17167.03516,1.05,"Fe",2.86744172363098
"ARD1C",186.8,4379.14,17167.03516,1.05,"Co",-1.99237068073069
"ARD1C",186.8,4379.14,17167.03516,1.05,"Cu",0.35091332228595
"ARD1C",186.8,4379.14,17167.03516,1.05,"Zn",0.346472160285982
"ARD1C",186.8,4379.14,17167.03516,1.05,"Br",0.0578004786490354
"ARD1C",186.8,4379.14,17167.03516,1.05,"Sr",1.91842079744821
"ARD1C",186.8,4379.14,17167.03516,1.05,"Zr",0.723851169520842
"ARD1C",186.8,4379.14,17167.03516,1.05,"Os",-2.64039742601016
"ARD1C",186.8,4379.14,17167.03516,1.05,"Mo_inc",4.0117442806339
"ARD1C",186.8,4379.14,17167.03516,1.05,"Mo_coh",2.55663607137381
"ARD1C",186.8,4379.14,17167.03516,1.05,"inc_coh",4.284947111
"ARD1C",186.8,4379.14,17167.03516,1.05,"coh_inc",0.233375109
"ARD1C",187,4381.74,19371.22852,1.15,"Si",-2.79381451714689
"ARD1C",187,4381.74,19371.22852,1.15,"P",-4.0335054040749
"ARD1C",187,4381.74,19371.22852,1.15,"K",-1.73092031108086
"ARD1C",187,4381.74,19371.22852,1.15,"Ca",0.657842478154242
"ARD1C",187,4381.74,19371.22852,1.15,"Ti",-0.734307190367868
"ARD1C",187,4381.74,19371.22852,1.15,"V",NA
"ARD1C",187,4381.74,19371.22852,1.15,"Mn",-1.1280957688142
"ARD1C",187,4381.74,19371.22852,1.15,"Fe",2.86153299340676
"ARD1C",187,4381.74,19371.22852,1.15,"Co",-1.65227718376174
"ARD1C",187,4381.74,19371.22852,1.15,"Cu",0.152008545285493
"ARD1C",187,4381.74,19371.22852,1.15,"Zn",0.105290920718033
"ARD1C",187,4381.74,19371.22852,1.15,"Br",-0.187233776209536
"ARD1C",187,4381.74,19371.22852,1.15,"Sr",1.69924729128731
"ARD1C",187,4381.74,19371.22852,1.15,"Zr",0.610885495066471
"ARD1C",187,4381.74,19371.22852,1.15,"Os",NA
"ARD1C",187,4381.74,19371.22852,1.15,"Mo_inc",3.84523538229448
"ARD1C",187,4381.74,19371.22852,1.15,"Mo_coh",2.32811104524322
"ARD1C",187,4381.74,19371.22852,1.15,"inc_coh",4.559095903
"ARD1C",187,4381.74,19371.22852,1.15,"coh_inc",0.219341734
"ARD1C",187.2,4384.34,18893.65234,1.13,"Si",-2.9171676784213
"ARD1C",187.2,4384.34,18893.65234,1.13,"P",NA
"ARD1C",187.2,4384.34,18893.65234,1.13,"K",NA
"ARD1C",187.2,4384.34,18893.65234,1.13,"Ca",0.548568224378428
"ARD1C",187.2,4384.34,18893.65234,1.13,"Ti",-0.976195811006567
"ARD1C",187.2,4384.34,18893.65234,1.13,"V",-4.20502196672794
"ARD1C",187.2,4384.34,18893.65234,1.13,"Mn",-1.19071330760101
"ARD1C",187.2,4384.34,18893.65234,1.13,"Fe",2.65668937375279
"ARD1C",187.2,4384.34,18893.65234,1.13,"Co",-2.78795594694129
"ARD1C",187.2,4384.34,18893.65234,1.13,"Cu",0.0505907430902868
"ARD1C",187.2,4384.34,18893.65234,1.13,"Zn",0.159667748292668
"ARD1C",187.2,4384.34,18893.65234,1.13,"Br",-0.157594324293587
"ARD1C",187.2,4384.34,18893.65234,1.13,"Sr",1.74333933996254
"ARD1C",187.2,4384.34,18893.65234,1.13,"Zr",0.608178132764317
"ARD1C",187.2,4384.34,18893.65234,1.13,"Os",NA
"ARD1C",187.2,4384.34,18893.65234,1.13,"Mo_inc",3.99382373792564
"ARD1C",187.2,4384.34,18893.65234,1.13,"Mo_coh",2.47379173482502
"ARD1C",187.2,4384.34,18893.65234,1.13,"inc_coh",4.572371523
"ARD1C",187.2,4384.34,18893.65234,1.13,"coh_inc",0.218704888
"ARD1C",187.4,4386.94,18621.26367,1.11,"Si",NA
"ARD1C",187.4,4386.94,18621.26367,1.11,"P",NA
"ARD1C",187.4,4386.94,18621.26367,1.11,"K",-2.41661835242318
"ARD1C",187.4,4386.94,18621.26367,1.11,"Ca",0.533875135651972
"ARD1C",187.4,4386.94,18621.26367,1.11,"Ti",-1.10517188209972
"ARD1C",187.4,4386.94,18621.26367,1.11,"V",-3.47749031310844
"ARD1C",187.4,4386.94,18621.26367,1.11,"Mn",-1.03032399130328
"ARD1C",187.4,4386.94,18621.26367,1.11,"Fe",2.94665811988124
"ARD1C",187.4,4386.94,18621.26367,1.11,"Co",-1.18047626516385
"ARD1C",187.4,4386.94,18621.26367,1.11,"Cu",0.2952706249862
"ARD1C",187.4,4386.94,18621.26367,1.11,"Zn",0.0521328571425395
"ARD1C",187.4,4386.94,18621.26367,1.11,"Br",-0.628069158825369
"ARD1C",187.4,4386.94,18621.26367,1.11,"Sr",1.53905341767398
"ARD1C",187.4,4386.94,18621.26367,1.11,"Zr",0.329172176661881
"ARD1C",187.4,4386.94,18621.26367,1.11,"Os",-2.11936682895524
"ARD1C",187.4,4386.94,18621.26367,1.11,"Mo_inc",3.87206200322925
"ARD1C",187.4,4386.94,18621.26367,1.11,"Mo_coh",2.389292456652
"ARD1C",187.4,4386.94,18621.26367,1.11,"inc_coh",4.405129012
"ARD1C",187.4,4386.94,18621.26367,1.11,"coh_inc",0.227008107
"ARD1C",187.6,4389.55,17138.33789,1.15,"Si",-3.2253518909011
"ARD1C",187.6,4389.55,17138.33789,1.15,"P",NA
"ARD1C",187.6,4389.55,17138.33789,1.15,"K",-2.50480573615304
"ARD1C",187.6,4389.55,17138.33789,1.15,"Ca",0.972685129878132
"ARD1C",187.6,4389.55,17138.33789,1.15,"Ti",-0.555042017781735
"ARD1C",187.6,4389.55,17138.33789,1.15,"V",-2.61921608733078
"ARD1C",187.6,4389.55,17138.33789,1.15,"Mn",-0.590270709665479
"ARD1C",187.6,4389.55,17138.33789,1.15,"Fe",3.59144483730106
"ARD1C",187.6,4389.55,17138.33789,1.15,"Co",-0.837608989566745
"ARD1C",187.6,4389.55,17138.33789,1.15,"Cu",0.530666866050467
"ARD1C",187.6,4389.55,17138.33789,1.15,"Zn",0.236905747522305
"ARD1C",187.6,4389.55,17138.33789,1.15,"Br",-0.341172103252854
"ARD1C",187.6,4389.55,17138.33789,1.15,"Sr",1.69624978082476
"ARD1C",187.6,4389.55,17138.33789,1.15,"Zr",0.603289505587997
"ARD1C",187.6,4389.55,17138.33789,1.15,"Os",-3.40767344769505
"ARD1C",187.6,4389.55,17138.33789,1.15,"Mo_inc",3.95877170063255
"ARD1C",187.6,4389.55,17138.33789,1.15,"Mo_coh",2.49112741454951
"ARD1C",187.6,4389.55,17138.33789,1.15,"inc_coh",4.339001646
"ARD1C",187.6,4389.55,17138.33789,1.15,"coh_inc",0.230467762
"ARD1C",187.8,4392.15,15345.12988,1.31,"Si",-3.09293398471369
"ARD1C",187.8,4392.15,15345.12988,1.31,"P",-3.78608116527363
"ARD1C",187.8,4392.15,15345.12988,1.31,"K",-2.5821083609477
"ARD1C",187.8,4392.15,15345.12988,1.31,"Ca",0.972286865786446
"ARD1C",187.8,4392.15,15345.12988,1.31,"Ti",-0.540888032088058
"ARD1C",187.8,4392.15,15345.12988,1.31,"V",NA
"ARD1C",187.8,4392.15,15345.12988,1.31,"Mn",-0.684988376061815
"ARD1C",187.8,4392.15,15345.12988,1.31,"Fe",3.60135300847766
"ARD1C",187.8,4392.15,15345.12988,1.31,"Co",-1.41895755114202
"ARD1C",187.8,4392.15,15345.12988,1.31,"Cu",0.342843730545248
"ARD1C",187.8,4392.15,15345.12988,1.31,"Zn",-0.0563797166394409
"ARD1C",187.8,4392.15,15345.12988,1.31,"Br",-0.148495005547247
"ARD1C",187.8,4392.15,15345.12988,1.31,"Sr",1.86640801499502
"ARD1C",187.8,4392.15,15345.12988,1.31,"Zr",0.725998597648447
"ARD1C",187.8,4392.15,15345.12988,1.31,"Os",-1.74919923801259
"ARD1C",187.8,4392.15,15345.12988,1.31,"Mo_inc",3.97438586393979
"ARD1C",187.8,4392.15,15345.12988,1.31,"Mo_coh",2.57675534903356
"ARD1C",187.8,4392.15,15345.12988,1.31,"inc_coh",4.045602606
"ARD1C",187.8,4392.15,15345.12988,1.31,"coh_inc",0.247181965
"ARD1C",188,4394.75,14937.45117,1.15,"Si",-4.02080532287404
"ARD1C",188,4394.75,14937.45117,1.15,"P",-3.50997969910805
"ARD1C",188,4394.75,14937.45117,1.15,"K",-2.25721673061268
"ARD1C",188,4394.75,14937.45117,1.15,"Ca",1.51521574631953
"ARD1C",188,4394.75,14937.45117,1.15,"Ti",-0.465457261384629
"ARD1C",188,4394.75,14937.45117,1.15,"V",-3.86665464304678
"ARD1C",188,4394.75,14937.45117,1.15,"Mn",-0.153082576342476
"ARD1C",188,4394.75,14937.45117,1.15,"Fe",3.43314272371138
"ARD1C",188,4394.75,14937.45117,1.15,"Co",-1.41811563742966
"ARD1C",188,4394.75,14937.45117,1.15,"Cu",0.327319760124158
"ARD1C",188,4394.75,14937.45117,1.15,"Zn",0.469701954793909
"ARD1C",188,4394.75,14937.45117,1.15,"Br",-0.214142833103723
"ARD1C",188,4394.75,14937.45117,1.15,"Sr",2.35251446670297
"ARD1C",188,4394.75,14937.45117,1.15,"Zr",0.858201528743776
"ARD1C",188,4394.75,14937.45117,1.15,"Os",NA
"ARD1C",188,4394.75,14937.45117,1.15,"Mo_inc",4.15342796578543
"ARD1C",188,4394.75,14937.45117,1.15,"Mo_coh",2.79593055772093
"ARD1C",188,4394.75,14937.45117,1.15,"inc_coh",3.886454911
"ARD1C",188,4394.75,14937.45117,1.15,"coh_inc",0.257303899
"ARD1C",188.2,4397.35,15413.02441,1.22,"Si",NA
"ARD1C",188.2,4397.35,15413.02441,1.22,"P",-3.30760419320566
"ARD1C",188.2,4397.35,15413.02441,1.22,"K",-2.61445701264571
"ARD1C",188.2,4397.35,15413.02441,1.22,"Ca",1.48500265024316
"ARD1C",188.2,4397.35,15413.02441,1.22,"Ti",-0.707767576743682
"ARD1C",188.2,4397.35,15413.02441,1.22,"V",-2.98218179277103
"ARD1C",188.2,4397.35,15413.02441,1.22,"Mn",-0.0980020051227877
"ARD1C",188.2,4397.35,15413.02441,1.22,"Fe",3.47737483551604
"ARD1C",188.2,4397.35,15413.02441,1.22,"Co",-1.84720185993205
"ARD1C",188.2,4397.35,15413.02441,1.22,"Cu",0.205088692681838
"ARD1C",188.2,4397.35,15413.02441,1.22,"Zn",0.280179144036908
"ARD1C",188.2,4397.35,15413.02441,1.22,"Br",-0.766608076766616
"ARD1C",188.2,4397.35,15413.02441,1.22,"Sr",2.37911037293839
"ARD1C",188.2,4397.35,15413.02441,1.22,"Zr",0.805788563987136
"ARD1C",188.2,4397.35,15413.02441,1.22,"Os",-3.23349622105194
"ARD1C",188.2,4397.35,15413.02441,1.22,"Mo_inc",4.15279758962577
"ARD1C",188.2,4397.35,15413.02441,1.22,"Mo_coh",2.77197688921024
"ARD1C",188.2,4397.35,15413.02441,1.22,"inc_coh",3.97816517
"ARD1C",188.2,4397.35,15413.02441,1.22,"coh_inc",0.251372167
"ARD1C",188.4,4399.95,17111.63867,1.17,"Si",-4.64844730036304
"ARD1C",188.4,4399.95,17111.63867,1.17,"P",NA
"ARD1C",188.4,4399.95,17111.63867,1.17,"K",-1.82706841395383
"ARD1C",188.4,4399.95,17111.63867,1.17,"Ca",1.62405227647493
"ARD1C",188.4,4399.95,17111.63867,1.17,"Ti",-0.347088568756615
"ARD1C",188.4,4399.95,17111.63867,1.17,"V",-2.62029905307076
"ARD1C",188.4,4399.95,17111.63867,1.17,"Mn",-0.229606692566444
"ARD1C",188.4,4399.95,17111.63867,1.17,"Fe",3.62166818944335
"ARD1C",188.4,4399.95,17111.63867,1.17,"Co",-1.15801878497294
"ARD1C",188.4,4399.95,17111.63867,1.17,"Cu",0.0112110709091198
"ARD1C",188.4,4399.95,17111.63867,1.17,"Zn",0.181465158302957
"ARD1C",188.4,4399.95,17111.63867,1.17,"Br",-0.724495724069621
"ARD1C",188.4,4399.95,17111.63867,1.17,"Sr",2.15372521604403
"ARD1C",188.4,4399.95,17111.63867,1.17,"Zr",0.396267307386077
"ARD1C",188.4,4399.95,17111.63867,1.17,"Os",-2.56900575868321
"ARD1C",188.4,4399.95,17111.63867,1.17,"Mo_inc",3.75553239911118
"ARD1C",188.4,4399.95,17111.63867,1.17,"Mo_coh",2.3801086787648
"ARD1C",188.4,4399.95,17111.63867,1.17,"inc_coh",3.956752924
"ARD1C",188.4,4399.95,17111.63867,1.17,"coh_inc",0.252732485
"ARD1C",188.6,4402.55,15515.01855,1.18,"Si",-3.54024032319992
"ARD1C",188.6,4402.55,15515.01855,1.18,"P",NA
"ARD1C",188.6,4402.55,15515.01855,1.18,"K",-2.02389283383183
"ARD1C",188.6,4402.55,15515.01855,1.18,"Ca",1.65764264602635
"ARD1C",188.6,4402.55,15515.01855,1.18,"Ti",-0.124336794148064
"ARD1C",188.6,4402.55,15515.01855,1.18,"V",-3.02941469943392
"ARD1C",188.6,4402.55,15515.01855,1.18,"Mn",-0.269404759401003
"ARD1C",188.6,4402.55,15515.01855,1.18,"Fe",3.60460524211794
"ARD1C",188.6,4402.55,15515.01855,1.18,"Co",-1.76717298698401
"ARD1C",188.6,4402.55,15515.01855,1.18,"Cu",-0.263095590207739
"ARD1C",188.6,4402.55,15515.01855,1.18,"Zn",-0.109843786845498
"ARD1C",188.6,4402.55,15515.01855,1.18,"Br",-1.54781015850971
"ARD1C",188.6,4402.55,15515.01855,1.18,"Sr",1.80315662812102
"ARD1C",188.6,4402.55,15515.01855,1.18,"Zr",0.140270881243504
"ARD1C",188.6,4402.55,15515.01855,1.18,"Os",NA
"ARD1C",188.6,4402.55,15515.01855,1.18,"Mo_inc",3.35397931649619
"ARD1C",188.6,4402.55,15515.01855,1.18,"Mo_coh",2.11555721855667
"ARD1C",188.6,4402.55,15515.01855,1.18,"inc_coh",3.450165145
"ARD1C",188.6,4402.55,15515.01855,1.18,"coh_inc",0.289841198
"ARD1C",188.8,4405.16,14926.85059,1.1,"Si",-3.07303806194187
"ARD1C",188.8,4405.16,14926.85059,1.1,"P",-3.56551454703967
"ARD1C",188.8,4405.16,14926.85059,1.1,"K",-1.43081032668478
"ARD1C",188.8,4405.16,14926.85059,1.1,"Ca",1.97217756575116
"ARD1C",188.8,4405.16,14926.85059,1.1,"Ti",0.673848211446421
"ARD1C",188.8,4405.16,14926.85059,1.1,"V",-2.40806175834862
"ARD1C",188.8,4405.16,14926.85059,1.1,"Mn",0.136909132182028
"ARD1C",188.8,4405.16,14926.85059,1.1,"Fe",4.2847307014095
"ARD1C",188.8,4405.16,14926.85059,1.1,"Co",-0.398889412515342
"ARD1C",188.8,4405.16,14926.85059,1.1,"Cu",-0.534064190883595
"ARD1C",188.8,4405.16,14926.85059,1.1,"Zn",-0.167352069072664
"ARD1C",188.8,4405.16,14926.85059,1.1,"Br",-0.565247118320284
"ARD1C",188.8,4405.16,14926.85059,1.1,"Sr",1.96247049689952
"ARD1C",188.8,4405.16,14926.85059,1.1,"Zr",0.736090520323642
"ARD1C",188.8,4405.16,14926.85059,1.1,"Os",-3.8839682781582
"ARD1C",188.8,4405.16,14926.85059,1.1,"Mo_inc",3.70334222786441
"ARD1C",188.8,4405.16,14926.85059,1.1,"Mo_coh",2.55737690708833
"ARD1C",188.8,4405.16,14926.85059,1.1,"inc_coh",3.145476285
"ARD1C",188.8,4405.16,14926.85059,1.1,"coh_inc",0.317916878
"ARD1C",189,4407.76,14650.36426,1.13,"Si",-2.31025782579294
"ARD1C",189,4407.76,14650.36426,1.13,"P",-3.43084902117982
"ARD1C",189,4407.76,14650.36426,1.13,"K",-1.318617656677
"ARD1C",189,4407.76,14650.36426,1.13,"Ca",1.70534149585978
"ARD1C",189,4407.76,14650.36426,1.13,"Ti",0.567963114320712
"ARD1C",189,4407.76,14650.36426,1.13,"V",NA
"ARD1C",189,4407.76,14650.36426,1.13,"Mn",-0.00767273279889391
"ARD1C",189,4407.76,14650.36426,1.13,"Fe",4.0962633643915
"ARD1C",189,4407.76,14650.36426,1.13,"Co",-1.91939151710593
"ARD1C",189,4407.76,14650.36426,1.13,"Cu",-0.705177218727795
"ARD1C",189,4407.76,14650.36426,1.13,"Zn",-0.679313708137876
"ARD1C",189,4407.76,14650.36426,1.13,"Br",-1.9645119523864
"ARD1C",189,4407.76,14650.36426,1.13,"Sr",1.78444898964812
"ARD1C",189,4407.76,14650.36426,1.13,"Zr",0.494419210998342
"ARD1C",189,4407.76,14650.36426,1.13,"Os",-2.22687621685389
"ARD1C",189,4407.76,14650.36426,1.13,"Mo_inc",3.52499776526957
"ARD1C",189,4407.76,14650.36426,1.13,"Mo_coh",2.38923390917254
"ARD1C",189,4407.76,14650.36426,1.13,"inc_coh",3.11355094
"ARD1C",189,4407.76,14650.36426,1.13,"coh_inc",0.321176695
"ARD1C",189.2,4410.36,15295.03223,1.15,"Si",-2.84858053802538
"ARD1C",189.2,4410.36,15295.03223,1.15,"P",-2.45653845024936
"ARD1C",189.2,4410.36,15295.03223,1.15,"K",-3.87023178555736
"ARD1C",189.2,4410.36,15295.03223,1.15,"Ca",2.03057839328249
"ARD1C",189.2,4410.36,15295.03223,1.15,"Ti",0.352538565253559
"ARD1C",189.2,4410.36,15295.03223,1.15,"V",NA
"ARD1C",189.2,4410.36,15295.03223,1.15,"Mn",0.091639025598349
"ARD1C",189.2,4410.36,15295.03223,1.15,"Fe",4.01676815830626
"ARD1C",189.2,4410.36,15295.03223,1.15,"Co",-4.12154621383827
"ARD1C",189.2,4410.36,15295.03223,1.15,"Cu",-0.244410467410565
"ARD1C",189.2,4410.36,15295.03223,1.15,"Zn",0.0937509588014933
"ARD1C",189.2,4410.36,15295.03223,1.15,"Br",-2.11621264431216
"ARD1C",189.2,4410.36,15295.03223,1.15,"Sr",2.15911711208353
"ARD1C",189.2,4410.36,15295.03223,1.15,"Zr",0.714735693113208
"ARD1C",189.2,4410.36,15295.03223,1.15,"Os",NA
"ARD1C",189.2,4410.36,15295.03223,1.15,"Mo_inc",3.6894435047997
"ARD1C",189.2,4410.36,15295.03223,1.15,"Mo_coh",2.5089486881545
"ARD1C",189.2,4410.36,15295.03223,1.15,"inc_coh",3.25598492
"ARD1C",189.2,4410.36,15295.03223,1.15,"coh_inc",0.30712673
"ARD1C",189.4,4412.96,15831.90332,1.13,"Si",-3.46112296443193
"ARD1C",189.4,4412.96,15831.90332,1.13,"P",-3.90295571671097
"ARD1C",189.4,4412.96,15831.90332,1.13,"K",-2.60367273258071
"ARD1C",189.4,4412.96,15831.90332,1.13,"Ca",1.7653914636376
"ARD1C",189.4,4412.96,15831.90332,1.13,"Ti",-0.0528081150009152
"ARD1C",189.4,4412.96,15831.90332,1.13,"V",NA
"ARD1C",189.4,4412.96,15831.90332,1.13,"Mn",-0.186677288408923
"ARD1C",189.4,4412.96,15831.90332,1.13,"Fe",3.65440113523438
"ARD1C",189.4,4412.96,15831.90332,1.13,"Co",-0.869071677192606
"ARD1C",189.4,4412.96,15831.90332,1.13,"Cu",-0.0457409477778219
"ARD1C",189.4,4412.96,15831.90332,1.13,"Zn",0.180215544913002
"ARD1C",189.4,4412.96,15831.90332,1.13,"Br",-0.970281579124119
"ARD1C",189.4,4412.96,15831.90332,1.13,"Sr",2.27683086676918
"ARD1C",189.4,4412.96,15831.90332,1.13,"Zr",0.746762845538187
"ARD1C",189.4,4412.96,15831.90332,1.13,"Os",-2.92212646369925
