C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data     07/08/2013  re-evaluated data																																																							
peakarea																																																							
filename	position (mm)	sample surface	validity	revalidity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Y	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	Fe a*2	S1	S2	S3	Mo inc	Mo coh
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000020.spe	40.04	7.57	1	1	0.018304	-0.003173	0.009906	0.093737	13909.00098	1.38	0	0	11	0	47	0	41	47	1168	0	586	16	38	247	19144	233	0	139	83	71	133	118	147	39	1996	23	1028	0	0	0	0	0	0	60	83	11	0	0	8	98	66	7	1.20E+15	17654	5078
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000021.spe	42.04	7.58	1	1	0.018304	-0.003173	0.009906	0.093737	14344.87891	1.42	6	17	23	0	46	12	37	59	1106	0	580	40	0	275	19111	207	0	187	38	82	72	137	92	38	1867	11	839	0	0	0	0	15	0	64	62	54	0	9	0	88	21	12	0	18341	5246
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000022.spe	44.04	7.58	1	1	0.018304	-0.003173	0.009906	0.093737	14950.34863	1.33	23	15	30	22	14	0	39	65	1155	15	554	15	14	300	19857	330	0	175	135	0	0	0	138	134	1839	0	882	0	0	0	0	0	22	80	74	73	69	72	0	0	15	7	0	18907	5352
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000023.spe	46.04	7.58	1	1	0.018304	-0.003173	0.009906	0.093737	14239.58594	1.31	0	0	18	6	18	0	21	57	1316	0	597	33	19	305	19699	257	0	201	132	0	0	32	197	57	1900	0	858	0	0	5	0	26	16	72	61	0	52	0	0	43	83	5	0	17383	5091
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000024.spe	48.04	7.59	1	1	0.018304	-0.003173	0.009906	0.093737	14178.58789	1.26	0	0	24	6	37	7	40	64	1654	7	746	12	18	347	24035	275	6	160	191	0	0	146	111	33	2417	0	995	4	0	12	0	0	49	66	93	103	28	85	0	47	83	0	7E+13	15929	5222
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000025.spe	50.04	7.6	1	1	0.018304	-0.003173	0.009906	0.093737	14673.76367	1.48	7	0	27	7	22	0	28	83	1768	0	746	36	32	363	24759	295	0	195	217	0	0	20	157	120	2576	63	902	0	0	23	20	22	76	101	85	103	88	148	90	9	36	0	0	17011	5205
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000026.spe	52.04	7.61	1	1	0.018304	-0.003173	0.009906	0.093737	15120.74316	1.43	20	8	29	0	24	0	20	78	1538	28	697	51	23	345	24524	184	0	175	190	14	40	30	106	61	2463	0	951	0	0	0	0	27	99	29	87	47	0	0	0	12	90	20	0	17841	5498
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000027.spe	54.04	7.6	1	1	0.018304	-0.003173	0.009906	0.093737	14842.35645	1.58	13	0	34	13	54	8	31	85	1331	6	632	46	11	311	21979	200	0	238	158	49	298	19	134	42	2082	7	813	8	0	0	0	24	26	45	81	74	0	0	0	213	85	19	5.99E+14	17797	5140
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000028.spe	56.04	7.6	1	1	0.018304	-0.003173	0.009906	0.093737	15129.33887	1.29	0	11	9	0	32	10	19	54	1167	0	639	39	15	280	20992	422	0	204	186	0	0	94	125	173	2165	8	911	0	0	0	0	7	52	81	88	139	80	74	12	69	0	0	6.22E+14	18960	5520
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000029.spe	58.04	7.58	1	1	0.018304	-0.003173	0.009906	0.093737	15079.94434	1.41	10	10	33	26	30	18	32	51	1373	16	579	50	32	372	21976	229	0	211	243	15	30	182	104	27	2598	43	845	0	0	0	25	15	41	77	89	105	130	56	60	49	51	0	4.19E+14	18410	5342
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000030.spe	60.04	7.58	1	1	0.018304	-0.003173	0.009906	0.093737	14911.25195	1.47	0	0	0	0	22	0	33	83	1582	0	648	54	33	371	24138	174	0	241	179	0	0	31	161	53	2629	16	877	0	0	0	0	0	54	40	76	17	102	41	0	0	146	0	3.61E+14	17355	5465
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000031.spe	62.04	7.57	1	1	0.018304	-0.003173	0.009906	0.093737	14727.56055	1.54	9	5	21	0	33	4	20	69	1647	0	674	34	19	373	25602	345	0	187	140	65	0	87	197	44	2428	0	911	0	0	0	0	13	0	78	74	15	125	0	0	23	63	0	0	16834	5224
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000032.spe	64.04	7.56	1	1	0.018304	-0.003173	0.009906	0.093737	14135.48926	1.47	27	6	32	20	40	0	12	55	1751	0	743	51	23	476	27115	147	0	173	190	0	95	0	118	0	2220	0	782	0	0	0	12	0	78	56	102	60	0	0	0	134	141	5	0	15514	5041
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000033.spe	66.04	7.53	1	1	0.018304	-0.003173	0.009906	0.093737	14084.29395	1.49	31	14	18	22	33	0	16	55	1662	0	655	27	8	389	24880	177	0	179	188	39	0	15	159	105	2579	141	801	0	0	0	0	0	25	52	9	10	59	82	40	56	123	6	0	16105	5190
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000034.spe	68.04	7.55	1	1	0.018304	-0.003173	0.009906	0.093737	14283.08105	1.49	0	0	22	28	45	10	45	79	1634	14	667	27	0	359	22661	281	0	174	234	91	69	139	219	0	2581	59	803	0	5	12	0	46	7	67	141	91	43	52	12	107	22	0	0	16671	5126
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000035.spe	70.04	7.55	1	1	0.018304	-0.003173	0.009906	0.093737	14241.7832	1.41	17	0	13	9	26	5	30	73	1846	0	699	18	0	393	24867	237	0	227	244	63	9	154	100	120	2560	0	835	0	0	0	0	37	34	44	94	112	83	168	87	0	108	0	8.27E+13	15658	5069
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000036.spe	72.04	7.55	1	1	0.018304	-0.003173	0.009906	0.093737	14300.08301	1.41	0	0	16	0	25	5	34	77	1738	0	735	24	23	347	25201	181	0	128	187	62	26	98	139	148	2433	8	841	7	0	0	0	0	0	66	149	24	63	0	0	100	118	25	2.04E+14	15572	5067
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000037.spe	74.04	7.55	1	1	0.018304	-0.003173	0.009906	0.093737	14697.36328	1.48	18	21	48	21	35	14	35	75	1567	8	667	55	16	306	24859	314	0	166	231	78	41	61	195	72	2416	0	811	0	0	10	0	10	93	79	131	10	31	39	18	76	33	0	2.9E+13	16496	5176
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000038.spe	76.04	7.56	1	1	0.018304	-0.003173	0.009906	0.093737	14628.96582	1.46	0	0	17	4	28	7	42	61	1599	0	630	55	29	344	23886	256	0	202	206	0	0	36	162	90	2434	69	876	8	0	0	0	0	20	63	82	44	95	139	0	0	86	0	9.41E+14	16946	5427
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000039.spe	78.04	7.58	1	1	0.018304	-0.003173	0.009906	0.093737	14748.05859	1.59	8	9	16	9	37	11	53	58	1585	0	635	31	6	331	21822	321	0	222	182	0	95	144	222	60	2368	65	811	6	0	10	0	0	43	58	86	48	19	47	0	126	16	5	2.09E+14	17843	5414
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000040.spe	80.04	7.56	1	1	0.018304	-0.003173	0.009906	0.093737	13593.41797	1.44	0	0	27	0	20	0	28	62	1248	0	531	4	0	296	18321	191	0	221	155	0	128	31	177	0	2335	0	880	0	0	0	0	22	74	99	65	41	5	0	0	78	42	0	3.08E+14	16821	5361
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000041.spe	82.04	7.55	1	1	0.018304	-0.003173	0.009906	0.093737	14439.47266	1.41	30	0	23	18	27	13	46	82	1555	16	627	42	16	305	23970	287	5	111	159	0	158	92	195	60	2328	0	743	6	0	13	0	0	20	27	88	28	0	60	41	70	29	9	0	17043	5091
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000042.spe	84.04	7.55	1	1	0.018304	-0.003173	0.009906	0.093737	13627.31641	1.42	0	0	6	12	39	8	20	75	1737	0	739	14	25	357	25085	175	0	132	103	41	69	42	130	0	2208	88	912	0	0	0	0	0	17	90	47	0	0	5	0	0	133	7	0	15174	4976
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000043.spe	86.04	7.53	1	1	0.018304	-0.003173	0.009906	0.093737	13420.12695	1.47	19	18	20	6	34	0	17	73	1665	0	762	43	5	359	24855	354	0	77	125	25	0	68	40	90	2231	69	731	0	0	0	0	0	0	81	86	98	94	29	0	24	0	10	1.32E+15	14504	4885
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000044.spe	88.04	7.54	1	1	0.018304	-0.003173	0.009906	0.093737	14196.78711	1.47	0	5	21	7	36	0	47	93	1585	19	658	40	14	369	22574	201	0	257	147	32	111	126	123	68	2512	92	890	0	0	0	9	30	15	10	59	68	0	7	0	100	90	0	1.12E+15	16299	5252
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000045.spe	90.04	7.54	1	1	0.018304	-0.003173	0.009906	0.093737	14579.06934	1.48	23	13	26	6	40	0	22	64	1557	0	651	22	4	301	22976	254	0	256	244	0	0	33	265	16	2673	57	882	0	0	6	24	8	61	73	80	31	121	82	171	33	78	4	0	17364	5262
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000046.spe	92.04	7.54	1	1	0.018304	-0.003173	0.009906	0.093737	14793.25781	1.41	0	0	11	0	37	0	21	91	1471	0	630	32	15	322	22037	335	0	310	292	71	0	122	183	73	2707	82	891	0	0	0	0	13	0	89	128	92	79	106	21	63	6	5	1.15E+15	17359	5248
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000047.spe	94.04	7.55	1	1	0.018304	-0.003173	0.009906	0.093737	14833.6543	1.35	0	0	0	0	16	0	18	53	1327	0	557	50	8	323	22759	184	0	330	276	17	27	86	162	57	2674	41	904	0	0	5	0	23	50	47	141	35	96	128	33	18	78	9	3.22E+13	17656	5244
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000048.spe	96.04	7.56	1	1	0.018304	-0.003173	0.009906	0.093737	14835.25293	1.47	0	0	0	5	21	0	37	86	1494	0	615	0	7	321	20926	283	14	325	230	76	0	49	219	59	2607	77	1020	0	0	0	0	31	0	88	64	30	86	39	26	0	54	0	9.53E+14	18043	5492
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000049.spe	98.04	7.57	1	1	0.018304	-0.003173	0.009906	0.093737	15078.3418	1.41	0	0	7	14	14	0	15	62	1808	5	691	36	0	344	22235	185	0	284	292	121	67	147	212	82	2852	24	982	12	0	0	0	0	0	0	67	42	0	80	0	0	83	0	7.7E+14	17882	5491
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000050.spe	100.04	7.57	1	1	0.018304	-0.003173	0.009906	0.093737	15574.31836	1.71	0	0	7	0	21	0	26	91	1879	0	682	20	12	371	23785	260	0	277	316	42	99	127	233	75	2882	120	877	0	0	5	0	38	34	79	73	55	56	21	0	65	40	0	0	18480	5605
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000051.spe	102.04	7.57	1	1	0.018304	-0.003173	0.009906	0.093737	14666.16211	1.38	0	0	22	19	33	14	22	78	1558	0	639	20	46	292	22194	292	0	255	223	0	0	149	197	37	2587	0	835	0	0	7	0	22	78	26	59	53	38	18	0	0	67	0	0	17437	5090
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000052.spe	104.04	7.56	1	1	0.018304	-0.003173	0.009906	0.093737	14185.48828	1.47	0	0	24	8	18	14	28	99	1527	0	697	5	24	329	22733	317	0	145	229	0	0	0	105	113	2451	79	873	0	0	9	0	0	54	85	100	99	175	86	43	0	29	8	0	16745	4920
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000053.spe	106.04	7.57	1	1	0.018304	-0.003173	0.009906	0.093737	14521.26855	1.38	0	11	8	0	21	13	32	73	1470	0	617	16	14	311	22810	295	0	269	197	0	49	118	190	0	2221	101	976	0	0	0	0	0	44	123	131	70	50	9	0	56	44	10	1.01E+15	17267	5382
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000054.spe	108.04	7.57	1	1	0.018304	-0.003173	0.009906	0.093737	14775.85938	1.41	0	15	14	0	52	0	25	97	1376	0	676	43	0	319	22768	217	0	222	168	0	0	145	229	35	2183	0	918	0	0	0	22	8	82	77	83	58	114	9	6	103	37	0	8.4E+14	17537	5490
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000055.spe	110.04	7.58	1	1	0.018304	-0.003173	0.009906	0.093737	14782.75781	1.6	4	11	25	22	34	7	49	52	1461	0	694	42	31	307	22175	262	0	233	247	0	67	14	173	129	2213	47	928	0	0	21	0	0	62	67	115	97	43	121	0	62	109	14	0	17840	5292
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000056.spe	112.04	7.59	1	1	0.018304	-0.003173	0.009906	0.093737	15024.3457	1.45	0	17	25	7	12	0	44	82	1712	0	617	56	0	364	22002	268	0	265	269	46	0	60	193	117	2264	0	852	15	0	0	0	20	31	73	74	47	87	94	0	34	51	0	0	18484	5551
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000057.spe	114.04	7.59	1	1	0.018304	-0.003173	0.009906	0.093737	15137.6377	1.49	11	0	10	5	30	0	40	71	1574	0	623	35	15	334	20811	227	0	269	267	9	0	104	230	86	2171	43	997	0	0	0	0	29	48	55	114	63	175	30	46	31	58	0	8.35E+14	18929	5409
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000058.spe	116.04	7.6	1	1	0.018304	-0.003173	0.009906	0.093737	15511.32129	1.4	7	6	6	16	38	26	41	78	1462	14	532	21	8	240	19659	175	0	242	192	0	0	59	251	97	2311	21	861	5	0	15	10	0	60	37	63	26	104	54	0	31	129	18	4.76E+14	20009	5559
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000059.spe	118.04	7.59	1	1	0.018304	-0.003173	0.009906	0.093737	15760.30762	1.66	15	8	16	0	24	14	43	50	947	0	496	24	0	243	18440	188	0	281	181	0	0	148	274	25	1878	0	878	0	0	0	0	0	84	83	158	84	133	0	0	0	58	19	0	20278	5469
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000060.spe	120.04	7.59	1	1	0.018304	-0.003173	0.009906	0.093737	16249.88379	1.44	0	8	0	6	22	4	50	66	1456	10	590	36	0	302	22001	218	0	281	284	0	86	117	164	10	2042	0	752	0	0	0	0	5	137	106	79	41	8	0	0	202	92	0	5.2E+13	20296	5490
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000061.spe	122.04	7.59	1	1	0.018304	-0.003173	0.009906	0.093737	15261.83398	1.43	0	5	23	14	32	0	39	39	1157	7	494	10	20	265	17309	189	0	235	235	0	0	148	139	48	1911	0	827	9	0	0	15	69	79	105	116	100	95	13	0	19	41	12	5.41E+13	20351	5653
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000062.spe	124.04	7.61	1	1	0.018304	-0.003173	0.009906	0.093737	14547.66797	1.77	0	0	21	13	50	11	54	71	1306	9	487	14	29	243	18964	279	0	176	235	27	0	121	119	41	2216	0	883	8	0	33	0	9	40	51	106	112	191	44	40	0	13	0	1.03E+14	18783	5279
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000063.spe	126.04	7.59	1	1	0.018304	-0.003173	0.009906	0.093737	14521.96875	1.78	0	0	17	13	41	20	42	56	1563	8	559	29	34	301	20691	215	10	224	208	29	0	26	183	128	2323	0	891	6	0	6	0	8	32	36	99	45	130	33	0	31	49	15	0	18120	5304
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000064.spe	128.04	7.55	1	1	0.018304	-0.003173	0.009906	0.093737	14462.77344	1.3	14	0	5	0	38	0	35	57	1632	0	543	37	10	325	19133	142	0	239	286	12	60	33	200	119	2565	0	865	0	0	24	0	23	63	49	77	0	81	0	26	63	96	0	0	18229	5452
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000065.spe	130.04	7.54	1	1	0.018304	-0.003173	0.009906	0.093737	15134.84082	1.37	25	22	25	15	38	0	26	57	1564	18	545	35	20	389	21479	262	0	260	305	0	0	78	171	84	2935	91	833	6	0	6	0	17	15	36	100	85	52	0	49	95	124	6	0	18502	5351
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000066.spe	132.04	7.53	1	1	0.018304	-0.003173	0.009906	0.093737	15102.74219	1.41	0	0	23	0	40	0	33	57	1609	0	551	39	8	325	20470	185	0	383	341	59	106	53	170	47	2625	0	710	7	0	0	0	36	49	91	127	94	78	64	0	0	101	9	9.08E+14	18606	5444
