C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data     06/08/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000010.spe	20.24	7.49	1	0.018310	-0.003173	0.009788	0.093737	9734.91211	1.26	0	0	20	6	8	0	37	7	319	10	126	0	75	5248	107	0	39	102	0	51	97	62	0	1967	688	5	0	0	0	0	5	0	6	35	0	0	0	13899	4526	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000011.spe	22.10	7.51	1	0.018310	-0.003173	0.009788	0.093737	10816.35742	1.16	8	9	7	8	14	6	41	14	596	0	228	22	166	8158	190	9	101	140	24	108	69	122	0	1912	773	0	0	6	0	0	42	46	0	11	0	21	946508459573353	15078	4449	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000012.spe	24.04	7.52	1	0.018310	-0.003173	0.009788	0.093737	12058.39355	1.31	25	8	21	16	30	17	26	44	941	14	353	11	239	13154	151	0	134	164	0	0	112	152	19	2016	720	0	0	0	10	22	18	38	91	0	63	0	1051379372010888	15846	4843	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000013.spe	26.04	7.52	1	0.018310	-0.003173	0.009788	0.093737	13794.00781	1.25	0	0	17	11	26	13	28	73	1479	0	588	23	339	20557	174	0	138	198	18	112	143	225	49	2266	768	11	0	0	10	0	8	0	0	45	55	0	0	17290	5055	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000014.spe	28.04	7.52	1	0.018310	-0.003173	0.009788	0.093737	13942.59961	1.45	0	0	27	12	34	14	16	54	1551	14	519	0	376	20170	224	0	147	279	0	0	157	226	0	2633	771	0	0	0	0	0	0	18	66	0	15	0	0	16759	4855	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000015.spe	30.04	7.53	1	0.018310	-0.003173	0.009788	0.093737	15327.62891	1.30	35	20	24	9	44	0	40	76	1554	0	616	0	328	23209	268	0	207	277	7	0	74	204	16	2564	865	0	0	15	0	0	39	41	10	78	19	5	0	18568	5437	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000016.spe	32.04	7.54	1	0.018310	-0.003173	0.009788	0.093737	14417.37695	1.40	31	10	8	21	22	0	24	54	1193	0	620	16	253	21183	199	0	97	182	0	0	104	224	59	2295	702	0	0	0	0	46	81	24	53	28	85	24	1186947184519700	17751	5228	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000017.spe	34.04	7.55	1	0.018310	-0.003173	0.009788	0.093737	13910.00195	1.32	0	0	15	11	30	6	28	42	1225	16	572	16	287	20573	147	0	172	231	0	0	116	90	23	2349	848	0	0	0	0	25	18	50	54	35	84	7	280972965520032	16701	4998	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000018.spe	36.04	7.56	1	0.018310	-0.003173	0.009788	0.093737	13577.61719	1.26	25	17	29	24	25	11	34	49	1232	0	564	23	311	19781	220	0	162	126	12	165	110	109	12	2221	860	0	0	0	0	15	0	46	0	53	77	8	217814614734425	16327	5063	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000019.spe	38.04	7.56	1	0.018310	-0.003173	0.009788	0.093737	13783.20801	1.24	20	14	10	0	36	15	36	63	1235	0	542	7	317	18838	184	0	147	113	7	105	110	101	13	2240	907	6	0	18	25	5	0	7	0	0	70	23	862112442165617	16939	5054	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000020.spe	40.04	7.57	1	0.018310	-0.003173	0.009788	0.093737	13909.00098	1.27	0	0	11	0	47	0	40	46	1166	0	590	39	247	19219	192	0	123	72	63	131	120	137	42	2000	1005	0	0	0	0	9	0	44	0	87	81	8	1233070390610994	17643	5079	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000021.spe	42.04	7.58	1	0.018310	-0.003173	0.009788	0.093737	14344.87891	1.32	8	19	23	0	45	11	36	57	1106	0	591	0	274	19168	161	0	170	24	77	67	133	117	24	1883	825	0	0	0	0	20	0	47	0	87	41	12	1104741338312339	18354	5245	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000022.spe	44.04	7.58	1	0.018310	-0.003173	0.009788	0.093737	14950.34863	1.27	25	17	30	22	13	0	37	63	1151	15	560	15	302	19926	282	0	153	117	0	0	0	175	105	1856	891	0	0	0	0	0	0	59	50	0	35	7	623879121508490	18944	5344	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000023.spe	46.04	7.58	1	0.018310	-0.003173	0.009788	0.093737	14239.58594	1.24	0	0	19	6	18	0	20	56	1316	0	607	21	303	19750	220	0	190	129	0	0	44	175	53	1919	842	0	0	7	0	37	15	66	60	48	92	5	470686740166356	17380	5086	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000024.spe	48.04	7.59	1	0.018310	-0.003173	0.009788	0.093737	14178.58789	1.16	0	5	25	6	36	6	38	63	1651	8	751	20	349	24107	223	0	140	165	0	0	137	161	0	2433	998	0	0	11	0	5	16	37	0	89	106	0	919641732788	15958	5217	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000025.spe	50.04	7.60	1	0.018310	-0.003173	0.009788	0.093737	14673.76367	1.38	9	0	28	7	21	0	27	82	1768	0	756	38	364	24853	241	0	172	196	0	0	7	186	106	2538	895	0	0	26	21	28	45	70	25	62	58	0	194589771337672	16964	5218	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000026.spe	52.04	7.61	1	0.018310	-0.003173	0.009788	0.093737	15120.74316	1.32	23	10	30	0	23	0	18	77	1534	28	710	30	345	24589	134	0	157	174	11	23	33	128	46	2489	938	0	0	0	0	38	76	7	0	0	109	21	0	17867	5496	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000027.spe	54.04	7.60	1	0.018310	-0.003173	0.009788	0.093737	14842.35645	1.44	15	0	34	13	53	7	29	83	1328	5	644	16	312	22040	153	0	218	138	44	262	17	184	28	2132	799	6	0	0	0	31	0	20	0	143	104	19	498953338163325	17856	5139	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000028.spe	56.04	7.60	1	0.018310	-0.003173	0.009788	0.093737	15129.33887	1.24	0	13	9	0	30	8	16	52	1164	0	649	21	279	21059	366	0	177	158	0	0	78	186	149	2155	912	0	0	0	0	11	13	45	31	93	0	0	713399992781690	18994	5541	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000029.spe	58.04	7.58	1	0.018310	-0.003173	0.009788	0.093737	15079.94434	1.32	14	12	34	26	29	16	29	48	1370	14	593	38	373	22027	178	0	185	218	8	43	168	143	16	2582	830	0	0	0	29	24	11	46	82	61	74	0	0	18422	5355	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000030.spe	60.04	7.58	1	0.018310	-0.003173	0.009788	0.093737	14911.25195	1.34	0	0	0	0	21	0	30	81	1581	0	662	38	369	24202	126	0	224	167	0	0	32	155	49	2635	860	0	0	0	0	9	41	25	84	0	162	0	0	17365	5488	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000031.spe	62.04	7.57	1	0.018310	-0.003173	0.009788	0.093737	14727.56055	1.42	11	6	22	0	32	0	19	68	1644	0	683	23	374	25693	289	0	170	129	57	0	89	202	42	2462	899	0	0	0	0	23	0	62	121	11	82	0	0	16884	5240	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000032.spe	64.04	7.56	1	0.018310	-0.003173	0.009788	0.093737	14135.48926	1.38	31	8	32	19	38	0	9	53	1748	0	757	29	477	27201	94	0	150	170	0	82	0	145	0	2252	781	0	0	0	15	0	51	28	0	110	164	5	0	15572	5058	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000033.spe	66.04	7.53	1	0.018310	-0.003173	0.009788	0.093737	14084.29395	1.36	30	14	18	22	32	0	16	55	1658	0	664	9	386	24952	135	0	174	186	39	23	11	148	102	2548	772	0	0	0	0	0	23	52	35	82	129	6	0	16073	5225	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000034.spe	68.04	7.55	1	0.018310	-0.003173	0.009788	0.093737	14283.08105	1.34	0	0	23	27	43	9	42	77	1631	14	676	5	364	22748	224	0	147	209	85	78	126	241	0	2565	789	0	0	14	0	66	0	34	0	114	51	0	0	16667	5132	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000035.spe	70.04	7.55	1	0.018310	-0.003173	0.009788	0.093737	14241.78320	1.32	20	0	14	9	25	0	28	72	1839	0	704	0	395	24953	180	0	203	218	61	44	139	133	103	2533	842	0	0	0	0	44	0	11	10	50	135	0	0	15662	5091	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000036.spe	72.04	7.55	1	0.018310	-0.003173	0.009788	0.093737	14300.08301	1.32	0	0	17	0	24	0	32	75	1734	0	745	27	352	25289	133	0	108	169	54	12	98	131	152	2445	823	5	0	0	0	0	0	39	47	62	140	25	0	15605	5085	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000037.spe	74.04	7.55	1	0.018310	-0.003173	0.009788	0.093737	14697.36328	1.39	22	24	49	21	33	11	32	72	1566	7	683	23	306	24950	260	0	145	215	72	48	64	176	73	2424	800	0	0	14	0	26	70	56	0	91	56	0	161461419560116	16522	5195	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000038.spe	76.04	7.56	1	0.018310	-0.003173	0.009788	0.093737	14628.96582	1.35	0	0	18	0	27	5	38	59	1594	0	645	34	344	23943	207	0	183	191	0	0	34	171	59	2432	877	5	0	6	0	0	4	45	59	21	104	0	1020972887841605	16966	5449	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000039.spe	78.04	7.58	1	0.018310	-0.003173	0.009788	0.093737	14748.05859	1.43	10	10	17	9	36	9	51	57	1583	0	646	10	330	21888	269	0	202	167	0	99	140	233	40	2364	806	4	0	11	0	0	24	39	0	140	35	5	0	17879	5437	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000040.spe	80.04	7.56	1	0.018310	-0.003173	0.009788	0.093737	13593.41797	1.35	0	0	27	0	19	0	27	61	1246	0	532	0	299	18399	150	0	204	141	0	119	31	196	0	2360	878	0	0	0	0	25	56	79	0	82	60	0	0	16886	5369	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000041.spe	82.04	7.55	1	0.018310	-0.003173	0.009788	0.093737	14439.47266	1.31	33	0	23	18	26	11	44	80	1550	15	638	21	305	24030	237	0	96	146	0	167	87	190	56	2320	739	5	0	16	0	0	0	10	0	91	48	9	539714051250167	17065	5102	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000042.spe	84.04	7.55	1	0.018310	-0.003173	0.009788	0.093737	13627.31641	1.32	0	0	6	12	39	7	20	75	1738	0	744	25	357	25151	132	0	123	100	35	67	50	115	0	2213	887	0	0	0	0	0	14	86	0	0	143	7	21181320240443	15147	4976	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000043.spe	86.04	7.53	1	0.018310	-0.003173	0.009788	0.093737	13420.12695	1.38	22	19	20	6	33	0	15	72	1667	0	773	10	362	24947	298	0	60	106	24	0	56	81	71	2229	719	0	0	0	0	13	0	55	63	24	21	10	0	14520	4899	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000044.spe	88.04	7.54	1	0.018310	-0.003173	0.009788	0.093737	14196.78711	1.36	0	6	21	7	35	0	45	92	1581	18	673	18	368	22634	154	0	237	132	28	107	118	152	56	2511	862	0	0	0	14	36	0	0	0	89	106	0	1170123522071691	16276	5255	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000045.spe	90.04	7.54	1	0.018310	-0.003173	0.009788	0.093737	14579.06934	1.40	25	14	27	6	40	0	21	64	1554	0	658	6	303	23036	208	0	235	232	0	0	27	246	30	2637	857	0	0	6	32	17	44	54	68	55	93	4	0	17345	5290	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000046.spe	92.04	7.54	1	0.018310	-0.003173	0.009788	0.093737	14793.25781	1.35	0	0	12	0	36	0	19	89	1466	0	637	19	325	22128	279	0	286	268	66	0	111	204	54	2679	879	0	0	0	0	29	0	57	21	96	32	5	0	17342	5256	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000047.spe	94.04	7.55	1	0.018310	-0.003173	0.009788	0.093737	14833.65430	1.28	0	0	0	0	15	0	16	51	1329	0	570	15	324	22829	137	0	303	258	8	51	86	144	48	2645	902	0	0	10	0	44	27	19	41	64	99	9	140129611866169	17673	5270	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000048.spe	96.04	7.56	1	0.018310	-0.003173	0.009788	0.093737	14835.25293	1.37	0	0	0	4	21	0	37	85	1493	0	617	7	322	20986	243	7	308	219	71	0	43	217	55	2598	991	0	0	0	0	41	0	73	61	0	66	0	964465169945984	18035	5505	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000049.spe	98.04	7.57	1	0.018310	-0.003173	0.009788	0.093737	15078.34180	1.31	0	0	8	14	14	0	14	61	1805	5	703	0	344	22303	140	0	265	279	113	79	146	223	66	2846	974	10	0	0	0	6	0	0	0	0	99	0	0	17920	5528	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000050.spe	100.04	7.57	1	0.018310	-0.003173	0.009788	0.093737	15574.31836	1.54	0	0	7	0	21	0	24	89	1878	0	692	14	372	23864	207	0	258	300	36	102	124	250	63	2871	849	0	0	0	0	48	16	58	33	65	58	0	325110329920106	18463	5616	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000051.spe	102.04	7.57	1	0.018310	-0.003173	0.009788	0.093737	14666.16211	1.24	4	0	23	19	33	13	21	76	1558	0	649	48	294	22264	242	0	236	209	0	0	149	228	20	2621	834	0	0	7	0	26	59	5	26	17	86	0	0	17490	5102	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000052.spe	104.04	7.56	1	0.018310	-0.003173	0.009788	0.093737	14185.48828	1.36	0	5	24	8	17	13	27	98	1527	0	701	26	334	22807	264	0	123	206	0	0	0	135	99	2428	857	0	0	7	0	0	22	55	122	12	52	8	0	16712	4916	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000053.spe	106.04	7.57	1	0.018310	-0.003173	0.009788	0.093737	14521.26855	1.30	0	12	8	0	20	12	30	71	1468	0	621	17	314	22872	246	0	243	178	0	40	115	207	0	2215	956	0	0	0	0	0	17	90	25	38	65	10	1058008468243152	17272	5395	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000054.spe	108.04	7.57	1	0.018310	-0.003173	0.009788	0.093737	14775.85938	1.34	0	17	14	0	51	0	22	94	1376	0	687	0	318	22824	168	0	201	151	0	0	137	248	28	2193	913	0	0	0	26	16	60	54	87	103	58	0	0	17590	5513	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000055.spe	110.04	7.58	1	0.018310	-0.003173	0.009788	0.093737	14782.75781	1.45	7	13	26	21	32	6	47	49	1455	0	707	37	308	22262	208	0	206	221	0	82	0	202	103	2200	924	0	0	25	0	0	28	34	0	109	131	15	0	17844	5295	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000056.spe	112.04	7.59	1	0.018310	-0.003173	0.009788	0.093737	15024.34570	1.30	0	19	26	7	10	0	41	79	1709	0	629	10	364	22073	223	0	244	250	36	0	59	213	85	2288	870	14	0	0	0	26	13	53	60	82	67	0	488713177661130	18574	5600	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000057.spe	114.04	7.59	1	0.018310	-0.003173	0.009788	0.093737	15137.63770	1.42	14	0	10	5	28	0	38	69	1570	0	633	20	334	20882	178	0	241	249	0	0	97	239	81	2160	975	0	0	0	11	43	21	24	136	32	78	0	730314694416000	18930	5428	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000058.spe	116.04	7.60	1	0.018310	-0.003173	0.009788	0.093737	15511.32129	1.29	8	7	6	16	37	25	40	76	1458	15	540	10	239	19718	134	0	224	181	0	0	60	252	89	2303	842	4	0	15	17	10	48	21	82	53	143	18	419045223722123	20005	5561	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000059.spe	118.04	7.59	1	0.018310	-0.003173	0.009788	0.093737	15760.30762	1.47	20	10	18	0	23	12	40	47	944	0	502	0	246	18513	139	0	248	153	0	0	143	306	13	1907	887	0	0	0	0	0	46	44	105	0	87	19	508870150689516	20380	5468	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000060.spe	120.04	7.59	1	0.018310	-0.003173	0.009788	0.093737	16249.88379	1.30	0	10	4	5	21	0	48	64	1451	10	602	7	301	22067	169	0	257	267	0	47	122	195	6	2083	730	0	0	0	11	15	119	82	27	123	110	0	0	20408	5509	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000061.spe	122.04	7.59	1	0.018310	-0.003173	0.009788	0.093737	15261.83398	1.29	0	7	24	14	31	0	37	37	1154	6	497	23	270	17375	143	0	205	205	0	0	147	197	19	1959	840	8	0	0	18	78	44	68	78	28	67	12	47349322174834	20438	5654	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000062.spe	124.04	7.61	1	0.018310	-0.003173	0.009788	0.093737	14547.66797	1.55	0	6	22	13	50	9	53	69	1303	9	492	31	246	19038	229	0	151	207	22	0	106	166	27	2215	880	7	0	33	0	15	0	17	150	0	38	0	0	18804	5288	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000063.spe	126.04	7.59	1	0.018310	-0.003173	0.009788	0.093737	14521.96875	1.56	0	0	18	13	40	19	40	54	1562	7	570	37	303	20770	170	0	204	190	26	0	26	196	113	2339	896	5	0	7	0	21	9	12	105	46	68	16	942610938802463	18202	5335	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000064.spe	128.04	7.55	1	0.018310	-0.003173	0.009788	0.093737	14462.77344	1.23	17	0	5	0	37	0	33	55	1630	0	555	14	326	19180	109	0	223	279	5	55	40	172	126	2577	851	0	0	26	0	34	56	38	73	56	105	0	235541471088366	18276	5484	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000065.spe	130.04	7.54	1	0.018310	-0.003173	0.009788	0.093737	15134.84082	1.29	28	23	25	15	37	0	24	54	1560	17	556	24	391	21560	215	0	235	284	0	0	68	198	88	2928	791	4	0	8	0	27	0	0	24	60	142	6	1270328555438871	18459	5329	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000066.spe	132.04	7.53	1	0.018310	-0.003173	0.009788	0.093737	15102.74219	1.33	0	0	23	0	39	0	29	54	1607	0	561	12	327	20534	136	0	351	315	50	103	47	208	20	2639	723	5	0	0	0	48	15	56	44	0	126	10	758417318907613	18680	5462	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000067.spe	134.04	7.53	1	0.018310	-0.003173	0.009788	0.093737	15104.83984	1.37	17	17	26	6	40	18	20	94	1933	0	659	41	362	23211	252	0	214	284	0	0	110	167	58	2925	893	7	0	0	36	45	0	18	77	104	87	8	1246444952272596	17827	5249	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000068.spe	136.04	7.53	1	0.018310	-0.003173	0.009788	0.093737	15091.54297	1.41	19	19	37	11	37	0	51	65	2002	0	706	25	378	24109	200	0	256	395	0	36	6	299	64	3114	896	12	0	0	16	9	30	97	0	102	131	0	1212403359086910	17681	5299	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000069.spe	138.04	7.52	1	0.018310	-0.003173	0.009788	0.093737	14880.85352	1.42	18	6	39	10	32	0	8	61	2058	0	676	19	388	23973	233	0	212	318	10	0	68	227	113	3204	792	0	0	0	0	19	55	66	138	49	57	6	0	17560	5261	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000070.spe	140.04	7.53	1	0.018310	-0.003173	0.009788	0.093737	15192.73828	1.40	0	0	25	0	35	5	53	78	1944	0	652	39	367	25172	210	0	234	376	0	76	67	261	86	3207	952	19	0	0	21	42	50	75	25	102	123	0	0	17188	5388	
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000071.spe	142.04	7.52	1	0.018310	-0.003173	0.009788	0.093737	15266.13184	1.30	0	10	32	33	49	10	31	59	1980	0	616	22	377	21265	142	0	339	404	46	0	85	247	40	3427	879	0	0	0	0	53	5	83	100	22	79	0	0	18298	5488	
