"Record","Section","Strat_Depth_cm","SH20_95CI_min_age","SH20_95CI_max_age","SH20_median_age","SH20_mean_age","Type","Group","Guano_Zone","Guano_Sum","Si","Ti","Al","Fe","Mn","Mg","Ca","Na","K","P","S","Cl","Location","Location1","Location2","Reference"
"YAN","YAN 8B-I",297,7774.86,8502.19,8087.55,8096.96,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",24.9044351688,0.528612493626,8.3620077842,6.74694968668,0.090610758693,2.5809552176,4.2169005277,0.43769182096,1.00447241169,0.100811113326,0.086587762381,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",299,7862.69,8573.33,8154.46,8165.22,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.78699726875,0.48546045333,7.62636279559,6.17952189045,0.149469029297,2.5568341408,6.96860680425,0.48962135904,0.83844391389,0.085536702216,0.062563412125,0.04,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",301,7940.29,8640.38,8229.9,8241.28,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",24.2406908381,0.538801169807,8.38846983415,6.59149001648,0.098355267983,2.683469794,4.80297822816,0.45994733728,1.06258238592,0.091210054914,0.049049715106,0.03,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",303,7991.1,8756.11,8300.66,8317.33,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",23.69380290365,0.560377189955,8.54724213385,6.7624956537,0.105325326344,2.5568341408,5.22466828093,0.4080177992,1.23691230861,0.10037470158,0.050551236997,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",305,8063.65,8866,8395.89,8410.56,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.31957168375,0.547791178202,8.28791404434,6.42825736277,0.137077814433,2.4543195644,6.432560127,0.370925272,1.21200803394,0.114339877452,0.042543120245,0.05,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",307,8105.97,9018.61,8482.98,8503.79,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",23.48813564625,0.55738052049,8.74835371347,6.83245250529,0.112295384705,2.6593487172,4.90304027458,0.43027331552,1.26181658328,0.103865995548,0.033033481602,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",309,8164.57,9168.22,8567.47,8596.74,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.62807256985,0.549589179881,8.25086717441,6.69253880211,0.133205559788,2.442259026,5.83218784848,0.38576228288,1.20370660905,0.10692087777,0.029529930523,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",311,8223.29,9284.98,8664.56,8689.43,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",23.97425825465,0.542397173165,8.42551670408,6.64590090105,0.107648679131,2.593015756,4.97451316488,0.47478434816,1.15389805971,0.096446995866,0.031031452414,0.01,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",313,8270.25,9430.08,8758.23,8782.11,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.42240531245,0.523817822482,8.03917077481,6.49821421436,0.151792382084,2.472410372,6.27531976834,0.370925272,1.08748666059,0.123504524118,0.023023335662,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",315,8352.6,9509.52,8853.26,8875.4,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.66546661665,0.538201835914,8.16089620458,6.66921985158,0.135528912575,2.41210768,5.76071495818,0.35608826112,1.15389805971,0.107357289516,0.036036525384,0.04,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-I",319,8458.8,9738.53,9044.88,9061.82,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",23.03005857295,0.553185183239,8.0973872847,6.36607349469,0.12391214864,2.3035628344,5.717831224,0.370925272,1.12899378504,0.118267583166,0.06006087564,0.04,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",321,8526.61,9834.97,9142.91,9154.79,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.8571111065,0.520221819124,7.98095426492,6.18729487396,0.127784403285,2.1588363736,6.18240501095,0.30415872304,1.29502228284,0.092082878406,0.067568485095,0.09,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",323,8576.2,9970.15,9236.77,9247.77,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",21.34732646695,0.574161869494,8.09209487471,6.69253880211,0.141724520007,2.291502296,6.99719596037,0.47478434816,1.14559663482,0.127868641578,0.03503551079,0.06,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",325,8661.67,10037.79,9339.94,9341.82,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.07651037955,0.523817822482,8.16618861457,6.28057067608,0.145596774652,2.4965314488,6.26817247931,0.3338327448,1.10408951037,0.07855411428,0.016016233504,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",327,8722.32,10127.63,9439.28,9435.87,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",23.0627783639,0.544794508737,8.24028235443,6.59926299999,0.110746482847,2.5508038716,5.26040472608,0.43027331552,0.97956813702,0.108230113008,0.023523842959,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",329,8794.32,10218.35,9538.04,9529.13,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",21.59973628285,0.585549213461,8.80657022336,6.98013919198,0.116942090279,2.5809552176,5.51770713116,0.556387908,0.96296528724,0.11564911269,0.038539061869,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",331,8863.76,10300.21,9642.57,9621.6,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",21.61843330625,0.559777856062,8.28791404434,6.85577145582,0.138626716291,2.5568341408,6.41826554894,0.52671388624,0.85504676367,0.105175230786,0.03503551079,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",333,8907.32,10410.09,9738.65,9714.06,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",21.86149461045,0.557979854383,8.08151005473,6.94904725794,0.129333305143,2.5809552176,6.18955229998,0.43769182096,0.830142489,0.109975759992,0.025525872147,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",335,8990.46,10474.33,9847,9808.54,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",20.5947712751,0.560377189955,8.43080911407,7.00345814251,0.130107756072,2.6653789864,6.86854475783,0.4822028536,0.80523821433,0.133541994276,0.033533988899,0.02,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",337,9050.59,10564.29,9955.08,9903.01,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",21.976013878775,0.546592510416,7.79571991527,6.610922475255,0.121588795853,2.3940168724,6.84710289074,0.43769182096,0.817690351665,0.108230113008,0.0402908374085,0.035,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",339,9121.78,10649.59,10050.82,9994.03,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",20.69293064795,0.560976523848,8.30379127431,7.11227991165,0.135528912575,2.4905011796,6.99004867134,0.60089894064,0.85504676367,0.096883407612,0.050551236997,0.1,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",341,9192.39,10714.15,10147.92,10081.61,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.2588063577,0.516026481873,8.29320645433,6.73140371966,0.121588795853,2.5447736024,6.04660651938,0.68250250048,0.7471282401,0.094264937136,0.037538047275,0.03,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",343,9251.22,10803.29,10240.45,10169.19,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",23.0721268756,0.507036473478,8.19265066452,6.67699283509,0.106874228202,2.4784406412,5.45338152989,0.58606192976,0.78033393966,0.086845937454,0.043544134839,0.01,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",345,9309.57,10841.11,10305.78,10230.79,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.04846484445,0.462685765396,8.8383246833,6.4515763133,0.113844286563,2.3337141804,6.02516465229,0.94215019088,0.56449689252,0.070262291106,0.041041598354,0.03,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",347,9362.68,10887.74,10372.95,10292.39,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.6140498023,0.448301751964,8.43610152406,6.56039808244,0.109197580989,2.3638655264,5.66780020079,0.94956869632,0.48978406851,0.062843291424,0.020520799177,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",349,9421.88,10937.55,10430.43,10347.9,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.71220917515,0.496847797297,8.27732922436,6.16397592343,0.132431108859,2.2070785272,6.20384687804,0.68250250048,0.86334818856,0.0872823492,0.097598922915,0.12,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",351,9467.81,10986.25,10480.32,10397.31,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.4925191502,0.518423817445,8.38846983415,6.20284084098,0.120814344924,2.1950179888,6.09663754259,0.61573595152,0.93806101257,0.078990526026,0.031531959711,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",353,9510.21,11051.53,10527.09,10446.73,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",22.6420953374,0.502841136227,8.51019526392,6.38161946171,0.115393188421,2.26135095,5.69638935691,0.82345410384,0.85504676367,0.083791055232,0.027027394038,NA,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
"YAN","YAN 8B-II",355,9551.94,11092.35,10568.98,10488.28,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",20.2769218773,0.446503750285,8.33554573425,6.65367388456,0.143273421865,2.41210768,7.51180077053,1.03117225616,0.59770259208,0.06982587936,0.049550222403,0.07,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)"
