C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data     07/08/2013  re-evaluated data																																																							
peakarea																																																							
filename	position (mm)	sample surface	validity	revalidity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Y	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000274.spe	548.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	15075.22559	1.29	0	18	22	30	31	7	73	50	2312	15	489	0	30	355	19083	232	0	260	337	0	75	65	239	7	3194	89	763	6	0	20	54	0	25	20	62	33	12	0	0	58	56	10	3.19E+14	19060	5339
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000275.spe	550.04	7.66	1	1	0.018306	-0.003173	0.009933	0.093737	15487.72266	1.51	0	0	10	5	60	0	44	68	2533	0	493	38	20	398	19319	220	7	419	541	14	164	113	261	12	3499	72	895	0	0	0	0	25	87	31	93	122	13	65	0	0	21	5	0	19482	5526
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000276.spe	552.04	7.64	1	1	0.018306	-0.003173	0.009933	0.093737	15981.19824	1.51	0	0	37	10	24	10	53	57	2415	0	459	5	14	389	18830	150	16	357	525	40	253	130	271	39	4028	0	950	0	0	0	18	16	62	45	107	121	0	0	0	172	62	16	0	20704	5717
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000277.spe	554.04	7.62	1	1	0.018306	-0.003173	0.009933	0.093737	17093.33984	1.41	0	0	37	0	52	0	50	75	2442	0	562	32	16	468	21659	206	4	481	498	97	42	89	419	61	4289	0	995	0	0	0	0	20	0	31	104	53	75	0	0	79	137	8	9.00E+14	21940	5880
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000278.spe	556.04	7.55	1	1	0.018306	-0.003173	0.009933	0.093737	18153.38867	1.36	0	0	25	17	32	0	8	70	2708	0	536	13	0	478	23066	319	0	440	613	18	71	153	308	107	4285	0	857	0	0	11	0	21	34	111	114	133	77	132	0	0	6	0	0	22692	6310
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000279.spe	558.04	7.52	1	1	0.018306	-0.003173	0.009933	0.093737	17868.90039	1.38	18	31	30	6	76	0	40	83	2901	0	561	21	0	457	22323	52	0	450	669	0	133	141	380	163	3915	0	839	10	0	7	27	9	56	74	80	102	0	50	0	0	196	9	8.33E+14	23223	6303
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000280.spe	560.04	7.52	1	1	0.018306	-0.003173	0.009933	0.093737	16930.55078	1.5	5	15	38	17	92	4	28	86	2791	0	583	48	10	431	24310	192	0	467	484	0	57	197	427	0	3995	0	860	0	0	0	0	22	36	79	133	38	65	0	0	94	87	0	0	20783	5704
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000281.spe	562.04	7.53	1	1	0.018306	-0.003173	0.009933	0.093737	14935.15039	1.49	0	0	25	24	38	0	39	65	2615	0	580	0	29	413	20969	164	0	385	466	0	63	107	470	126	4037	39	799	0	0	0	0	31	110	73	44	45	44	40	93	81	89	0	0	17969	4946
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000282.spe	564.04	7.53	1	1	0.018306	-0.003173	0.009933	0.093737	12076.79395	1.46	5	0	16	13	10	0	37	16	1397	0	301	15	11	242	12239	158	0	190	204	7	0	71	279	0	3039	0	767	0	0	0	0	23	0	24	15	30	36	30	0	0	33	16	0	15946	4594
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000283.spe	566.04	7.53	1	1	0.018306	-0.003173	0.009933	0.093737	15795.20508	1.5	34	31	47	27	54	0	51	49	2745	0	587	21	12	496	23376	186	0	431	401	83	113	191	268	105	3700	21	825	0	0	0	0	23	0	70	21	83	0	0	6	109	152	31	6.85E+14	18922	5395
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000284.spe	568.04	7.55	1	1	0.018306	-0.003173	0.009933	0.093737	15874.10352	1.49	0	0	28	26	57	0	56	65	2867	0	668	45	0	441	23987	261	0	297	363	52	191	109	457	0	3707	63	921	5	0	0	17	0	22	20	93	25	0	10	0	29	48	8	0	19390	5609
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000285.spe	570.04	7.55	1	1	0.018306	-0.003173	0.009933	0.093737	15700.11133	1.51	0	0	12	25	55	7	55	88	2779	9	560	37	6	418	22612	307	0	319	347	12	31	126	242	163	3773	0	859	6	0	0	0	0	20	124	97	73	81	0	0	21	0	0	0	19081	5388
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000286.spe	572.04	7.55	1	1	0.018306	-0.003173	0.009933	0.093737	15940.19824	1.49	17	15	38	11	61	4	47	88	2785	0	611	32	0	381	26958	351	0	302	281	0	38	105	277	62	3495	0	829	0	0	0	0	0	0	91	28	66	51	0	0	74	36	15	1.42E+14	18664	5292
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000287.spe	574.04	7.55	1	1	0.018306	-0.003173	0.009933	0.093737	15691.41309	1.44	29	15	59	18	47	0	48	97	2945	9	662	0	22	408	27656	219	0	307	405	47	13	152	321	184	3482	0	1017	0	0	0	34	28	6	0	29	10	105	49	41	11	178	9	0	17579	5092
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000288.spe	576.04	7.63	1	1	0.018306	-0.003173	0.009933	0.093737	12808.55762	1.29	11	17	17	17	52	8	41	66	2052	0	417	20	0	343	15525	187	0	249	363	70	50	55	279	29	3056	15	731	0	0	6	0	30	0	57	60	0	0	59	13	0	47	20	0	16314	4805
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000289.spe	578.04	7.64	1	1	0.018306	-0.003173	0.009933	0.093737	13688.6123	1.64	0	0	16	6	33	0	72	68	2231	7	466	19	29	365	17342	192	0	221	443	0	167	83	204	13	3218	0	803	21	0	25	21	0	40	39	62	59	0	0	0	21	54	11	1.09E+15	16921	5079
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000290.spe	580.04	7.64	1	1	0.018306	-0.003173	0.009933	0.093737	12988.04883	1.39	0	0	15	7	40	0	53	53	2452	0	518	24	12	375	18764	143	0	300	371	16	71	60	232	74	2893	53	638	11	0	12	0	61	73	103	66	91	4	98	0	0	59	12	2.45E+13	15095	4447
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000291.spe	582.04	7.65	1	1	0.018306	-0.003173	0.009933	0.093737	11116.54199	1.23	0	0	21	18	31	0	77	63	1796	0	397	0	5	267	16900	197	0	220	187	16	26	117	161	27	2404	54	740	0	0	0	5	0	0	21	51	12	39	39	0	0	67	0	2.01E+15	12996	3945
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000292.spe	584.04	7.65	1	1	0.018306	-0.003173	0.009933	0.093737	13066.14355	1.47	0	0	23	8	46	20	43	65	2184	11	482	25	27	314	19751	270	0	265	276	50	97	198	263	17	3075	0	709	18	0	0	0	0	22	10	93	32	23	75	15	0	19	0	4.80E+14	15144	4680
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000293.spe	586.04	7.66	1	1	0.018306	-0.003173	0.009933	0.093737	14202.08496	1.45	23	27	31	29	59	14	36	65	2277	0	596	13	25	334	23389	208	0	234	236	0	77	114	193	0	3147	0	865	0	0	0	29	62	23	22	27	71	48	0	0	59	72	0	7.21E+14	16236	4754
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000294.spe	588.04	7.66	1	1	0.018306	-0.003173	0.009933	0.093737	14914.65137	1.49	17	15	33	16	41	20	45	72	2773	0	716	38	39	411	27739	281	0	271	299	48	0	98	253	121	3094	47	812	0	0	0	0	0	39	82	77	110	134	153	24	0	71	22	7.65E+14	16762	5009
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000295.spe	590.04	7.67	1	1	0.018306	-0.003173	0.009933	0.093737	14958.54785	1.74	0	0	36	17	44	0	48	53	2563	0	645	44	16	408	26588	137	0	274	285	31	54	162	263	11	3051	54	942	4	0	14	22	30	16	31	59	76	66	0	0	13	148	10	5.22E+14	17326	5217
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000296.spe	592.04	7.69	1	1	0.018306	-0.003173	0.009933	0.093737	15184.6377	1.53	0	7	46	35	69	9	56	98	2655	0	640	50	22	409	26525	382	0	304	302	14	50	67	209	10	3133	35	902	11	0	7	7	0	20	82	61	44	62	0	0	54	9	0	0	17397	5361
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000297.spe	594.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	15140.94141	1.49	20	17	28	37	37	0	36	84	2928	0	698	34	0	457	26923	130	0	221	311	0	29	128	272	105	3341	58	823	0	0	0	24	15	43	42	95	51	49	0	0	82	148	0	0	16918	5102
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000298.spe	596.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	15269.5332	1.37	8	0	52	23	57	9	30	79	3126	0	648	32	22	485	27090	312	0	296	358	40	23	0	317	64	3650	0	807	7	0	0	0	18	27	124	69	31	93	86	72	0	74	0	0	16973	4975
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000299.spe	598.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	15804.30566	1.54	9	11	43	31	35	4	39	102	3189	0	673	0	19	508	29851	215	0	371	343	19	45	170	265	50	3614	58	1029	0	0	6	0	18	53	97	84	94	27	0	0	37	99	0	1.26E+15	17642	5246
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000300.spe	600.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	15547.31934	1.44	6	0	41	29	43	0	15	105	3489	0	657	34	0	547	25649	289	0	411	480	0	0	141	316	73	3994	0	963	0	0	0	17	9	57	36	99	70	116	0	10	74	91	0	0	17742	5408
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000301.spe	602.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	14954.04785	1.42	7	0	31	9	58	0	36	115	3293	0	639	25	22	505	26247	282	17	328	428	0	0	78	247	40	3403	69	812	0	0	10	8	0	78	54	38	40	90	67	22	23	45	4	0	16615	5120
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000302.spe	604.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	14734.16113	1.48	0	0	13	4	44	0	63	94	2747	0	775	33	24	424	25115	238	0	279	327	46	0	76	188	28	3155	44	907	9	0	0	0	8	0	86	54	12	72	0	7	52	80	20	4.18E+14	16575	5060
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000303.spe	606.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	15034.84277	1.51	5	13	24	21	36	7	51	107	3046	0	790	48	20	478	28505	274	0	188	213	11	23	59	126	0	2992	42	744	0	0	0	0	25	0	10	0	17	31	0	0	26	31	0	1.22E+14	16579	5249
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000304.spe	608.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	14740.66113	1.4	19	30	34	33	35	9	85	93	2557	0	623	29	9	402	23130	248	0	248	237	64	19	39	169	123	3052	55	863	0	0	0	0	0	14	72	29	100	32	62	21	93	102	7	0	17729	5314
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000305.spe	610.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	14045.19336	1.41	0	0	9	8	28	0	78	75	2392	0	602	26	22	414	22238	218	0	261	316	0	0	125	94	0	2727	73	759	5	0	0	23	10	66	40	46	81	71	0	46	102	80	7	0	16502	4871
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000306.spe	612.04	7.74	1	1	0.018306	-0.003173	0.009933	0.093737	13525.32227	1.51	12	19	47	29	50	15	69	54	2251	0	644	38	26	339	23201	163	0	176	211	11	54	124	207	0	2545	90	841	12	0	11	0	33	49	51	25	53	0	105	91	53	46	0	2.38E+14	15316	4796
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000307.spe	614.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	13329.0293	1.42	0	0	28	18	27	14	72	61	1835	0	534	33	22	305	21004	158	33	205	255	0	110	95	201	60	2539	97	671	0	0	0	17	10	96	68	100	18	31	0	0	106	86	0	0	15904	4967
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000308.spe	616.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	12983.84668	1.37	0	6	15	10	9	6	58	48	1717	0	543	20	19	296	21073	159	0	152	155	97	90	85	189	81	2253	30	883	0	0	0	0	0	0	59	94	31	5	0	13	154	62	0	0	15882	4943
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000309.spe	618.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	13356.33008	1.31	8	0	36	20	27	0	50	83	2028	0	747	53	14	350	24407	264	0	151	172	0	37	127	174	18	2254	0	735	10	0	0	7	0	60	0	40	55	30	57	0	0	77	0	0	15196	4910
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000310.spe	620.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	13748.1084	1.37	0	0	38	5	59	0	51	102	2276	0	778	18	31	432	27010	369	0	131	187	32	0	0	151	0	2114	79	942	13	0	0	0	8	15	6	57	32	51	95	46	0	52	5	0	15026	4855
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000311.spe	622.04	7.67	1	1	0.018306	-0.003173	0.009933	0.093737	13885.20215	1.35	6	14	37	7	52	7	58	90	2242	0	781	45	13	395	26457	146	0	108	170	49	47	80	83	0	2084	0	826	7	0	0	19	22	31	21	67	24	0	0	0	65	157	10	0	15203	5097
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000312.spe	624.04	7.67	1	1	0.018306	-0.003173	0.009933	0.093737	13541.4209	1.38	0	8	27	0	21	0	56	100	2160	0	830	63	0	376	27322	180	16	119	162	39	152	126	129	27	2013	82	824	0	0	0	6	11	41	40	76	60	0	0	0	115	145	0	0	14667	4825
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000313.spe	626.04	7.67	1	1	0.018306	-0.003173	0.009933	0.093737	13612.71582	1.46	6	0	29	0	43	8	42	116	2236	7	840	27	16	419	28602	198	0	105	141	0	203	50	165	92	1966	64	975	0	0	0	0	8	61	73	73	60	0	17	0	89	114	0	9.36E+14	14348	4975
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000314.spe	628.04	7.67	1	1	0.018306	-0.003173	0.009933	0.093737	13685.91113	1.35	14	0	45	7	33	9	49	101	2439	0	919	5	42	374	29721	283	0	119	174	12	26	91	74	118	2079	74	983	9	0	0	0	24	61	6	76	34	45	10	91	97	103	15	0	13982	4784
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000315.spe	630.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	14327.97852	1.55	9	24	60	25	32	21	53	121	2577	0	916	36	25	448	31011	253	0	91	196	0	91	20	174	0	2207	47	841	0	0	0	19	8	50	67	67	25	17	99	0	46	124	0	6.78E+14	14939	5072
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000316.spe	632.04	7.65	1	1	0.018306	-0.003173	0.009933	0.093737	13974.29688	1.48	0	15	47	9	35	17	64	83	2318	0	907	0	29	421	28797	212	0	161	162	83	57	15	115	0	2144	38	863	0	0	0	0	70	6	41	28	52	18	52	0	42	136	0	0	15172	5074
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000317.spe	634.04	7.65	1	1	0.018306	-0.003173	0.009933	0.093737	14089.99219	1.47	13	10	37	9	48	0	39	67	2262	0	904	35	5	438	28697	221	0	137	188	109	44	135	206	48	2230	235	891	0	0	0	0	0	50	74	138	64	51	17	0	0	149	0	1.43E+14	14865	4861
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000318.spe	636.04	7.64	1	1	0.018306	-0.003173	0.009933	0.093737	13527.91992	1.43	10	0	31	0	16	7	45	76	2162	0	851	36	30	411	27801	380	0	110	174	5	64	107	96	38	1838	0	763	0	0	0	0	42	55	71	29	27	0	0	8	111	0	0	6.69E+14	14131	4982
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000319.spe	638.2	7.62	0	1	0.018306	-0.003173	0.009933	0.093737	8745.75977	1.25	0	7	0	12	6	5	76	22	268	0	150	0	0	54	6126	81	0	39	71	85	22	90	80	9	1449	12	824	0	0	5	13	12	0	24	46	16	51	0	13	44	0	0	2.53E+14	12413	4361
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000320.spe	640.04	7.59	0	1	0.018306	-0.003173	0.009933	0.093737	7302.33398	1.25	0	0	0	0	4	0	80	0	0	0	0	0	0	9	608	56	0	19	28	10	7	34	38	102	1345	63	782	0	0	0	0	0	0	18	27	19	33	36	64	0	0	0	5.60E+14	10756	4078
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000321.spe	642.1	7.59	0	1	0.018306	-0.003173	0.009933	0.093737	6961.0498	1.07	16	23	11	14	13	0	76	0	4	0	0	0	6	0	219	33	9	14	11	0	0	0	6	49	1228	30	588	0	0	4	0	9	23	19	0	11	51	0	0	0	0	4	0	10725	4025
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000322.spe	644.04	7.76	0	1	0.018306	-0.003173	0.009933	0.093737	6106.49414	1.03	6	0	18	0	0	0	59	0	0	0	0	0	0	0	151	0	0	10	8	0	0	0	83	0	1151	0	575	0	0	0	11	4	9	11	19	0	39	32	0	0	0	0	2.98E+14	9030	3535
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000323.spe	646.2	7.89	0	1	0.018306	-0.003173	0.009933	0.093737	5771.41016	0.99	6	15	0	0	9	0	82	0	0	0	4	0	5	0	116	16	0	8	0	27	0	15	29	61	1062	65	739	0	0	0	0	6	0	0	0	0	6	5	0	0	0	0	0	8623	3309
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000324.spe	648.1	7.92	0	1	0.018306	-0.003173	0.009933	0.093737	6805.25781	1.08	12	14	18	12	19	38	78	0	10	4	0	0	0	0	160	19	4	0	22	0	0	0	0	0	1076	63	718	0	0	0	18	10	15	10	0	0	56	0	0	0	0	18	0	10258	3881
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000325.spe	650.2	7.97	0	1	0.018306	-0.003173	0.009933	0.093737	5900.2041	1.64	0	0	0	0	7	1108	81	0	25	0	5	0	5	17	202	7	0	10	137	29	0	24	0	0	174	60	534	0	0	4	5	0	0	0	0	17	236	0	37	5	6	0	5.54E+14	9112	2404
