"P","S","Si","K","Ca","Ti","V","Mn","Fe","Co","Cu","Zn","Br","Sr","Zr","Mo inc","Mo coh","coh_inc","cps_sum","depth","label"
0.000768259891346101,0.00334741809800801,0.00164627119574165,0.0020304011414147,0.0758382264171651,0.00779235032651045,0.000823135597870823,0.0117434011962904,0.398178126543379,0.00828623168523295,0.0248038193491741,0.0339680623388026,0.0189321187510289,0.279646600449981,0.0535586895681282,1,0.272238380069143,0.272238380069143,40479,178,"S1"
0.000936658470905046,0.00210748155953635,0.001346446551926,0.00234164617726262,0.0950122936424306,0.0114740662685868,0.000351246926589392,0.0122351012761972,0.409202669476642,0.00509308043554619,0.0289778714436249,0.0386371619248332,0.0203137805877532,0.308980213089802,0.0368809272918862,1,0.271104086172579,0.271104086172579,39103,180,"S1"
0.00132951523829004,0.00199427285743506,0.000613622417672326,0.00204540805890775,0.100531806095316,0.00879525465330333,0.00102270402945388,0.0141644508079362,0.396911433831049,0.00265903047658008,0.0290447944364901,0.0508283902638576,0.0214256494170587,0.35763959910002,0.0358969114338311,1,0.269840458171405,0.269840458171405,45486,182,"S1"
0.00101227938911139,0.00101227938911139,0.00123234012587474,0.00237665595704414,0.111042647770785,0.0127195105849214,0.0015844373046961,0.015976409489019,0.479512345407332,0.00360899608291889,0.0361339729765415,0.0583601073896395,0.0261432155274856,0.369261916288896,0.0450684388891334,1,0.277672637647991,0.277672637647991,56561,184,"S1"
0.00111499670569155,0.00197658506918048,0.00030409001064315,0.00603111854442248,0.187724899903705,0.0167249505853733,0.0018245400638589,0.0247326541989762,0.763823425067153,0.016116770564087,0.0507830317774061,0.0710556991536161,0.024327200851452,0.354467589073032,0.0405960164208606,1,0.274897369621408,0.274897369621408,56832,186,"S1"
0.00214110929853181,0.00259991843393148,0.00188621533442088,0.00494494290375204,0.172359298531811,0.0171288743882545,0.000305872756933116,0.0218699021207178,0.730118270799347,0.0083605220228385,0.0408849918433931,0.0603588907014682,0.0177406199021207,0.332228792822186,0.0397634584013051,1,0.273756117455139,0.273756117455139,54223,188,"S1"
0.0025808336579665,0.00267822360732372,0.00155823918971562,0.00496688741721854,0.170091546552396,0.0192345149980522,0,0.0239579275418777,0.65168484612388,0.00335995325282431,0.0467958706661473,0.0651051811453058,0.0270257109466303,0.343591741332295,0.046455005843397,1,0.273714452668485,0.273714452668485,55664,190,"S1"
0.00145232371794872,0.00300480769230769,0.00120192307692308,0.00575921474358974,0.212439903846154,0.0207832532051282,0.00220352564102564,0.0294471153846154,0.761969150641026,0.0117688301282051,0.0486778846153846,0.082431891025641,0.034004407051282,0.369591346153846,0.0424679487179487,1,0.278145032051282,0.278145032051282,58812,192,"S1"
0.00118057117157634,0.001798965594783,0.00118057117157634,0.00314818979087025,0.100798290982685,0.0114121879919047,0.00157409489543512,0.0139982010344052,0.389869574994378,0.00505959073532719,0.0277153136946256,0.0432876096244659,0.0199572745671239,0.327692826624691,0.041376208680009,1,0.275241736001799,0.275241736001799,40919,194,"S1"
0.00108571738776396,0.00369143911839748,0.00152000434286955,0.00401715433472667,0.0982574235926388,0.0102600293143695,0.00195429129797514,0.0149828999511427,0.453395581130232,0.00640573258780739,0.0281200803430867,0.04489441398404,0.019705770587916,0.32962379892514,0.0422886922534064,1,0.284295097985994,0.284295097985994,43790,196,"S1"
0.00131350811748017,0.00183891136447223,0.00115588714338255,0.00294225818315557,0.0843272211422267,0.00840645195187306,0,0.00993012136815006,0.459675300793359,0.00593705669101035,0.0274260494929859,0.0378290337834288,0.0219618557242684,0.341879892817738,0.0391425419009089,1,0.279672148373877,0.279672148373877,44606,198,"S1"
0.001537564286093,0.00190870049308096,0.00190870049308096,0.00408249827686761,0.169715285509782,0.0218440167541488,0,0.0225862891681247,0.883781347754626,0.0063093155187954,0.049626212820105,0.056571761836594,0.0295848576427549,0.323577753035364,0.0449605005036849,1,0.266740893908064,0.266740893908064,55070,200,"S1"
0.000719142259414226,0.00268043933054393,0.000784518828451883,0.00215742677824268,0.0901542887029289,0.00993723849372385,0.00196129707112971,0.0128791841004184,0.626895920502092,0.00980648535564854,0.0282426778242678,0.0370031380753138,0.0270005230125523,0.292037133891213,0.0449137029288703,1,0.279680962343096,0.279680962343096,38416,202.06,"S1"
0,0.00145348837209302,0.000484496124031008,0.00230135658914729,0.0602592054263566,0.00884205426356589,0,0.00981104651162791,0.42078488372093,0.00417877906976744,0.0255571705426357,0.0339752906976744,0.0189559108527132,0.315528100775194,0.0416666666666667,1,0.279796511627907,0.279796511627907,37350,204,"S1"
0.000664316010015841,0.00173744187234912,0.001277530788492,0.00214625172466656,0.117379528846645,0.0120598906433645,0.000766518473095202,0.0171189125657928,0.628698451632684,0.00986253768715826,0.0369972916347284,0.0446624763656804,0.0245285911390465,0.267668250804844,0.038019316265522,1,0.270785425928765,0.270785425928765,49070,214,"S1"
0.000717394423454015,0.00205653068056818,0.000478262948969343,0.00463915060500263,0.125496197809556,0.0159739824955761,0.000239131474484672,0.0166435506241331,0.770003347840643,0.00583480797742599,0.0321870964656368,0.0538524080539481,0.0266392462575924,0.265962025921852,0.0448132383184275,1,0.264814194844325,0.264814194844325,55913,216,"S1"
0.000512178465740952,0.000398361028909629,0,0.000853630776234919,0.0302754381971318,0.00608923287047576,0.000512178465740952,0.00563396312315047,0.354598224447985,0.00722740723878898,0.0120077395857045,0.0178693375825176,0.0188367857955839,0.237138629638061,0.052925108126565,1,0.283917596175734,0.283917596175734,36072,218.06,"S1"
0.00107238605898123,0.00278820375335121,0,0.00316353887399464,0.0781233243967828,0.0170509383378016,0.00096514745308311,0.0114209115281501,0.836729222520107,0.00793565683646113,0.0271849865951743,0.0380160857908847,0.019142091152815,0.280375335120643,0.0471313672922252,1,0.276085790884719,0.276085790884719,50098,220.06,"S1"
0.00102663204299777,0.00271755540793526,0.00120780240352678,0.00410652817199106,0.0896189383416873,0.0168488435291986,0.00247599492722991,0.0139501177607343,0.805362642671659,0.0097228093483906,0.0297723292469352,0.0346639289812187,0.0209553717011897,0.258771664955613,0.0490971677033637,1,0.284256295670028,0.284256295670028,43898,222,"S1"
0.000557897346888173,0.00192164641705926,0,0.00142573766426977,0.0845524423506075,0.0104140838085792,0.00148772625836846,0.0117158442846516,0.489957847756013,0.00371931564592115,0.0277708901562113,0.0324200347136127,0.0159310686833623,0.259546243491198,0.0448177535333499,1,0.269712372923382,0.269712372923382,36837,224.06,"S1"
0.00177619893428064,0.00418266200653183,0.00332321090929926,0.00349510112874577,0.056895662636796,0.0267002807540251,0.0012605282759411,0.00911018163066521,0.886094081246777,0.00790695009453962,0.0294505242651693,0.0277889188105197,0.018621440440039,0.214805477568326,0.0450352374949865,1,0.283790752306194,0.283790752306194,46420,230.16,"S1"
0,0.00152171368371766,0.000877911740606344,0.00362870186117289,0.0459440477583987,0.0246985836357252,0.00146318623434391,0.00965702914666979,0.77033828865738,0.0097740840454173,0.0214210464707948,0.0159779936790355,0.0149830270396816,0.18728783799602,0.0450076085684186,1,0.272737914081704,0.272737914081704,42007,232.16,"S1"
0.000965950253561942,0.00183530548176769,0.00111084279159623,0.00318763583675441,0.0415358609031635,0.0176768896401835,0,0.00719632938903646,0.523062062303791,0.0066167592368993,0.0160347742091282,0.0214440956290751,0.0189326249698141,0.188601787007969,0.0440956290751026,1,0.254382999275537,0.254382999275537,45242,234,"S1"
0.00128046626633698,0.00163369833980925,0.00154539032144119,0.00437124690921936,0.0786382903567644,0.0238431649593783,0.00110385022960085,0.0113475803602967,0.647253620628753,0.00556340515718827,0.0334245849523137,0.0317025785941363,0.0243288590604027,0.196794418933239,0.0463617096432356,1,0.255784175203108,0.255784175203108,54508,236,"S1"
0.00130208333333333,0.00119791666666667,0.00161458333333333,0.00416666666666667,0.0897916666666667,0.0270833333333333,0.000989583333333333,0.013125,0.735833333333333,0.00791666666666667,0.035,0.0328645833333333,0.02890625,0.203333333333333,0.04484375,1,0.2575,0.2575,48520,238,"S1"
0.000927106269556148,0.00110093869509793,0.0012747711206397,0.00254954224127941,0.0524394483717696,0.0243944837176961,0.00220187739019585,0.0104299455325067,0.696952138138834,0.00301309537605748,0.0177888515471086,0.0214972766253332,0.0130374319156333,0.193533433769846,0.0413721172789431,1,0.261386023872986,0.261386023872986,40968,240,"S1"
0.00136640739962161,0.00110363674584822,0.000998528484338869,0.00236493588396048,0.0644839184359891,0.0194450283792306,0.000525541307546773,0.00924952701282321,0.602638217363885,0.0067269287365987,0.0232289257935674,0.0253836451545091,0.0220727349169645,0.22640319529115,0.0429367248265714,1,0.265661130964894,0.265661130964894,44721,242,"S1"
0.000649285785635801,0.00149835181300569,0.00114873638997103,0.003246428928179,0.0520926980321646,0.0243232444311258,0.000599340725202278,0.0102387373888722,0.890919988013186,0.0107381879932075,0.0174308260912996,0.0190790130856058,0.0197782439316752,0.190090900009989,0.0510438517630606,1,0.266456897412846,0.266456897412846,51824,244,"S1"
0.000753012048192771,0.00266450417052827,0.00243280815569972,0.00556070435588508,0.0797613531047266,0.0344647822057461,0.00225903614457831,0.0147126969416126,1.18356116774791,0.00868860055607044,0.0318582020389249,0.0279193697868397,0.0227062094531974,0.216983317886932,0.0449490268767377,1,0.271084337349398,0.271084337349398,51500,246,"S1"
0.000999562691322546,0.00193665271443743,0.00143687136877616,0.00262385206472168,0.0928343849565815,0.0115574436184169,0.00143687136877616,0.0179921284438058,0.660835884300618,0.00287374273755232,0.0339226588367589,0.0441057037546074,0.0238020865871181,0.286687074404948,0.0507902792528269,1,0.279065408883613,0.279065408883613,40452,248,"S1"
0.00199050681365794,0.00382789771857296,0.00183739090491502,0.00403205226356352,0.142346756494666,0.0150563976930536,0.000714540907466952,0.0213341499515133,0.89577910478232,0.013729393150615,0.0482315112540193,0.055632113509927,0.0278160567549635,0.314295922012964,0.0465982748940948,1,0.272086969836166,0.272086969836166,57146,250,"S1"
0.00155831507182859,0.00199659118578037,0.00107134161188215,0.00448015583150718,0.164012661309959,0.0217190163136109,0.00136352568785001,0.0259556854151449,0.87781835889944,0.00784027270513757,0.0546871195519844,0.0617482347212077,0.0258095933771609,0.314097881665449,0.0459702946189433,1,0.274409544679815,0.274409544679815,60038,252,"S1"
0.00290258910948566,0.00139324277255312,0.000696621386276559,0.00574712643678161,0.187100893997446,0.0213050040636248,0.00104493207941484,0.0274004411935446,0.890804597701149,0.00661790316962731,0.0546847788227099,0.0748867990247301,0.0255427841634738,0.32996632996633,0.0441193544641821,1,0.267618715894578,0.267618715894578,51428,254,"S1"
0.00184220222116954,0.00289488920469498,0.00184220222116954,0.00563187536186115,0.196852465919259,0.0191589031001632,0.000631612190115269,0.0295278698878888,0.887941470603716,0.00968472024843413,0.0574240749513132,0.0722143270698458,0.0255276593504921,0.330122638033581,0.0397389336280857,1,0.25996105058161,0.25996105058161,56670,256,"S1"
0.00134946021591363,0.00209916033586565,0.00139944022391044,0.00359856057576969,0.124800079968013,0.0128948420631747,0,0.0187425029988005,0.593812475009996,0.00584766093562575,0.0344862055177929,0.0546781287485006,0.0268392642942823,0.294832067173131,0.0463314674130348,1,0.266993202718912,0.266993202718912,50549,258,"S1"
0.00142231325027024,0.00199123855037834,0.000967173010183763,0.00438072481083234,0.1110542185811,0.0141093474426808,0.0017636684303351,0.016726403823178,0.621607782898105,0.00438072481083234,0.0344199806565398,0.0514308471297719,0.0213915912840644,0.294646412925983,0.0459691642487341,1,0.276497695852535,0.276497695852535,44715,260,"S1"
0.00145944428852091,0.00112264945270839,0.00157170923379175,0.00129104687061465,0.161661521190008,0.0162222845916363,0.000841987089531294,0.0227336514173449,0.752175133314622,0.0116755543081673,0.0434465338198148,0.0513612124614089,0.0229020488352512,0.283132191973056,0.0336794835812518,1,0.268369351669941,0.268369351669941,48352,262.06,"S1"
0.000862254796292304,0.00291010993748653,0.000323345548609614,0.00328734641086441,0.129877128691528,0.0132032765682259,0,0.0165445139038586,0.7163720629446,0.00792196594093555,0.0308794998922182,0.0453761586548825,0.020424660487174,0.302166415175684,0.0393942660056047,1,0.277646044406122,0.277646044406122,49243,264,"S1"
0.00162154193897106,0.00201464301508525,0.000491376345142745,0.00628961721782713,0.162842120780306,0.0255024323129085,0.00176895484251388,0.0243722667190801,1.06274875927473,0.0108102795931404,0.0446661097734755,0.0523807183922166,0.0247653677951943,0.279003488772051,0.0447643850425041,1,0.264900987666454,0.264900987666454,62141,266,"S1"
0.00122249388753056,0.00285248573757131,0.00069856793573175,0.00273605774828269,0.0975666550238677,0.0261962975899406,0.000291069973221562,0.0168820584468506,0.931773198276866,0.00966352311095587,0.0198509721737106,0.0303877052043311,0.0188031202701129,0.187565490743975,0.0415065781813948,1,0.283676795901735,0.283676795901735,46808,268,"S1"
0.00121159251720461,0.00222933023165649,0.00208393912959194,0.00460405156537753,0.107444024425705,0.0389648153533004,0.00305321314335563,0.023117185228264,1.32228360957643,0.0115343607637879,0.0181738877580692,0.0227779393234467,0.0110012600562179,0.178782591838713,0.0422603470000969,1,0.291363768537366,0.291363768537366,64379,270,"S1"
0.00103435135282269,0.00201426316075998,0.0011432304425935,0.00446404268060319,0.110730034296913,0.0285263215199521,0.00141542816702052,0.0163318634656214,0.876367793565246,0.00582503130273831,0.0213947411399641,0.0221568947683597,0.0121944580543307,0.162284283303392,0.0432794381838968,1,0.284718819750667,0.284718819750667,48024,272.06,"S1"
0.00112960760998811,0.00089179548156956,0.00160523186682521,0.00225921521997622,0.0791914387633769,0.0168252080856124,0.00172413793103448,0.0110582639714625,0.719560047562426,0.00772889417360285,0.013614744351962,0.0183709869203329,0.0158145065398335,0.152556480380499,0.0485136741973841,1,0.276753864447087,0.276753864447087,40413,274.06,"S1"
0.00184192900200938,0.00273498548783211,0.00200937709310114,0.00507925876311677,0.127204733199375,0.0389037731636526,0.00228845724492074,0.0188100022326412,1.19535610627372,0.0141772717124358,0.0213775396293816,0.0272382228175932,0.0131167671355213,0.168006251395401,0.0459924090198705,1,0.280029024335789,0.280029024335789,53852,276.16,"S1"
0.00136978482963301,0.00148393356543576,0.00188345414074539,0.00291079276297015,0.138690714000342,0.0336168026939102,0,0.0212887392272131,1.07202785229154,0.00690599851606643,0.024313680725986,0.0305347868272359,0.0198048056617773,0.172878260373266,0.0395525369556532,1,0.281776154329091,0.281776154329091,50851,278.06,"S1"
0.00193701920416182,0.00138358514582987,0.0010515247108307,0.00387403840832365,0.146992085892966,0.0395705351707344,0.00121755492833029,0.0213625546516133,1.25740218053019,0.0121202058774697,0.0249598760307709,0.0293320050915933,0.0147766893574631,0.188444296862029,0.0477060158282141,1,0.272012839670153,0.272012839670153,56150,280.06,"S1"
0.00140449438202247,0.00191521961184883,0.000957609805924413,0.00351123595505618,0.0688202247191011,0.0195990806945863,0.0011491317671093,0.0105975485188968,0.658516343207354,0.00753319713993871,0.0143641470888662,0.0151302349336057,0.0116189989785495,0.164772727272727,0.0508171603677222,1,0.278855975485189,0.278855975485189,36876,282.16,"S1"
0,0.00177040110650069,0.00143845089903181,0.0040387275242047,0.104011065006916,0.0258367911479945,0.00287690179806362,0.0156016597510373,0.970622406639004,0.0117289073305671,0.0161549100968188,0.0244536652835408,0.0136652835408022,0.179419087136929,0.0399446749654219,1,0.278616874135546,0.278616874135546,49425,284,"S1"
0.00143464671824563,0.000871035507506277,0.000922272890300763,0.00384280370958651,0.0921248142644874,0.0208023774145617,0.00102474765588974,0.0153712148383461,0.705333811548906,0.00676333452887227,0.017369472767331,0.0243889942101757,0.0143977045652508,0.17528308653994,0.0454987959215043,1,0.272480401701081,0.272480401701081,47227,286.06,"S1"
0.000534213976980234,0.00111699286095867,0.00126268758195328,0.00228255062891555,0.107862658443009,0.0180661454033316,0.00184546646593172,0.0144723422854645,0.662231071827497,0.00296245932689039,0.021514253800204,0.0307415861298626,0.0186974891943082,0.191102909037929,0.0506046330921276,1,0.276285755912777,0.276285755912777,50266,288,"S1"
0.00231835186258496,0.00200221297223247,0.00216028241740871,0.00358290742399494,0.131724537646873,0.0280836714263133,0.00242373149270246,0.0201275093524422,0.933663522841035,0.0091153380051636,0.0232888982559671,0.0352494862743032,0.0209178565783234,0.195321144422783,0.0446809631698193,1,0.286263765214184,0.286263765214184,52815,290.06,"S1"
0.000722961249277039,0.00178330441488336,0.000867553499132446,0.00472334682860999,0.0998168498168498,0.0299305957200694,0.00149411991517255,0.0167727009832273,0.907605552342394,0.0118565644881434,0.0160015423173318,0.0184114131482553,0.0102178523231155,0.169028340080972,0.0440524387892809,1,0.273713128976287,0.273713128976287,54799,292.16,"S1"
0.000989068193649141,0.000676730869338886,0.0015096304008329,0.00291514836022905,0.0925039042165539,0.0271212909942738,0.000364393545028631,0.0167100468505986,0.927850078084331,0.00806871421134826,0.0157730348776679,0.0200416449765747,0.0121290994273816,0.167568974492452,0.0463820926600729,1,0.279021343050495,0.279021343050495,50932,294.06,"S1"
0.000820254825832559,0.0013670913763876,0.00120304041122109,0.00464811067971783,0.107781484114398,0.0330289276535244,0.00098430579099907,0.0172253513424837,1.10039919068191,0.00918685404932466,0.0201782687154809,0.0197954831300924,0.0168425657570952,0.17575326734839,0.0368020998523541,1,0.270520041559578,0.270520041559578,52019,296.06,"S1"
0,0.00153456098211903,0.00226848145182813,0.00447024286095543,0.133706965572458,0.0430344275420336,0.000400320256204964,0.0182145716573259,1.19855884707766,0.0116760074726448,0.020883373365359,0.0219508940485722,0.0120763277288497,0.180477715505738,0.0463037096343742,1,0.289698425406992,0.289698425406992,45364,298.06,"S1"
0,0.00173053152039555,0,0.00111248454882571,0.0563040791100124,0.0169962917181706,0.00123609394313968,0.0118665018541409,0.637515451174289,0.00686032138442522,0.00982694684796044,0.011495673671199,0.0125463535228677,0.157354758961681,0.0522249690976514,1,0.279357231149567,0.279357231149567,37058,300.16,"S1"
