"Core","depth_cm","Group","Guano_Zone","Guano_Sum","SH20_age","kcps","MSE","Si","P","K","Ca","Ti","V","Mn","Fe","Co","Cu","Zn","Br","Sr","Zr","Os","Mo_inc","Mo_coh","inc_coh","coh_inc"
"ARD1B",98.9,"Unit 10","ARD GZ 4",3,3216,16939.04883,1.14,-3.92906393153636,-3.52359882342819,-2.51199791174971,1.6716701672204,-1.22101373043415,-2.67630096304099,-0.0815794472457805,3.64856990106637,-1.19632111784377,0.485248366635495,0.555350053315936,0.221975974362291,2.61322789747397,0.666055918598235,-1.4133856230816,4.03112879899328,2.66003447069457,3.93965961835998,0.253829035214033
"ARD1B",99.2,"Unit 10","ARD GZ 4",3,3218.58,17322.22852,1.15,NA,-3.41216613946908,-2.8908692158358,1.41319587736837,-1.23861130621877,-4.05402002564148,-0.370153113351087,3.24293546898279,-1.48907066817994,0.193045623598286,0.241903909978991,-0.269830391723218,2.23086012576604,0.388631230848838,NA,3.72657553934087,2.2875730845352,4.21648758146909,0.237164222751389
"ARD1B",99.6,"Unit 10","ARD GZ 4",3,3222.02,17092.34375,1.2,-4.27116182947738,-2.69071145391653,-2.28524634580837,1.5904380636835,-1.02411512764248,NA,-0.405930985555994,3.35763369066623,-1.32672285031094,0.33400835651071,0.449884813896512,-0.030863354632201,2.39869877624454,0.578633796640819,-2.99819615366449,3.84538320509908,2.47826739826702,3.92401673640167,0.2548409110296
"ARD1B",99.9,"Unit 10","ARD GZ 4",3,3224.6,17456.52344,1.13,-3.244657101582,-3.42697865837595,-1.84456941832977,1.52602752288367,-0.942072008587951,-2.99953464354901,-0.47554664371854,3.56272520325335,-1.61324028242912,0.46211684240849,0.598373032359198,0.219341181319189,2.51913978696515,0.669585660584462,-1.47158976536609,3.94173950519977,2.51913978696515,4.14788978025811,0.241086444668685
"ARD1B",100.2,"Unit 10","ARD GZ 4",3,3227.18,17645.28125,1.05,NA,-3.6867209427635,-2.1504864343527,1.46894796648951,-1.06034877267556,NA,-0.51851940885857,3.35859436767521,-1.49605376597344,0.0758462271415912,0.286895073572456,-0.309334209795067,2.15528776882143,0.205099355347123,-3.95498492935818,3.50523978397301,2.12053792075669,3.99363507779349,0.250398441650434
"ARD1B",100.5,"Unit 10","ARD GZ 4",3,3229.77,16477.17383,1.09,-3.93048673014365,-3.83517655033933,-2.15553437923198,1.68737468200491,-0.830394441265418,NA,-0.266925084014005,3.44814679549488,-1.50568400442536,0.299262469084652,0.48352295038328,0.0840928636095866,2.36864632334823,0.459011919368931,-2.4044304266486,3.74268987826845,2.35588373450543,4.00204765450484,0.249872087073817
"ARD1B",100.8,"Unit 10","ARD GZ 4",3,3232.35,15680.01172,2.68,-2.81921310266193,-2.69404995970792,-2.25011857077196,1.58587880494295,-0.648256452146318,-2.60949257167986,-0.288165296876072,3.5176716237944,-1.33006135610233,0.2565618785656,0.52482586516028,0.111091365569608,2.28895212797697,0.437600561546666,-2.06152740096441,3.67196556345733,2.30633691989697,3.9181854199683,0.255220183022398
"ARD1B",101.1,"Unit 10","ARD GZ 4",3,3234.93,15522.9209,1.08,-3.59718244855579,NA,-2.58024819090195,1.4443433325598,-0.908934874749762,-3.7223455915098,-0.375956446342637,3.29384546964709,-1.72991542681959,0.168113236002507,0.294637849554835,-0.235990401507336,2.14109617221161,0.208171996554513,NA,3.45548771397576,2.14487760988075,3.70843555387809,0.269655488270317
"ARD1B",101.5,"Unit 10","ARD GZ 4",3,3238.37,15879.90332,1.07,-2.5357139737245,-4.26293492181499,-2.06571034447877,1.48804915432551,-0.64528297698942,NA,-0.162359809842252,3.39038207828316,-1.38654940589356,0.148347071007683,0.508808463998919,-0.47307955036105,2.23591182728122,0.386252149589877,-2.47117545258693,3.60952022824899,2.23553546295612,3.9510634293243,0.253096417682927
"ARD1B",101.8,"Unit 10","ARD GZ 4",3,3240.96,16729.56055,1.28,-3.13496735454186,-3.72275401944398,-1.99998742170287,1.73938143233346,-0.383432041499908,-4.07942896338271,-0.0464533475368993,3.69878251112978,-0.618167340977902,0.42828588645467,0.699694529728822,-0.196393494827814,2.58552655484085,0.709252547534927,-2.26413899674446,3.9624436315935,2.62235588704237,3.81937862032649,0.261822694057631
"ARD1B",102.1,"Unit 10","ARD GZ 4",3,3243.54,15600.81543,1.01,-3.74473629391117,-3.40826405728996,-1.45220153677063,1.66198694648065,-0.537933050277243,-2.61333418242007,0.0817288231553253,3.72560179560979,-1.22703982130018,0.268036614617115,0.522160033509076,-0.104522011778519,2.42800760041232,0.65340972264259,-2.64612400524306,3.87075916793381,2.52246425463019,3.85085388994307,0.259682664827042
"ARD1B",102.4,"Unit 10","ARD GZ 4",3,3246.12,15731.91016,1.11,-2.73187507279774,-3.03197966524808,-1.95017449489635,1.6793507165684,-0.886048382299412,-3.25512321656229,-0.0770693862143457,3.48812586549589,-1.28277981043882,0.269397381131863,0.557079453583643,0.243276493056227,2.45032453741297,0.484033390842655,-2.50135141418591,3.94558148797802,2.59923211657328,3.84336917562724,0.260188380117504
"ARD1B",102.7,"Unit 10","ARD GZ 4",3,3248.7,16178.9873,1.15,-3.37043167504458,-3.43497019618215,-2.40535077900099,1.55319224206205,-0.901273382224717,-3.09849795956094,-0.14905896997779,3.33856774068018,-1.48906004712684,0.299519769183839,0.53908820016545,-0.112335137023096,2.34268212704051,0.545334316662403,NA,3.86388077694085,2.4787129734058,3.99549630697172,0.250281798097299
"ARD1B",103,"Unit 10","ARD GZ 4",3,3251.29,16885.15234,1.17,-3.55516334034862,-3.25288246847569,-3.02108085441836,1.42197599931945,-0.704796917066156,NA,-0.589284029944312,3.27233842442812,-2.13988144235548,0.166980207405827,0.391545223067414,-0.437734131817111,2.15096931165253,0.425067915106058,NA,3.6396708880667,2.23227521537963,4.08530207394049,0.244779940846687
"ARD1B",103.3,"Unit 10","ARD GZ 4",3,3253.87,16490.67383,1.23,-3.51642145517633,NA,-1.96179177923722,1.52312518241435,-0.808371254074117,-3.22873938272455,-0.233007109170555,3.29408843936698,-1.84244502160466,0.37675846245034,0.615004781950306,-0.459280553493692,2.25002278060458,0.486051453173891,-2.64095271782243,3.80578069704909,2.340177476294,4.33015449170322,0.230938642470158
"ARD1B",103.7,"Unit 10","ARD GZ 4",3,3257.31,17096.44141,1.38,NA,-2.8054493053893,-3.49859648594925,1.28806157608422,-0.945252674608018,NA,-0.444595304271281,3.25554130436729,-2.23164888246192,0.053890343259134,0.274164452145391,-0.259918033784867,2.06458202526487,0.108259132686098,-2.56250312677891,3.54014319482831,2.16332178460826,3.96228710462287,0.252379490328523
"ARD1B",104,"Unit 10","ARD GZ 4",3,3259.89,17769.60742,1.17,-3.29717437681502,-3.17939134115864,-2.30856298336124,1.81066324523759,-0.623025727388495,-4.68346873793491,0.0893322894371273,3.68904544211188,-1.03932517766237,0.44938418888559,0.702172456784797,0.2328558766901,2.62724851893727,0.749160966220716,-1.88010835702838,4.00334063777772,2.65785307926626,3.84005833738454,0.26041271046968
"ARD1B",104.3,"Unit 10","ARD GZ 4",3,3262.48,17956.69922,1.14,-4.45852346274898,-3.07222910162909,-3.14633707378281,1.48988445203733,-1.18407778672597,NA,-0.247454626218737,3.30163905049023,-1.33552940958406,0.0381065546639068,0.457277728676439,-0.306359329638052,2.31570042360864,0.167848930889716,NA,3.68814420472116,2.29190944524026,4.03995987293095,0.247527211025121
"ARD1B",104.6,"Unit 10","ARD GZ 4",3,3265.06,17692.00977,1.07,-3.58399949796051,-4.2199882646805,NA,1.36726039371975,-1.0011124398123,NA,-0.466570289428994,3.19089643143316,-1.38026023960309,-0.0202831868005751,0.34782613476382,-0.0353968246106229,2.2709038612411,0.469318800513789,-2.92070528055024,3.69332952948403,2.28878087229118,4.07368769663852,0.24547782610463
"ARD1B",104.9,"Unit 10","ARD GZ 4",3,3267.64,17862.80469,1.12,-3.16371072094697,-2.41927024599947,-1.96501497372187,1.67507431622263,-0.438268777132886,-3.33556097787362,0.0121477188375447,3.65123650844847,-1.67733290127009,0.400619436858277,0.709680871340744,0.0984262266115223,2.57218222868001,0.714047690507085,-3.33556097787362,3.95058792769328,2.55071664961898,4.0546780072904,0.246628708420737
"ARD1B",105.2,"Unit 10","ARD GZ 4",3,3270.24,18600.36719,1.24,-4.07388031330368,-2.77459732917342,-3.13561067471075,1.66089826172148,-0.502783894846132,-3.63204756102465,0.0130292704308976,3.60906285657461,-1.43482298368843,0.488150380023789,0.647590328380567,-0.0994042932289894,2.4208815911495,0.540139487961389,NA,3.82436572896081,2.44902914477302,3.95640816326531,0.252754508315107
"ARD1B",105.6,"Unit 10","ARD GZ 4",3,3273.72,17859.30078,1.08,NA,-3.78570107354304,-2.6070460772014,1.58764645885498,-0.757178977166062,-3.87271245053267,-0.0885228166144127,3.49384762050953,-1.24016980193861,0.33604246286717,0.488647547332648,-0.14592433243684,2.36968766521918,0.644123169387518,-2.65968981068682,3.79792805732858,2.43902235862024,3.89193202441841,0.256941794904405
"ARD1B",105.9,"Unit 10","ARD GZ 4",3,3276.32,16950.04688,1.18,-3.46113393374361,-3.2275190825621,-2.27843852786496,1.4661197514136,-0.715213458585987,NA,-0.321073499834876,3.41578225008746,-1.79045239606879,0.152624889902222,0.535617142158327,-0.2571046169924,2.20929130567964,0.357156594021832,-1.86227813064004,3.57260458525752,2.20401712777216,3.92979576951131,0.254466150062642
"ARD1B",106.2,"Unit 10","ARD GZ 4",3,3278.93,15358.62793,1.13,NA,NA,-2.34205994131662,0.943955186389213,-1.10933772370469,-4.13381941054467,-0.96623688006402,2.96607023287733,-1.68425212720198,-0.252255612601233,-0.0647926563068602,-0.63731184907819,1.89385651852588,0.162331565603509,NA,3.29253122946782,1.93132146795451,3.90090961873428,0.256350466362373
"ARD1B",106.5,"Unit 10","ARD GZ 4",3,3281.54,15653.91406,1.13,-3.16285075720627,-2.83434669023424,-1.86356777307601,1.76117711870205,-0.610804804580643,-3.4882731576409,-0.0642610982125724,3.64961656394685,-1.17802519190128,0.51485539630954,0.5466479841104,-0.10518752592179,2.43268638627403,0.483469082488869,-2.44230460245821,3.87036173913281,2.49080733026736,3.9731308411215,0.251690679211996
"ARD1B",106.8,"Unit 10","ARD GZ 4",3,3284.14,15048.64453,1.18,NA,-4.55602061067053,-2.49763247818852,1.48463084728934,-0.640669815149706,NA,-0.486993856432716,3.21981506788134,-1.480245629443,0.132264482028072,0.230081277822466,-0.567036564106252,2.12921592176624,0.169891193013694,-2.82141955528242,3.54105058329391,2.14306913617805,4.04702258726899,0.247095235679131
"ARD1B",107.1,"Unit 10","ARD GZ 4",3,3286.75,14619.66406,1.15,-3.15701284911682,-2.46386566855687,-2.26970965411591,2.05481248607778,-0.223916146554309,-3.49348508573803,0.22008698096628,3.87479150710035,-1.86424454600775,0.497349100114407,0.676276115768827,0.133518964657821,2.60346496921593,0.711207533652938,-4.00431070950402,4.06404003383448,2.64099696820488,4.14972914409534,0.240979583311576
"ARD1B",107.5,"Unit 10","ARD GZ 4",3,3290.23,13668.91211,1.06,-3.45814579927233,NA,-2.46953440581855,1.42181117118181,-0.855456113827946,NA,-0.32537267345754,3.18450396143693,-1.08907096500945,0.0326637410795128,0.200596560421368,-0.878876388036044,2.14050761441982,0.275049538616118,-4.03350994417589,3.5906206414854,2.26421306095681,3.76748466257669,0.265429083211203
"ARD1B",107.8,"Unit 10","ARD GZ 4",3,3292.83,14138.29004,1.13,-3.31200838587294,NA,-2.1224243189991,1.6488362437203,-0.295073904668345,-3.87162417380836,-0.173413392265541,3.72990309050256,-1.80793098909666,-0.104626940430473,0.199537052958082,-0.401989630592977,2.48794969486402,0.718432374369682,-3.11785237143198,3.85376105022396,2.56852460052776,3.61552274541101,0.276585177418465
"ARD1B",108.1,"Unit 10","ARD GZ 4",3,3295.44,13194.83789,1.14,NA,-3.98948415672463,-2.73672118822926,1.55829406945499,-0.539496610893042,-3.07319342485047,-0.356293608471281,3.4362709497715,-1.65410924090759,0.343439764941521,0.373614468063733,0.0477019916575232,2.61219875802738,0.739377501606012,-3.47865853295864,4.05626436764947,2.66079489186279,4.03686934023286,0.247716712065374
"ARD1B",108.4,"Unit 10","ARD GZ 4",3,3298.05,11367.73047,1.07,-2.49561694304718,-3.9307014683365,-1.75594974685234,1.53820219878707,-0.41617540136734,-2.64976762287443,-0.509701459378164,3.46182289209185,-1.80246976248723,0.166970883978276,0.623175423264042,-0.128493328915559,2.66562534446386,0.9024007856976,-2.59570040160416,4.13204643274986,2.79433217383034,3.81032412965186,0.26244486452426
"ARD1B",108.7,"Unit 10","ARD GZ 4",3,3300.65,14810.15625,1.19,-3.35877252889586,-2.91693977661682,-1.64397410080393,1.45971531425515,-0.711810019773484,NA,-0.575821019620528,3.49429187759588,-1.35130448684111,-0.0732770166862595,0.117326160939418,-0.408502629418622,2.26122567927609,0.370928919738335,-2.56026483267808,3.59087084278853,2.30630761674131,3.61308950914341,0.276771443793287
"ARD1B",109,"Unit 10","ARD GZ 4",3,3303.26,16788.25781,1.05,-3.49741305765418,-3.43678843583775,-1.90055392742694,1.72698862594369,-0.321966790713316,-3.22547934217054,-0.220268324662004,3.8180548019766,-1.09385204732013,0.177304082647251,0.250619347664735,-0.94212561110438,2.30508288993805,0.384150740289257,NA,3.6452661111777,2.33098093725196,3.72208938752989,0.268666304294115
"ARD1B",109.4,"Unit 10","ARD GZ 4",3,3306.74,15666.21484,1.11,-3.65677515188551,-3.45610445642336,-2.59590319120024,2.05512245398968,-0.146889464472851,-3.90808958016641,0.00678649424413891,3.91068542043394,-1.57733361020567,0.326016924430846,0.80657542061796,-0.31666546220319,2.74661507033358,0.788487072145529,-1.74312586504842,4.04291627793136,2.71768164747858,3.76306818181818,0.265740600936132
"ARD1B",109.7,"Unit 10","ARD GZ 4",3,3309.34,14682.56445,1.06,NA,-3.06842437779032,-2.82156429985879,1.52305248106577,-0.688878243660141,-3.24277776493509,-0.485181827281453,3.21839274807367,-2.14416547626698,-0.180277314916261,0.320700422637571,-0.76583928479627,2.20703369461164,0.263780132384889,NA,3.59985469525671,2.26429441547505,3.80212560386473,0.263010774547672
"ARD1B",110,"Unit 10","ARD GZ 4",3,3311.95,15639.31641,1.11,-3.39392335913649,-3.56097744379966,-1.8157379902065,1.92344220238224,-0.10954793665117,-3.56097744379966,0.0425421613631212,3.75918846419067,-0.961660442833915,0.402429760974966,0.596484175212636,-0.655567808538954,2.59349454982586,0.511926787184573,-2.3479548039538,3.94880604055657,2.62803308722951,3.74631598582354,0.266928898625772
"ARD1B",110.3,"Unit 10","ARD GZ 4",3,3314.47,16423.57422,1.16,-4.62704559515356,-3.67153415012612,-1.78213621133415,1.82594928399554,-0.213035914626626,-2.90427899741245,-0.13392491297409,3.61455218494605,-1.44899176480561,0.254240026914848,0.609396367676391,-0.280646138122828,2.36136758684603,0.346925714571106,NA,3.68080832592487,2.36835419368063,3.71528032246244,0.269158694151297
"ARD1B",110.6,"Unit 10","ARD GZ 4",3,3316.99,16491.07227,1.06,-2.88201820684698,-2.69396597534404,-1.76067766710132,1.87661276587443,-0.115915993836808,-2.91710952665825,-0.155744266788321,3.70077080107945,-0.572560234565175,0.16741824567887,0.491205322772767,-0.704136592353894,2.28866169376531,0.591232492455231,-3.35894227893729,3.66521236281789,2.37995705798813,3.61559091721795,0.276579962417169
"ARD1B",110.9,"Unit 10","ARD GZ 4",3,3319.52,16058.79395,1.06,-3.50264546679593,-3.50264546679593,-2.04224313352232,1.84262888283988,0.0146240861189799,-2.35402275755316,-0.0811428189730288,3.76003707597513,-0.847238999179142,0.253173469993116,0.758950399299128,-0.432805221088217,2.42694367659397,0.521331653276053,-3.23438148020125,3.86710065540286,2.55233544460988,3.72387655657823,0.268537365513231
"ARD1B",111.2,"Unit 10","ARD GZ 4",3,3322.04,15519.01953,1.06,-2.92601836435167,NA,-2.23287118379173,1.53432535202828,-0.0242179106318847,-2.96110968416294,-0.452672536964748,3.48676201328275,-1.45703228738667,-0.190755599724577,0.483192798034037,-1.28936788839269,2.18264024906149,0.398769548168482,-2.42211318343025,3.57018434998162,2.3002843282805,3.56049657216972,0.280859700249792
"ARD1B",111.6,"Unit 10","ARD GZ 4",3,3325.4,15616.71387,1.24,NA,-3.68239323672393,-2.71731234068035,1.5098689284836,-0.50173862467593,-3.05378457730156,-0.375048763868125,3.29120830168319,-1.02125995540947,-0.0481019728944005,0.327210097043077,-1.38607775674348,1.97969881087806,0.132568055861081,NA,3.43130856874389,2.11385446560436,3.73390313390313,0.267816267358462
"ARD1B",111.9,"Unit 9","ARD GZ 4",3,3327.92,16793.85547,1.05,-2.33550939254871,-3.1120381820477,-1.60314149883548,1.79484560719643,0.0309890261889931,-2.25854835141258,-0.140509510234597,3.6042407188726,-2.29628867939542,0.10857526271904,0.680025508301465,-0.698456313081631,2.26082184477218,0.476300042844358,-2.5839707518472,3.69594480277544,2.37671986573279,3.74052111410602,0.267342428900846
"ARD1B",112.2,"Unit 9","ARD GZ 4",3,3330.44,17091.83984,1.19,-3.00686191260631,NA,-2.33724522945656,1.18876509379024,-0.495185021753705,NA,-0.641192844185687,3.19477874993577,-2.54855432312377,-0.39474223872286,-0.0784627591209057,-1.60327605437636,1.69573038638925,-0.0370439278177894,NA,3.20369146490634,1.85959861614234,3.83470630372493,0.260776164012516
"ARD1B",112.5,"Unit 9","ARD GZ 4",3,3332.96,15570.01855,1.16,-2.43985228828495,-2.74733698803291,-2.18202317898285,1.57387750724421,0.0401403467006194,-2.74733698803291,-0.0635794794997473,3.62870945626681,-1.23001436450662,0.138580419513872,0.448884146270482,-0.609626538229101,2.24499854889191,0.831727600073817,-3.56831754010274,3.99775817501453,2.68341116569561,3.72231955150666,0.268649691721184
"ARD1B",112.8,"Unit 9","ARD GZ 4",3,3335.48,16301.58008,1.18,NA,NA,-2.45981699218535,0.927516613977019,-0.374955383036177,-3.89056311587608,-0.739382303779227,3.30728042925959,-1.64406748953307,-0.330033695644665,-0.0818824619495189,-0.686339567794746,1.81230985439728,0.428136384846531,-2.39663809056382,3.74064808528584,2.38778773259639,3.86847492323439,0.258499801561053
"ARD1B",113.1,"Unit 9","ARD GZ 4",3,3338,15718.61035,1.12,-3.65239498227304,NA,-2.73610425039888,1.05649151126039,-0.346031703281723,-3.45823896783208,-0.715503208741982,3.34846024353928,-1.09295528062247,0.108805133420523,-0.0223560281820365,-0.653097642554552,1.73373701000254,0.489605314047882,NA,3.66562339981776,2.27395945179841,4.02153611587574,0.248661200890953
"ARD1B",113.5,"Unit 9","ARD GZ 4",3,3341.37,12484.97266,1.05,-2.0799295064149,-3.40906545369484,-2.47079581510191,1.28635161014103,-0.28328005189265,-2.56176759330764,-0.348794659003277,3.68774789996669,-1.56323876319651,0.216755864451961,0.320635994939352,-0.488296218614303,2.32355639871145,1.11393012410424,-2.77307668697484,4.1457348922971,2.88353196358905,3.53319630010277,0.283029844668102
"ARD1B",113.8,"Unit 9","ARD GZ 4",3,3343.89,14367.07813,1.05,-2.85296248093144,-3.39657792752042,-1.95621634513025,1.57670158003207,0.0656797109029839,NA,-0.300497680132145,3.58659399074647,-1.15705097049351,-0.452138948353978,0.165099269020643,-0.673821579028512,1.96783924073214,0.373625464423103,-2.59807023130265,3.44646103674203,2.20533587029347,3.45950379331556,0.289058795637743
"ARD1B",114.1,"Unit 9","ARD GZ 4",3,3346.41,15330.53027,1.07,-2.83879107407931,-4.67137253782762,-1.70095807225792,1.85695081009317,0.20000068893513,-3.28507817670773,-0.276923383155181,3.81783261704845,-0.810642826787023,0.209533649593853,0.403801277406208,-0.311463708407357,2.36960158494074,0.609289893481697,-1.8381591937714,3.75255338561818,2.51382506587611,3.45122182231483,0.289752456227016
"ARD1B",114.4,"Unit 9","ARD GZ 4",3,3348.93,15148.13867,1.18,-2.6138401513598,-2.53973217920608,-2.92749771021484,1.98709029037026,0.265790364704955,-2.23435052965489,0.246160508660069,3.87378532425678,-2.87620441582729,0.217108186065567,0.364432900822425,-0.624912617220793,2.46421412673938,0.68626111343099,-2.98156493148511,4.00705323155445,2.68620648836391,3.74659243616817,0.266909202705472
"ARD1B",114.7,"Unit 9","ARD GZ 4",3,3351.45,16027.49512,1.11,-2.32865363672541,-3.2544231125541,-1.69377536428944,1.72296722870818,0.0307753552451686,-2.66135939055114,-0.225901016177122,3.66925238362736,-1.37169186512032,-0.159060998051272,0.179564091931042,-0.396312216876161,2.21444040279576,0.617769470076081,-2.22140810637181,3.57119202257705,2.30662475175612,3.54155986818015,0.282361455748553
"ARD1B",115,"Unit 9","ARD GZ 4",3,3353.97,13633.61719,1.19,-3.92182977998829,-4.2583020166095,-2.34137940442744,1.58001135100431,-0.0155374492691269,-2.57190306303927,-0.342286989911818,3.47485602205305,-0.96990012909269,-0.121536738503448,0.121221487846262,-0.749746116626846,2.58949092119995,0.889192460203952,NA,3.9609701965347,2.67667924862623,3.61210587777345,0.276846812867073
"ARD1B",115.4,"Unit 9","ARD GZ 4",3,3357.5,14503.1709,1.05,-2.795816673279,-2.86992464543273,-2.43914172934027,1.6992197182986,0.0204471124634384,-4.33626171422615,-0.258724270320434,3.61294743958415,-1.05284736822038,-0.182600574847633,0.135377079137415,-0.437661729130149,2.31810555952817,0.528705340724183,NA,3.67060572846574,2.38757072659505,3.60757211538462,0.277194735965351
"ARD1B",115.7,"Unit 9","ARD GZ 4",3,3360.15,14474.77246,1.14,-3.30791380079147,-2.80582185699423,-2.91704749210446,1.48030231724862,-0.207038426516914,NA,-0.356633289808312,3.4365037992868,-1.60712610976914,-0.427250857022265,-0.199241116056882,-0.490164682432834,1.91385113677929,0.135843195289483,NA,3.30552877596691,2.04620840692538,3.52302631578947,0.283846872082166
"ARD1B",116,"Unit 9","ARD GZ 4",3,3362.8,15274.73145,1.23,-3.78174685753048,-3.58759084308952,-2.26192110378607,1.65788404208413,0.0312447672914882,NA,-0.247018083243801,3.64280191628315,-1.67587205878249,-0.560017963679872,-0.153603638604375,-0.757843707009791,1.96514071766055,0.252493780621917,NA,3.36536272281385,2.11068630897132,3.50670347003155,0.285168109749241
"ARD1B",116.3,"Unit 9","ARD GZ 4",3,3365.45,15399.42578,1.15,-2.59751832197854,-2.86780865171845,-2.06071721180929,1.89407051520687,0.189764542200461,-2.3432841835943,-0.0165043620131984,3.82675340680264,-1.79245322521461,-0.134785529684863,0.112284727951083,-0.466783485911155,2.1270709874447,0.597927251081273,-2.3032788489806,3.53690670804281,2.29835568217518,3.45060999606454,0.289803832116788
"ARD1B",116.6,"Unit 9","ARD GZ 4",3,3368.1,15225.43555,1.18,-3.501046658052,-3.17562425761738,-1.42160511637217,1.76283851207455,0.210647473828104,-2.40243436938389,-0.174351803687769,3.96341909362038,-0.60216421048793,-0.104990675890267,0.148612082908651,-0.960050541612961,2.2372611053394,0.750739865081427,-2.97495356215522,3.73877556408343,2.50492749832366,3.434420015163,0.291169977924945
"ARD1B",116.9,"Unit 9","ARD GZ 4",3,3370.75,16706.95898,1.14,-2.52927518819114,-2.75241873950535,-1.66578264188396,1.80521050171374,0.192020239661089,-3.25140990562434,-0.0467523297584176,3.92457475727769,-0.90283969938847,0.0702348443358627,0.143887753910628,-0.704725896140095,2.33495711286868,0.695298657791697,-3.68672797688218,3.8359180574214,2.53783045239318,3.66228622862286,0.273053480141565
"ARD1B",117.3,"Unit 9","ARD GZ 4",3,3374.28,16225.28613,1.06,-2.85054143628644,-3.12817317288472,-2.2695115538472,1.55654729186138,-0.0836507351612923,-2.82068847313675,-0.358087580863052,3.6720414378553,-1.31009639533929,-0.0798484492115534,0.125297296747985,-0.730277900086344,2.05338563305313,0.46088594594701,NA,3.53204339794849,2.23067469340335,3.67432228915663,0.272159032687775
"ARD1B",117.6,"Unit 9","ARD GZ 4",3,3376.93,15406.625,1.15,-3.22861215631559,-2.53546497575564,-1.56788094949393,1.80354427383455,0.135047306027504,-2.48417168136809,-0.142365875220763,3.88974519953898,-0.89493647625151,-0.0593689556497949,0.0884405488390154,-0.688254201991372,2.09156969392919,0.443014049650791,-2.80575530549555,3.65025619992657,2.30519330579564,3.83842794759825,0.260523321956769
"ARD1B",117.9,"Unit 9","ARD GZ 4",3,3379.58,13796.10742,1.01,-2.36172777000446,-2.89235602106663,-2.17451622791631,1.90755824171398,0.421829983605899,-3.6908637172844,0.00631453964423301,4.09481099733967,-0.851135692206988,-0.110435971397961,0.142596965640646,-0.050357847454678,2.19369591231438,0.922054155494519,-3.9421781455653,3.79767847676969,2.58703212037371,3.35565289945766,0.298004599987568
"ARD1B",118.2,"Unit 9","ARD GZ 4",3,3382.23,14018.69531,1.14,-3.3391599747017,-4.10130002674859,-1.95286561358181,1.84486824544421,0.460067536581104,-3.00268773808049,-0.0117287432791517,4.04313031794539,-1.29361998469754,-0.387727960044287,-0.285158793023731,-0.626675176531622,1.98968659688116,0.641144538142854,NA,3.590161082195,2.4318656934992,3.18450031165593,0.314021008677497
"ARD1B",118.5,"Unit 9","ARD GZ 4",3,3384.88,14252.58398,1.12,-2.57150947356686,-3.90064542084681,-1.728422145716,1.72377312805696,0.497910515778285,-2.73057416819655,0.0633373235120507,4.07323721576783,-2.00352543596093,-0.564480509455506,-0.552692553703464,-0.933084024259512,1.93805637170877,0.678636994189157,NA,3.55645081812966,2.45353136456295,3.01294936219559,0.331900699210982
"ARD1B",118.8,"Unit 9","ARD GZ 4",3,3387.53,14391.37695,1.15,-2.68511886331928,-2.78355893613253,-1.39726457501264,1.60062055190245,0.466548211855472,-4.07141322443917,-0.189849426495732,3.99467659723181,-0.93591900851002,-1.01505632906874,-0.318972288835488,-1.14021947202275,1.86215734424991,0.685404511158062,NA,3.53751940679818,2.39044550064047,3.14896524795002,0.31756463512927
"ARD1B",119.1,"Unit 9","ARD GZ 4",3,3390.18,15179.23633,1.11,-2.8003575700955,NA,-1.91880978666522,1.30087379268955,0.128557164567447,-2.8003575700955,-0.495336422303575,3.70528064834362,-0.717871886034438,-0.937980533653493,-0.82019749799711,-1.78654181808747,1.58380093686441,0.284010776175121,NA,3.21698865038504,2.05794111590712,3.18689642113236,0.313784907902555
"ARD1B",119.5,"Unit 9","ARD GZ 4",3,3393.71,15704.61035,1.14,-2.51830220286339,-2.81555372633132,-1.74291692406647,1.77137415288868,0.584360781517949,-2.46273235170857,0.0597477786438496,4.16741605523102,-1.25336869874776,-0.644304635398358,-0.421161084084148,-0.943751549429726,2.10302250759566,0.73869482982468,-2.8547744394846,3.71026515304248,2.52198435337,3.2814349112426,0.304744731207033
"ARD1B",119.8,"Unit 9","ARD GZ 4",3,3396.36,15205.83594,1.07,-2.54847804785203,-2.9539431559602,-1.71425226903218,1.87582406997009,0.384733868720626,-4.0990754602632,0.187462407232011,4.0110513416779,-1.00803300690488,-0.161663220830233,0.233535814847333,-0.620035591837109,2.07322144008727,0.593582179848009,-2.51862508470235,3.74084389974938,2.52385081524956,3.37701804368471,0.296119235095613
"ARD1B",120.1,"Unit 9","ARD GZ 4",3,3399.28,15020.04492,1.11,-2.33714693788478,-2.58498310178936,-1.77405288557304,1.97773615952516,0.480158623136794,-2.46720006613298,0.0314999057873555,4.12892191957486,-1.1162450714584,-0.210077347215693,0.224043016652848,-2.04338581935662,2.04822774435425,0.653695350375016,-3.10628002542265,3.63604186442891,2.45904667099835,3.24461011484989,0.308203440352729
"ARD1B",120.4,"Unit 9","ARD GZ 4",3,3402.74,13323.33008,1.13,-1.833669661261,-4.43635934670538,-1.33401733809313,1.71371023057924,0.779934184364064,-3.62542913048905,-0.10562600641905,4.2359982962122,-0.90999882208922,-0.9628413034636,-0.0205353324482092,-0.859809077565365,2.12254742458749,0.762137684560444,-1.97250610611521,3.77478411490089,2.67168018944488,3.01350521792511,0.331839478508861
