"Record","Section","Strat_Depth_cm","SH20_95CI_min_age","SH20_95CI_max_age","SH20_median_age","SH20_mean_age","Type","Group","Guano_Zone","Guano_Sum","Si","Ti","Al","Fe","Mn","Mg","Ca","Na","K","P","Location","Location1","Location2","Reference"
"ARD","ARD1E",314,5683.19,6755.91,6112.2,6143.97,"Freshwater","Unit A4","ARD GZ 0","Non Guano",24.6894193997,0.94694755094,8.87537155323,6.9179553239,0.11616763935,2.6291973712,5.52485442019,2.78193954,0.56449689252,0.22256999046,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",316,5769.96,6947.48,6245.41,6277.85,"Freshwater","Unit A4","ARD GZ 0","Non Guano",24.32950169925,0.93496087308,8.76423094344,6.86354443933,0.11616763935,2.623167102,5.54629628728,2.73001000192,0.55619546763,0.24439057776,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",318,5855.86,7060.14,6390.66,6409.04,"Freshwater","Unit A4","ARD GZ 0","Non Guano",23.31051392395,0.8990008395,8.35671537421,6.71585775264,0.12391214864,2.5085919872,5.56059086534,2.58163989312,0.55619546763,0.50623762536,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",320,5918.01,7255.63,6524.45,6540.23,"Freshwater","Unit A3","ARD GZ 1","Guano",15.5372264454,0.40754704724,5.99630051867,4.53164938633,0.20910175083,1.0130852256,6.65412608693,1.43919005536,0.58940116719,2.95014340296,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",322,6074.5,7354.44,6660.26,6680.78,"Freshwater","Unit A3","ARD GZ 1","Guano",10.4983786391,0.32364030222,4.51971813146,3.90981070553,0.24782429728,0.874389034,8.2193823845,1.0385907616,0.4150712445,3.63530984418,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",324,6173.24,7505.01,6811.97,6821.33,"Freshwater","Unit A3","ARD GZ 1","Guano",15.04642958115,0.52142048691,5.64170904934,5.7520077974,0.19361273225,1.2784170704,6.26102519028,1.669163724,0.57279831741,2.18642284746,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",326,6293.88,7644.08,6946.97,6954.91,"Freshwater","Unit A2","ARD GZ 0","Non Guano",24.12383444185,0.86903414485,8.55782695383,6.74694968668,0.11616763935,2.321653642,4.99595503197,2.71517299104,0.57279831741,0.29239586982,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",328,6407.52,7719.08,7085.29,7081.51,"Freshwater","Unit A2","ARD GZ 0","Non Guano",25.85330910635,0.99489426238,8.52607249389,7.08896096112,0.12391214864,2.0623520664,4.11683848128,3.08609826304,0.75542966499,0.20947763808,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",330,6479.9,7864.61,7219.31,7208.11,"Freshwater","Unit A2","ARD GZ 0","Non Guano",25.46067161495,1.04883431275,8.40963947411,7.46983715311,0.12391214864,2.231199604,4.45990835472,3.10093527392,0.68901826587,0.13965175872,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",332,6668.76,7920.22,7356.43,7339.48,"Freshwater","Unit A2","ARD GZ 0","Non Guano",25.74112696595,1.04883431275,8.467855984,7.48538312013,0.13165665793,2.26135095,4.61000142435,3.13802780112,0.69731969076,0.1527441111,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",334,6784.53,8007.27,7500.44,7470.86,"Freshwater","Unit A2","ARD GZ 0","Non Guano",25.18956477565,1.10876770205,8.55253454384,7.83516737808,0.13165665793,2.321653642,5.13175352354,3.152864812,0.58940116719,0.16147234602,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",336,6956.85,8094.53,7631.91,7600.48,"Freshwater","Unit A2","ARD GZ 0","Non Guano",25.2970726602,1.1387343967,8.58958141377,8.02171898232,0.13940116722,2.321653642,5.23896285899,3.17512032832,0.57279831741,0.15710822856,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",338,7125.43,8154.78,7760.28,7728.34,"Freshwater","Unit A2","ARD GZ 0","Non Guano",25.87200612975,1.07280766847,8.53665731387,7.5397940047,0.13940116722,2.140745566,4.84586196234,3.39767549152,0.67241541609,0.13965175872,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",340,7242.46,8261.17,7900.52,7856.21,"Freshwater","Unit A2","ARD GZ 0","Non Guano",25.4653458708,1.09078768526,8.68484479359,7.68748069139,0.13165665793,2.3698957956,5.33187761638,3.21221285552,0.5810997423,0.14401587618,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",342,7564.61,8289.22,8008.15,7987.21,"Freshwater","Unit A2","ARD GZ 0","Non Guano",24.7455104699,1.1387343967,8.53136490388,8.75237943226,0.13940116722,2.3638655264,5.31043574929,3.17512032832,0.52298976807,0.14401587618,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",344,7819.83,8332.49,8129.79,8118.21,"Freshwater","Unit A2","ARD GZ 0","Non Guano",25.2970726602,1.10277436312,8.64779792366,7.58643190576,0.13165665793,2.321653642,5.26755201511,3.21963136096,0.57279831741,0.13528764126,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",346,8035.06,8395.39,8245.03,8241.61,"Freshwater","Unit A2","ARD GZ 0","Non Guano",24.0911146509,0.50943380905,9.4204897822,5.48772635806,0.06195607432,1.7427477988,2.36575266893,1.9288114144,0.71392254054,0.10473881904,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",348,8170.38,8537.64,8362.89,8357.39,"Freshwater","Unit A1","ARD GZ 0","Non Guano",24.65669960875,0.56337385942,10.46309455023,6.59926299999,0.06970058361,2.2854720268,2.46581471535,1.87688187632,0.68071684098,0.09601058412,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",350,8231.4,8852.84,8449.26,8473.18,"Freshwater","Unit A1","ARD GZ 0","Non Guano",24.3528729785,0.55138718156,10.23552092066,7.22110168079,0.0774450929,2.3879866032,2.72311712043,1.77302280016,0.63090829164,0.08291823174,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",352,8288.7,8999.32,8551.12,8574.24,"Freshwater","Unit A1","ARD GZ 0","Non Guano",24.7829045167,0.65327394337,10.02911693105,7.43874521907,0.08518960219,2.3276839112,3.34493126604,2.16620358848,0.63920971653,0.09164646666,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",354,8329.31,9220.93,8635.36,8675.31,"Freshwater","Unit A1","ARD GZ 0","Non Guano",24.7081164231,0.54539384263,10.21964369069,7.32215046642,0.0774450929,2.3578352572,2.94468308036,1.85462636,0.65581256631,0.07855411428,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",356,8388.22,9397.95,8732.89,8776.18,"Freshwater","Unit A1","ARD GZ 0","Non Guano",25.6710131282,0.54539384263,10.34136912046,7.3843343345,0.0774450929,2.3879866032,2.83032645588,2.0029964688,0.75542966499,0.08291823174,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
"ARD","ARD1E",358,8444.06,9557.1,8834.44,8876.85,"Freshwater","Unit A1","ARD GZ 0","Non Guano",24.65669960875,0.5394005037,10.10321067091,7.31437748291,0.0774450929,2.3638655264,2.95183036939,1.85462636,0.64751114142,0.07855411428,"Ardley Island","Ardley Island","SSI","Roberts et al. (2017)"
