"Sample_code","Record","Section","Depth_cm","SH20_mean_age","Type","Group","Guano_Zone","Guano_Sum","Al","Fe","Mn","Mg","Ca","Na","K","P","Location","Location1","Location2","Reference","Strat_Depth_cm","SH20_95CI_min_age","SH20_95CI_max_age","SH20_median_age"
"YAN_339","YAN","YAN 8B-II",339,9994.03,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.87461698893128,1.7197276534768,-2.24066548610312,0.670388765554538,1.7023923176008,-0.751423712215757,-0.398694318806563,-2.57634220843799,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_341","YAN","YAN 8B-II",341,10081.61,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.91374976539549,1.70509678360494,-2.3087973678371,0.732354773470743,1.59781029401344,-0.58367600299793,-0.493205349864708,-2.56333289578488,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_343","YAN","YAN 8B-II",343,10169.19,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.96027681699403,1.75570703683165,-2.37906324822331,0.764668913735856,1.55327520549656,-0.677290487775059,-0.390993998120079,-2.58658023893966,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_345","YAN","YAN 8B-II",345,10230.79,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",2.02572571399296,1.71095286137584,-2.32629530086398,0.694089438007199,1.64257317795175,-0.212962208045693,-0.72519202947618,-2.80889165294189,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_347","YAN","YAN 8B-II",347,10292.39,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",2.02484212886732,1.77337311611616,-2.32227453632954,0.752620045702886,1.62712290251975,-0.159425569649662,-0.821468829811562,-2.87478925741535,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_349","YAN","YAN 8B-II",349,10347.9,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.91853840601092,1.62374005854355,-2.21667465481655,0.59668775470229,1.63018761093375,-0.576971041131738,-0.341919159187408,-2.63358897505481,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_351","YAN","YAN 8B-II",351,10397.31,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.95873459948317,1.65688386262464,-2.28162377580355,0.618066717203791,1.63961387203121,-0.653060582118053,-0.232063811350313,-2.7065508820709,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_353","YAN","YAN 8B-II",353,10446.73,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.94616536696654,1.6583223786831,-2.35450947305178,0.620862879593303,1.54473300738559,-0.389346984546475,-0.351698637777176,-2.6745285372531,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"YAN_355","YAN","YAN 8B-II",355,10488.28,"Glaciomarine","Unit Y1","YAN GZ 0","Non Guano",1.8925342926901,1.66717446957515,-2.17099512971618,0.652506224933608,1.78848052367506,-0.197298428525384,-0.742656682788023,-2.88974526984432,"Fildes Peninsula","King George Island","SSI","Roberts et al. (2017)",NA,NA,NA,NA
"AR-5","ARD Bedrock",NA,NA,NA,"Bedrock","ARD Bedrock","ARD Bedrock","Non Guano",1.94688048996706,1.63645940131412,-2.40366113772294,0.855824426559373,1.64322226192072,0.454066907353158,-1.15556308138491,-2.97722926800658,"Ardley Island","Ardley Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"AR-1","ARD Bedrock",NA,NA,NA,"Bedrock","ARD Bedrock","ARD Bedrock","Non Guano",1.84705746353388,1.67036238641401,-2.51076703775246,0.723352790246289,1.32499700354379,0.451909066799085,-0.805568757004603,-2.70134291577999,"Ardley Island","Ardley Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"AR-6","ARD Bedrock",NA,NA,NA,"Bedrock","ARD Bedrock","ARD Bedrock","Non Guano",1.87097329387031,1.54026665851448,-2.55057936946287,0.58603681437327,1.35683006476946,0.513559991606408,-0.598405062032708,-2.71868239163835,"Ardley Island","Ardley Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-10","ARD Bedrock",NA,NA,NA,"Bedrock","ARD Bedrock","ARD Bedrock","Non Guano",2.26929445126082,1.56964253273432,-2.32457139625056,0.786045464132392,1.82565435489469,0.443329690435741,-1.09589142576963,-3.47350367143776,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-12","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.90050837943906,1.55909447304549,-2.41819149852434,0.870014544277393,1.73310319980982,0.210920193496197,-1.12151877203775,-2.73393051950587,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-1","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",2.02927529025406,1.68935965801367,-2.29502983393457,0.630514037899099,1.63909819272967,0.573710283690712,-1.0729072639998,-3.19402036465284,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-11","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",2.1417676452031,1.52963214802671,-2.62113293481479,1.06539022282982,1.80764240521897,0.226232323225767,-0.66714867213938,-3.4823831375502,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-15","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",2.04988493662976,1.78384691291587,-2.32198014427689,0.665351779295474,1.65006519630028,0.551192997719536,-1.21454941742883,-3.16381226115521,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-6","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",2.06314269649861,1.70432506698383,-2.4003339931908,0.871904792911557,1.78957856293625,0.518490228831893,-1.63774375263447,-2.90936360233687,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-5","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.80421151559834,1.47766883520038,-2.35464251652258,0.36814030953488,1.26640847218848,0.487151696468513,-0.383091930129278,-2.66584638233873,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-14","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.78037245713227,1.58417838076634,-2.44186263706454,0.339151564309201,1.24552566550861,0.505292091584384,-0.364951535013407,-2.64770598722286,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-7","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.94372774152597,1.59214754706388,-2.8193496887886,0.695877382073763,1.35665657319482,0.703327882175866,-0.626013324541543,-2.84637411270416,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-13","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",2.24128232906451,1.67286074031048,-2.37135107115251,0.791488307782737,1.85535460493003,0.161520856985604,-1.25208588665745,-3.09906988126341,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-2","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.88610119438057,1.53330583889558,-2.5430471817792,0.716171324149273,1.46507622805496,0.536940371530102,-0.477932463168442,-3.11661531206284,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-9b","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.93004533603479,1.44896954997636,-2.24732284565028,0.420255426060088,1.4195745311862,0.463331366848369,-0.662752552691037,-2.77210081176449,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-9a","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.95038073670279,1.4914044731194,-2.48757622677853,0.473074966018497,1.46818177302918,0.622153295729514,-0.744156733210473,-2.77346228461039,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-8","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.96057853319674,1.56645701512826,-2.445681843802,0.201417896564825,1.2999874771713,0.745076093704336,-0.627038928996359,-2.70079624296711,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-3","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.78600348476897,1.40055239337828,-1.92417644581587,0.204538454363899,1.20055928149023,0.729306433029652,-0.82758006113352,-2.56920354008165,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"KG-4","FP Bedrock",NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.88948266598849,1.33592381590823,-2.38436234841117,0.245345649243788,1.02619620653924,0.646481204551159,-0.462535197370296,-2.29653199644944,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)",NA,NA,NA,NA
"1-g","SP Ornithogenic Soils",NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",0.841461335264694,0.877029170009604,-3.47417522753865,-1.38120267040435,2.56553956818653,-0.249911865001638,-1.11895232562242,1.94021201510623,"Stranger Point","King George Island","SSI","Tatur et al. (1997)",NA,NA,NA,NA
"2-g","SP Ornithogenic Soils",NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",0.816200139521894,0.8502048163346,-3.61687004341632,-1.38086831913342,2.66036221516581,-0.194398563494306,-1.08471642253719,1.95008617755892,"Stranger Point","King George Island","SSI","Tatur et al. (1997)",NA,NA,NA,NA
"3-g","SP Ornithogenic Soils",NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",0.885495208139143,1.1134446143766,-3.47318775218685,-1.25273275133726,2.51969552365618,-0.319555747980567,-1.22467579326234,1.7515166985951,"Stranger Point","King George Island","SSI","Tatur et al. (1997)",NA,NA,NA,NA
"4a-g","SP Ornithogenic Soils",NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",0.615233707543115,0.81157293128066,-2.71338911735906,-1.22162623535175,2.76632427311485,-0.7448134682623,-1.50942222530147,1.99612013433596,"Stranger Point","King George Island","SSI","Tatur et al. (1997)",NA,NA,NA,NA
"4b-g","SP Ornithogenic Soils",NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",1.24483573473705,1.29113645102486,-3.49415550087554,-1.2760198003143,2.03816200090842,-0.597799012743781,-0.691620379833848,1.48546050709714,"Stranger Point","King George Island","SSI","Tatur et al. (1997)",NA,NA,NA,NA
"5-g","SP Ornithogenic Soils",NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",0.690194459141216,0.816177830274294,-2.8001859386498,-1.15141931241839,2.78741617490631,-0.67195753823423,-1.67960065983493,2.00937498481553,"Stranger Point","King George Island","SSI","Tatur et al. (1997)",NA,NA,NA,NA
